"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"251,849",+229,"5,226 ",,"243,740",+222,"2,883",16,174,4,"160,000,000","110,461","1,448,471,400 ",Asia
USA,"98,499,644","+33,267","1,087,426 ",+293,"95,525,641","+90,694","1,886,577","2,767","294,200","3,248","1,121,436,893","3,349,520","334,805,269 ",North America
India,"44,606,460","+1,997","528,754 ",+9,"44,047,344","+3,908","30,362",698,"31,712",376,"895,958,696","636,953","1,406,631,776 ",Asia
France,"35,705,236","+65,537","155,369 ",+50,"34,704,766","+28,639","845,101",869,"544,416","2,369","271,490,188","4,139,547","65,584,518 ",Europe
Brazil,"34,750,108","+6,510","686,759 ",+119,"33,905,120","+6,639","158,229","8,318","161,363","3,189","63,776,166","296,146","215,353,593 ",South America
Germany,"33,826,367","+174,112","150,406 ",+117,"32,512,500","+39,100","1,163,461","1,406","403,254","1,793","122,332,384","1,458,359","83,883,596 ",Europe
S. Korea,"24,911,497","+28,603","28,573 ",+29,"24,365,922","+34,748","517,002",325,"485,321",557,"15,804,065","307,892","51,329,899 ",Asia
UK,"23,735,273","+8,917","190,888 ",+82,"23,376,808","+7,290","167,577",146,"346,511","2,787","522,526,476","7,628,357","68,497,907 ",Europe
Italy,"22,692,912","+44,849","177,356 ",+56,"22,007,032","+46,009","508,524",180,"376,566","2,943","247,973,838","4,114,876","60,262,770 ",Europe
Japan,"21,460,295","+33,440","45,248 ",+91,"20,411,971","+4,031","1,003,076",149,"170,883",360,"76,201,407","606,772","125,584,838 ",Asia
Russia,"21,141,674","+23,045","387,887 ",+108,"20,307,569","+41,536","446,218","2,300","144,999","2,660","273,400,000","1,875,095","145,805,947 ",Europe
Spain,"13,438,326","+3,614","114,400 ",+69,"13,240,971","+1,607","82,955",339,"287,641","2,449","471,036,328","10,082,298","46,719,142 ",Europe
Vietnam,"11,484,659","+1,130","43,151 ",,"10,595,359",+515,"846,149",76,"116,061",436,"85,826,548","867,342","98,953,541 ",Asia
Australia,"10,265,395","+4,528","15,316 ",+19,"10,203,640","+5,163","46,439",42,"393,781",588,"78,835,048","3,024,116","26,068,792 ",Australia/Oceania
Argentina,"9,711,355",,"129,937 ",,"9,569,590",+882,"11,828",284,"211,069","2,824","35,716,069","776,264","46,010,234 ",South America
Netherlands,"8,441,351",,"22,663 ",,"8,368,837",+801,"49,851",47,"490,450","1,317","21,107,399","1,226,358","17,211,447 ",Europe
Iran,"7,550,856",+165,"144,469 ",+3,"7,327,155",+188,"79,232",136,"87,777","1,679","54,095,556","628,851","86,022,837 ",Asia
Mexico,"7,090,965",,"330,139 ",,"6,361,847",,"398,979","4,798","53,898","2,509","18,442,240","140,178","131,562,772 ",North America
Taiwan,"6,731,885","+46,430","11,337 ",+57,"5,880,019","+41,566","840,529",,"281,803",475,"26,448,968","1,107,180","23,888,595 ",Asia
Indonesia,"6,441,123","+1,831","158,177 ",+12,"6,265,899","+1,715","17,047","2,771","23,075",567,"108,849,019","389,952","279,134,505 ",Asia
Poland,"6,308,344","+2,886","117,702 ",+42,"5,335,940",,"854,702","3,650","167,154","3,119","37,426,451","991,698","37,739,785 ",Europe
Colombia,"6,308,087",+715,"141,807 ",+13,"6,135,815","+1,125","30,465",342,"122,457","2,753","36,615,681","710,808","51,512,762 ",South America
Portugal,"5,501,103",+490,"25,075 ",+5,"5,410,633","+2,519","65,395",61,"542,485","2,473","45,059,939","4,443,531","10,140,570 ",Europe
Austria,"5,211,120","+15,068","20,794 ",+15,"5,058,597","+8,551","131,729",47,"574,753","2,293","198,172,224","21,857,126","9,066,710 ",Europe
Ukraine,"5,177,217",,"109,206 ",,"4,997,671","+5,240","70,340",177,"119,865","2,528","19,521,252","451,963","43,192,122 ",Europe
Greece,"4,975,067",,"33,200 ",,"4,874,229","+6,425","67,638",115,"482,237","3,218","94,835,870","9,192,518","10,316,637 ",Europe
Malaysia,"4,848,314",,"36,387 ",,"4,788,889",,"23,038",48,"146,117","1,097","64,733,491","1,950,916","33,181,072 ",Asia
Thailand,"4,682,132",,"32,771 ",,"4,642,894",,"6,467","1,496","66,813",468,"17,270,775","246,450","70,078,203 ",Asia
Israel,"4,666,616",+451,"11,710 ",+4,"4,648,432",+787,"6,474",101,"500,388","1,256","41,373,364","4,436,346","9,326,000 ",Asia
Chile,"4,642,033","+3,795","61,268 ",+35,"4,567,996","+6,565","12,769",99,"241,142","3,183","45,355,229","2,356,092","19,250,195 ",South America
Belgium,"4,566,207","+2,913","32,716 ",+1,"4,460,322","+1,421","73,169",59,"391,335","2,804","35,645,178","3,054,879","11,668,278 ",Europe
Canada,"4,268,135","+2,754","45,368 ",+25,"4,147,234","+2,623","75,533",99,"111,183","1,182","65,087,211","1,695,491","38,388,419 ",North America
Peru,"4,147,822",+964,"216,665 ",+28,"3,923,503","+1,131","7,654",125,"123,138","6,432","35,305,298","1,048,126","33,684,208 ",South America
Czechia,"4,120,668","+3,287","41,193 ",+19,"4,051,728",+532,"27,747",55,"383,790","3,837","56,290,526","5,242,773","10,736,784 ",Europe
Switzerland,"4,109,154",,"14,192 ",,"4,024,219",+828,"70,743",50,"468,352","1,618","22,389,180","2,551,870","8,773,637 ",Europe
South Africa,"4,020,429",+287,"102,194 ",,"3,912,506",,"5,729",192,"66,173","1,682","26,174,429","430,811","60,756,135 ",Africa
Philippines,"3,961,257","+2,470","63,149 ",+38,"3,871,820","+1,878","26,288",645,"35,208",561,"32,920,416","292,603","112,508,994 ",Asia
Romania,"3,273,914",+845,"67,069 ",+3,"3,190,931","+1,633","15,914",112,"172,028","3,524","25,185,805","1,323,386","19,031,335 ",Europe
Denmark,"3,117,442","+1,126","7,112 ",+9,"3,097,502",+625,"12,828",,"534,271","1,219","128,454,662","22,014,698","5,834,950 ",Europe
Sweden,"2,601,153",,"20,243 ",,"2,552,382","+1,436","28,528",17,"254,542","1,981","18,989,183","1,858,228","10,218,971 ",Europe
Iraq,"2,460,572",,"25,356 ",,"2,434,378",,838,21,"58,356",601,"19,239,264","456,286","42,164,965 ",Asia
Serbia,"2,373,346","+1,872","17,057 ",+7,"2,316,919","+1,452","39,370",29,"274,280","1,971","11,112,852","1,284,275","8,653,016 ",Europe
Hungary,"2,107,907",,"47,576 ",,"2,025,292",,"35,039",32,"219,431","4,953","11,394,556","1,186,160","9,606,259 ",Europe
