"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,224049.0,34.0,5226.0,,216075.0,215.0,2748.0,133.0,156.0,4.0,160000000.0,111163.0,1439323776.0,Asia
USA,85730597.0,6865.0,1031286.0,7.0,82151831.0,43261.0,2547480.0,2504.0,256140.0,3081.0,1028192927.0,3071962.0,334702317.0,North America
India,43158582.0,2833.0,524630.0,19.0,42615574.0,2134.0,18378.0,698.0,30699.0,373.0,849324833.0,604129.0,1405865678.0,Asia
Brazil,30977661.0,24082.0,666568.0,72.0,29971308.0,26723.0,339785.0,8318.0,143788.0,3094.0,63776166.0,296028.0,215439455.0,South America
France,29484111.0,4673.0,148251.0,85.0,28873058.0,56412.0,462802.0,1173.0,449804.0,2262.0,271490188.0,4141803.0,65548798.0,Europe
Germany,26310294.0,23406.0,139069.0,87.0,25216200.0,78400.0,955025.0,656.0,312123.0,1650.0,122332384.0,1451249.0,84294561.0,Europe
UK,22294524.0,5608.0,178549.0,28.0,21923608.0,7449.0,192367.0,188.0,325156.0,2604.0,522526476.0,7620812.0,68565723.0,Europe
Russia,18327837.0,3801.0,379029.0,74.0,17733870.0,4019.0,214938.0,2300.0,125487.0,2595.0,273400000.0,1871914.0,146053723.0,Europe
S. Korea,18086462.0,6139.0,24167.0,9.0,17670519.0,35864.0,391776.0,178.0,352197.0,471.0,15804065.0,307752.0,51353278.0,Asia
Italy,17396723.0,7537.0,166631.0,62.0,16531231.0,20971.0,698861.0,255.0,288539.0,2764.0,220866180.0,3663251.0,60292394.0,Europe
Turkey,15071772.0,908.0,98961.0,4.0,14970310.0,1005.0,2501.0,975.0,175113.0,1150.0,162614515.0,1889353.0,86068902.0,Asia
Spain,12326264.0,,106341.0,,11715260.0,,504663.0,339.0,263442.0,2273.0,471036328.0,10067182.0,46789292.0,Europe
Vietnam,10718369.0,1118.0,43078.0,,9456541.0,8189.0,1218750.0,144.0,108258.0,435.0,85817003.0,866769.0,99007969.0,Asia
Argentina,9230573.0,,128889.0,,8895999.0,,205685.0,300.0,200724.0,2803.0,35716069.0,776668.0,45986287.0,South America
Japan,8811614.0,20828.0,30558.0,22.0,8496184.0,31305.0,284872.0,90.0,70079.0,243.0,52387726.0,416640.0,125738636.0,Asia
Netherlands,8084622.0,913.0,22318.0,,8026410.0,3271.0,35894.0,34.0,469841.0,1297.0,21107399.0,1226666.0,17207133.0,Europe
Australia,7242842.0,27211.0,8469.0,9.0,6941610.0,38578.0,292763.0,96.0,277889.0,325.0,71847491.0,2756598.0,26063829.0,Australia/Oceania
Iran,7231802.0,240.0,141310.0,2.0,7047817.0,1681.0,42675.0,539.0,84050.0,1642.0,52223364.0,606951.0,86042091.0,Asia
