"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
Botswana,263950.0,,2619.0,,259434.0,,1897.0,1.0,108533.0,1077.0,2026898.0,833436.0,2431979.0,Africa,2022-03-12
Nigeria,254953.0,8.0,3142.0,,249340.0,5.0,2471.0,11.0,1187.0,15.0,4519905.0,21044.0,214783316.0,Africa,2022-03-12
Zimbabwe,242357.0,288.0,5414.0,2.0,231700.0,262.0,5243.0,12.0,15914.0,356.0,2132351.0,140017.0,15229182.0,Africa,2022-03-12
Uzbekistan,237169.0,40.0,1637.0,,234538.0,91.0,994.0,23.0,6917.0,48.0,1377915.0,40184.0,34290314.0,Asia,2022-03-12
Montenegro,231488.0,97.0,2692.0,,227991.0,121.0,805.0,60.0,368494.0,4285.0,1187042.0,1889589.0,628201.0,Europe,2022-03-12
Mozambique,225173.0,8.0,2198.0,,221955.0,,1020.0,13.0,6878.0,67.0,1283428.0,39205.0,32736614.0,Africa,2022-03-12
Kyrgyzstan,200720.0,13.0,2972.0,1.0,195820.0,34.0,1928.0,131.0,29930.0,443.0,1907195.0,284385.0,6706387.0,Asia,2022-03-12
Luxembourg,191964.0,,1004.0,,180078.0,,10882.0,4.0,298444.0,1561.0,4099088.0,6372802.0,643216.0,Europe,2022-03-12
Afghanistan,176083.0,102.0,7642.0,2.0,158356.0,49.0,10085.0,1124.0,4357.0,189.0,903192.0,22350.0,40411760.0,Asia,2022-03-12
Maldives,174367.0,204.0,297.0,,161537.0,1916.0,12533.0,25.0,313240.0,534.0,2211728.0,3973233.0,556657.0,Asia,2022-03-12
Uganda,163462.0,,3594.0,,100108.0,,59760.0,11.0,3392.0,75.0,2494741.0,51775.0,48183937.0,Africa,2022-03-12
Ghana,160693.0,,1445.0,,159079.0,,169.0,1.0,4995.0,45.0,2365638.0,73534.0,32170521.0,Africa,2022-03-12
Iceland,158533.0,,79.0,,75685.0,,82769.0,4.0,459525.0,229.0,1820155.0,5275919.0,344993.0,Europe,2022-03-12
Namibia,157366.0,,4014.0,,153069.0,,283.0,1.0,60091.0,1533.0,964061.0,368133.0,2618785.0,Africa,2022-03-12
El Salvador,156364.0,,4095.0,,132410.0,,19859.0,153.0,23903.0,626.0,1758939.0,268884.0,6541626.0,North America,2022-03-12
Laos,145934.0,427.0,641.0,1.0,7660.0,,137633.0,,19577.0,86.0,1002806.0,134528.0,7454278.0,Asia,2022-03-12
Cambodia,133943.0,205.0,3046.0,1.0,128623.0,323.0,2274.0,,7828.0,178.0,2895579.0,169227.0,17110662.0,Asia,2022-03-12
Trinidad and Tobago,132708.0,325.0,3681.0,5.0,111897.0,3351.0,17130.0,18.0,94309.0,2616.0,649354.0,461464.0,1407162.0,North America,2022-03-12
Guadeloupe,130705.0,,843.0,,2250.0,,127612.0,19.0,326567.0,2106.0,938039.0,2343691.0,400240.0,North America,2022-03-12
Rwanda,129596.0,7.0,1458.0,,45522.0,,82616.0,,9603.0,108.0,4965622.0,367949.0,13495403.0,Africa,2022-03-12
Jamaica,128354.0,36.0,2844.0,5.0,79233.0,,46277.0,25.0,43028.0,953.0,875832.0,293602.0,2983054.0,North America,2022-03-12
Martinique,126221.0,,900.0,,104.0,,125217.0,10.0,336794.0,2401.0,738299.0,1969995.0,374772.0,North America,2022-03-12
Cameroon,119322.0,,1926.0,,117263.0,,133.0,13.0,4313.0,70.0,1751774.0,63324.0,27663775.0,Africa,2022-03-12
Brunei,109538.0,2602.0,163.0,5.0,73919.0,5155.0,35456.0,,246390.0,367.0,717784.0,1614551.0,444572.0,Asia,2022-03-12
Angola,98909.0,54.0,1900.0,,96851.0,34.0,158.0,,2859.0,55.0,1462482.0,42274.0,34595276.0,Africa,2022-03-12
DRC,86315.0,,1335.0,,50930.0,,34050.0,,917.0,14.0,846704.0,8992.0,94166412.0,Africa,2022-03-12
Senegal,85785.0,,1964.0,,83773.0,5.0,48.0,1.0,4905.0,112.0,1025172.0,58614.0,17490347.0,Africa,2022-03-12
Malawi,85495.0,9.0,2620.0,,76731.0,89.0,6144.0,67.0,4282.0,131.0,553512.0,27722.0,19966197.0,Africa,2022-03-12
Ivory Coast,81594.0,17.0,796.0,1.0,80695.0,72.0,103.0,,2969.0,29.0,1444210.0,52549.0,27483361.0,Africa,2022-03-12
Suriname,78740.0,35.0,1320.0,1.0,49365.0,,28055.0,1.0,132218.0,2217.0,232068.0,389682.0,595532.0,South America,2022-03-12
French Guiana,78075.0,,394.0,,11254.0,,66427.0,4.0,250418.0,1264.0,602022.0,1930925.0,311779.0,South America,2022-03-12
Malta,72687.0,127.0,614.0,1.0,70472.0,86.0,1601.0,3.0,163881.0,1384.0,1211456.0,2731371.0,443534.0,Europe,2022-03-12
French Polynesia,70158.0,,643.0,,,,,7.0,247333.0,2267.0,,,283658.0,Australia/Oceania,2022-03-12
Eswatini,69429.0,21.0,1392.0,,67963.0,31.0,74.0,11.0,58813.0,1179.0,485871.0,411580.0,1180502.0,Africa,2022-03-12
Fiji,64067.0,,834.0,,62218.0,,1015.0,,70602.0,919.0,502044.0,553250.0,907445.0,Australia/Oceania,2022-03-12
Madagascar,63870.0,79.0,1377.0,4.0,59156.0,154.0,3337.0,23.0,2210.0,48.0,404843.0,14011.0,28895306.0,Africa,2022-03-12
Guyana,63127.0,,1224.0,,61690.0,,213.0,5.0,79607.0,1544.0,550775.0,694564.0,792979.0,South America,2022-03-12
Sudan,61655.0,,4865.0,,,,,,1353.0,107.0,562941.0,12350.0,45581486.0,Africa,2022-03-12
New Caledonia,59217.0,,305.0,,55768.0,,3144.0,24.0,204095.0,1051.0,98964.0,341085.0,290145.0,Australia/Oceania,2022-03-12
Mauritania,58657.0,,981.0,,57653.0,3.0,23.0,30.0,12078.0,202.0,760467.0,156590.0,4856406.0,Africa,2022-03-12
Belize,57034.0,,652.0,,55851.0,,531.0,6.0,139160.0,1591.0,510065.0,1244531.0,409845.0,North America,2022-03-12
Barbados,56922.0,117.0,324.0,1.0,55265.0,9.0,1333.0,,197666.0,1125.0,597029.0,2073226.0,287971.0,North America,2022-03-12
Channel Islands,56437.0,,147.0,,52513.0,,3777.0,,319619.0,833.0,1221372.0,6916976.0,176576.0,Europe,2022-03-12
Cabo Verde,55906.0,,401.0,,55442.0,1.0,63.0,23.0,98737.0,708.0,400982.0,708185.0,566211.0,Africa,2022-03-12
Syria,55329.0,41.0,3114.0,4.0,49569.0,418.0,2646.0,,3037.0,171.0,146269.0,8028.0,18219917.0,Asia,2022-03-12
Gabon,47564.0,,303.0,,47224.0,12.0,37.0,,20550.0,131.0,1582929.0,683892.0,2314590.0,Africa,2022-03-12
Papua New Guinea,41533.0,,639.0,,39905.0,,989.0,7.0,4498.0,69.0,249149.0,26982.0,9233851.0,Australia/Oceania,2022-03-12
Seychelles,39605.0,,163.0,,39212.0,,230.0,,398529.0,1640.0,,,99378.0,Africa,2022-03-12
Curaçao,39459.0,,265.0,,38760.0,,434.0,3.0,238814.0,1604.0,494095.0,2990365.0,165229.0,North America,2022-03-12
Andorra,38794.0,,152.0,,37925.0,,717.0,14.0,500736.0,1962.0,249838.0,3224798.0,77474.0,Europe,2022-03-12
Burundi,38248.0,,38.0,,773.0,,37437.0,,3062.0,3.0,345742.0,27682.0,12489747.0,Africa,2022-03-12
Togo,36850.0,2.0,272.0,,36494.0,22.0,84.0,,4281.0,32.0,701368.0,81488.0,8607010.0,Africa,2022-03-12
Mayotte,36745.0,,187.0,,2964.0,,33594.0,,129406.0,659.0,176919.0,623060.0,283952.0,Africa,2022-03-12
Guinea,36427.0,,440.0,,33000.0,,2987.0,8.0,2652.0,32.0,660107.0,48059.0,13735368.0,Africa,2022-03-12
Faeroe Islands,34237.0,,28.0,,7693.0,,26516.0,5.0,696199.0,569.0,778000.0,15820404.0,49177.0,Europe,2022-03-12
Mauritius,33856.0,,934.0,,30378.0,,2544.0,,26547.0,732.0,358675.0,281238.0,1275342.0,Africa,2022-03-12
Aruba,33796.0,,212.0,,33522.0,,62.0,4.0,314282.0,1971.0,177885.0,1654221.0,107534.0,North America,2022-03-12
Tanzania,33726.0,,800.0,,,,,7.0,539.0,13.0,,,62612084.0,Africa,2022-03-12
Bahamas,33194.0,3.0,771.0,,32108.0,10.0,315.0,9.0,83067.0,1929.0,223636.0,559641.0,399606.0,North America,2022-03-12
Lesotho,32716.0,,697.0,,23461.0,,8558.0,,15070.0,321.0,407836.0,187856.0,2171005.0,Africa,2022-03-12
Haiti,30446.0,8.0,827.0,,26302.0,82.0,3317.0,,2616.0,71.0,132422.0,11379.0,11637859.0,North America,2022-03-12
Mali,30414.0,5.0,726.0,,29570.0,6.0,118.0,,1432.0,34.0,632919.0,29802.0,21237402.0,Africa,2022-03-12
Benin,26575.0,,163.0,,25506.0,,906.0,5.0,2099.0,13.0,604310.0,47732.0,12660368.0,Africa,2022-03-12
Somalia,26400.0,,1348.0,,13182.0,,11870.0,,1586.0,81.0,400466.0,24062.0,16643242.0,Africa,2022-03-12
Isle of Man,24346.0,,81.0,,23195.0,,1070.0,,283769.0,944.0,150753.0,1757130.0,85795.0,Europe,2022-03-12
Congo,24049.0,,378.0,,20178.0,,3493.0,,4184.0,66.0,347815.0,60512.0,5747873.0,Africa,2022-03-12
Saint Lucia,22833.0,,365.0,,22424.0,,44.0,1.0,123390.0,1972.0,137657.0,743899.0,185048.0,North America,2022-03-12
Timor-Leste,22789.0,3.0,129.0,,22596.0,14.0,64.0,9.0,16745.0,95.0,252951.0,185865.0,1360943.0,Asia,2022-03-12
Taiwan,21225.0,62.0,853.0,,19154.0,70.0,1218.0,,888.0,36.0,12031799.0,503638.0,23889775.0,Asia,2022-03-12
Burkina Faso,20751.0,,375.0,,20309.0,,67.0,,949.0,17.0,248995.0,11384.0,21872838.0,Africa,2022-03-12
Cayman Islands,19433.0,,17.0,,8553.0,,10863.0,2.0,289919.0,254.0,222773.0,3323532.0,67029.0,North America,2022-03-12
Nicaragua,18203.0,,222.0,,4225.0,,13756.0,,2694.0,33.0,,,6757990.0,North America,2022-03-12
Tajikistan,17388.0,,124.0,,17263.0,,1.0,,1756.0,13.0,,,9900116.0,Asia,2022-03-12
Bhutan,17150.0,484.0,7.0,,13129.0,434.0,4014.0,3.0,21820.0,9.0,2036582.0,2591094.0,785993.0,Asia,2022-03-12
South Sudan,17051.0,,138.0,,13503.0,,3410.0,1.0,1494.0,12.0,347087.0,30404.0,11415912.0,Africa,2022-03-12
Equatorial Guinea,15895.0,1.0,183.0,,15677.0,7.0,35.0,5.0,10733.0,124.0,290997.0,196496.0,1480929.0,Africa,2022-03-12
Gibraltar,15840.0,,101.0,,15413.0,,326.0,10.0,470393.0,2999.0,521652.0,15491240.0,33674.0,Europe,2022-03-12
Djibouti,15564.0,,189.0,,15362.0,3.0,13.0,,15375.0,187.0,289377.0,285855.0,1012321.0,Africa,2022-03-12
San Marino,14523.0,,112.0,,14198.0,,213.0,4.0,426495.0,3289.0,138257.0,4060173.0,34052.0,Europe,2022-03-12
CAR,14320.0,,113.0,,6859.0,,7348.0,2.0,2880.0,23.0,81294.0,16351.0,4971895.0,Africa,2022-03-12
Liechtenstein,14025.0,236.0,79.0,,13304.0,201.0,642.0,3.0,366064.0,2062.0,80413.0,2098844.0,38313.0,Europe,2022-03-12
Grenada,13690.0,,216.0,,13336.0,,138.0,4.0,120717.0,1905.0,136411.0,1202855.0,113406.0,North America,2022-03-12
Gambia,11963.0,,365.0,,11583.0,,15.0,,4726.0,144.0,153983.0,60827.0,2531508.0,Africa,2022-03-12
Greenland,11856.0,,20.0,,2761.0,,9075.0,4.0,208230.0,351.0,164926.0,2896640.0,56937.0,North America,2022-03-12
Bermuda,11850.0,,124.0,,11502.0,,224.0,,191475.0,2004.0,815667.0,13179728.0,61888.0,North America,2022-03-12
Yemen,11784.0,1.0,2139.0,,8849.0,11.0,796.0,23.0,381.0,69.0,265253.0,8574.0,30937480.0,Asia,2022-03-12
Dominica,11502.0,,62.0,,11127.0,,313.0,,159111.0,858.0,173397.0,2398664.0,72289.0,North America,2022-03-12
Saint Martin,9912.0,,63.0,,1399.0,,8450.0,7.0,249158.0,1584.0,112382.0,2824946.0,39782.0,North America,2022-03-12
Monaco,9777.0,41.0,52.0,1.0,9474.0,18.0,251.0,4.0,246191.0,1309.0,54960.0,1383930.0,39713.0,Europe,2022-03-12
Eritrea,9721.0,1.0,103.0,,9616.0,,2.0,,2678.0,28.0,23693.0,6528.0,3629512.0,Africa,2022-03-12
Sint Maarten,9605.0,6.0,85.0,,9468.0,5.0,52.0,10.0,219794.0,1945.0,62056.0,1420046.0,43700.0,North America,2022-03-12
Niger,8781.0,1.0,308.0,,8461.0,1.0,12.0,1.0,342.0,12.0,233804.0,9102.0,25688130.0,Africa,2022-03-12
Solomon Islands,8491.0,,118.0,,1860.0,,6513.0,3.0,11869.0,165.0,5117.0,7153.0,715382.0,Australia/Oceania,2022-03-12
Comoros,8061.0,1.0,160.0,,7885.0,1.0,16.0,,8947.0,178.0,,,900946.0,Africa,2022-03-12
Guinea-Bissau,8050.0,,168.0,,7055.0,,827.0,6.0,3933.0,82.0,125580.0,61357.0,2046698.0,Africa,2022-03-12
Sierra Leone,7667.0,,125.0,,,,,,929.0,15.0,259958.0,31504.0,8251497.0,Africa,2022-03-12
Caribbean Netherlands,7614.0,,31.0,,7547.0,,36.0,,285854.0,1164.0,30126.0,1131026.0,26636.0,North America,2022-03-12
Antigua and Barbuda,7466.0,,135.0,,7317.0,,14.0,1.0,75185.0,1359.0,18901.0,190339.0,99302.0,North America,2022-03-12
Liberia,7392.0,,294.0,,5747.0,,1351.0,2.0,1406.0,56.0,139824.0,26589.0,5258808.0,Africa,2022-03-12
Chad,7258.0,,190.0,,4874.0,,2194.0,,421.0,11.0,191341.0,11110.0,17223093.0,Africa,2022-03-12
St. Vincent Grenadines,6742.0,,106.0,,6634.0,,2.0,,60446.0,950.0,98236.0,880748.0,111537.0,North America,2022-03-12
British Virgin Islands,6104.0,13.0,62.0,,,,,1.0,199660.0,2028.0,101161.0,3308943.0,30572.0,North America,2022-03-12
Turks and Caicos,5874.0,,36.0,,5808.0,,30.0,4.0,148318.0,909.0,419792.0,10599737.0,39604.0,North America,2022-03-12
Saint Kitts and Nevis,5540.0,2.0,42.0,,5495.0,4.0,3.0,1.0,102905.0,780.0,65141.0,1209990.0,53836.0,North America,2022-03-12
Palau,3899.0,,6.0,,3568.0,,325.0,,213761.0,329.0,37947.0,2080428.0,18240.0,Australia/Oceania,2022-03-12
St. Barth,3780.0,,6.0,,,,,,380741.0,604.0,78646.0,7921636.0,9928.0,North America,2022-03-12
Kiribati,3022.0,3.0,13.0,,2419.0,12.0,590.0,9.0,24659.0,106.0,,,122551.0,Australia/Oceania,2022-03-12
Anguilla,2574.0,,9.0,,2552.0,,13.0,4.0,169009.0,591.0,51382.0,3373736.0,15230.0,North America,2022-03-12
Tonga,1513.0,131.0,2.0,,453.0,11.0,1058.0,,14045.0,19.0,51006.0,473492.0,107723.0,Australia/Oceania,2022-03-12
Saint Pierre Miquelon,1316.0,,1.0,,1099.0,,216.0,1.0,229029.0,174.0,17358.0,3020884.0,5746.0,North America,2022-03-12
Wallis and Futuna,454.0,,7.0,,438.0,,9.0,,41628.0,642.0,20508.0,1880433.0,10906.0,Australia/Oceania,2022-03-12
Cook Islands,316.0,36.0,,,84.0,13.0,232.0,,17964.0,,2943.0,167301.0,17591.0,Australia/Oceania,2022-03-12
Vanuatu,207.0,50.0,1.0,,16.0,3.0,190.0,1.0,648.0,3.0,24976.0,78224.0,319289.0,Australia/Oceania,2022-03-12
Montserrat,166.0,,2.0,,162.0,,2.0,,33220.0,400.0,8359.0,1672804.0,4997.0,North America,2022-03-12
Falkland Islands,118.0,,,,,,,,32320.0,,8632.0,2364284.0,3651.0,South America,2022-03-12
Macao,82.0,,,,79.0,,3.0,,123.0,,5318.0,8005.0,664320.0,Asia,2022-03-12
Samoa,46.0,1.0,,,28.0,,18.0,,229.0,,,,200646.0,Australia/Oceania,2022-03-12
Vatican City,29.0,,,,28.0,,1.0,,36070.0,,,,804.0,Europe,2022-03-12
Western Sahara,10.0,,1.0,,8.0,,1.0,,16.0,2.0,,,622186.0,Africa,2022-03-12
China,115466.0,1938.0,4636.0,,103600.0,169.0,7230.0,6.0,80.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-03-13
USA,81174677.0,5143.0,993811.0,118.0,56071103.0,155965.0,24109763.0,4250.0,242828.0,2973.0,964386655.0,2884885.0,334289437.0,North America,2022-03-13
India,42993213.0,2222.0,515907.0,57.0,42437072.0,,40234.0,8944.0,30644.0,368.0,778520151.0,554906.0,1402976534.0,Asia,2022-03-13
Brazil,29368776.0,18397.0,655139.0,146.0,27742324.0,70731.0,971313.0,8318.0,136524.0,3045.0,63776166.0,296471.0,215117939.0,South America,2022-03-13
France,23514144.0,60422.0,140109.0,29.0,22163944.0,17144.0,1210091.0,1928.0,358895.0,2138.0,246629975.0,3764303.0,65518106.0,Europe,2022-03-13
UK,19530485.0,,162738.0,,18229317.0,,1138430.0,253.0,285159.0,2376.0,489876300.0,7152536.0,68489880.0,Europe,2022-03-13
Russia,17335186.0,44989.0,360811.0,596.0,15480407.0,128629.0,1493968.0,2300.0,118701.0,2471.0,273400000.0,1872084.0,146040432.0,Europe,2022-03-13
Germany,17240479.0,213264.0,126109.0,32.0,13349900.0,76200.0,3764470.0,2494.0,204665.0,1497.0,104701826.0,1242934.0,84237616.0,Europe,2022-03-13
Turkey,14551665.0,17426.0,96487.0,138.0,14144080.0,35568.0,311098.0,975.0,169451.0,1124.0,148515802.0,1729430.0,85875602.0,Asia,2022-03-13
Italy,13373207.0,48886.0,156868.0,86.0,12216835.0,36111.0,999504.0,516.0,221736.0,2601.0,192560616.0,3192780.0,60311266.0,Europe,2022-03-13
Spain,11223974.0,,101135.0,,10294394.0,,828445.0,689.0,239903.0,2162.0,471036328.0,10068010.0,46785446.0,Europe,2022-03-13
Argentina,8971432.0,1236.0,127187.0,65.0,8776700.0,6747.0,67545.0,737.0,195465.0,2771.0,34789684.0,757978.0,45897988.0,South America,2022-03-13
Netherlands,7168183.0,52326.0,21707.0,8.0,5582265.0,80599.0,1564211.0,156.0,416777.0,1262.0,21107399.0,1227240.0,17199076.0,Europe,2022-03-13
Iran,7123093.0,3330.0,138949.0,118.0,6779949.0,5752.0,204195.0,2832.0,83007.0,1619.0,48179304.0,561445.0,85812985.0,Asia,2022-03-13
S. Korea,6556453.0,350176.0,10395.0,251.0,,,,1074.0,127697.0,202.0,15804065.0,307808.0,51343906.0,Asia,2022-03-13
Vietnam,6112648.0,166968.0,41385.0,95.0,3163571.0,95538.0,2907692.0,4107.0,61855.0,419.0,81481599.0,824533.0,98821512.0,Asia,2022-03-13
Colombia,6076819.0,486.0,139297.0,14.0,5908393.0,808.0,29129.0,342.0,117311.0,2689.0,33516825.0,647029.0,51801132.0,South America,2022-03-13
Indonesia,5890495.0,11585.0,152166.0,215.0,5395433.0,25854.0,342896.0,2771.0,21157.0,547.0,88910570.0,319339.0,278420656.0,Asia,2022-03-13
Poland,5818687.0,7580.0,113443.0,10.0,5178232.0,3755.0,527012.0,487.0,154030.0,3003.0,34555599.0,914740.0,37776415.0,Europe,2022-03-13
Japan,5720394.0,54758.0,26029.0,169.0,5107806.0,60919.0,586559.0,1175.0,45465.0,207.0,40958801.0,325533.0,125820786.0,Asia,2022-03-13
Mexico,5605636.0,6352.0,321054.0,203.0,4894102.0,6643.0,390480.0,4798.0,42717.0,2447.0,15346122.0,116944.0,131226279.0,North America,2022-03-13
Ukraine,4894331.0,,106985.0,,,,,177.0,113062.0,2471.0,19521252.0,450954.0,43288827.0,Europe,2022-03-13
Malaysia,3823571.0,22535.0,33807.0,87.0,3468888.0,25356.0,320876.0,384.0,115627.0,1022.0,52253912.0,1580194.0,33068039.0,Asia,2022-03-13
Israel,3719444.0,6557.0,10379.0,12.0,3667446.0,9009.0,41619.0,353.0,398825.0,1113.0,41373364.0,4436346.0,9326000.0,Asia,2022-03-13
South Africa,3694504.0,972.0,99725.0,13.0,3576438.0,2969.0,18341.0,546.0,60991.0,1646.0,23410199.0,386469.0,60574631.0,Africa,2022-03-13
Czechia,3683211.0,4422.0,39138.0,7.0,3572923.0,8742.0,71150.0,115.0,342859.0,3643.0,53071895.0,4940310.0,10742625.0,Europe,2022-03-13
Philippines,3670739.0,564.0,57610.0,169.0,3566592.0,608.0,46537.0,289.0,32760.0,514.0,28528416.0,254604.0,112050176.0,Asia,2022-03-13
Belgium,3640052.0,,30408.0,,3355815.0,,253829.0,185.0,311781.0,2605.0,32112055.0,2750489.0,11675036.0,Europe,2022-03-13
Australia,3596466.0,29247.0,5587.0,16.0,3303437.0,,287442.0,108.0,138321.0,215.0,64617596.0,2485216.0,26000797.0,Australia/Oceania,2022-03-13
Peru,3535726.0,,211482.0,,,,,662.0,104764.0,6266.0,27898207.0,826629.0,33749385.0,South America,2022-03-13
Portugal,3380263.0,,21285.0,,2876177.0,,482801.0,70.0,333150.0,2098.0,37805639.0,3726030.0,10146360.0,Europe,2022-03-13
Canada,3360655.0,1631.0,36884.0,9.0,3210838.0,1635.0,112933.0,552.0,87740.0,963.0,58655426.0,1531375.0,38302468.0,North America,2022-03-13
Chile,3301747.0,15271.0,43879.0,94.0,2503308.0,39594.0,754560.0,936.0,170245.0,2262.0,34097635.0,1758150.0,19394046.0,South America,2022-03-13
Thailand,3184825.0,23584.0,23712.0,66.0,2933780.0,22333.0,227333.0,687.0,45435.0,338.0,17270775.0,246385.0,70096580.0,Asia,2022-03-13
Austria,3153927.0,38060.0,15207.0,27.0,2754357.0,26984.0,384363.0,187.0,346836.0,1672.0,166378307.0,18296566.0,9093417.0,Europe,2022-03-13
Switzerland,3058800.0,,13366.0,,2500091.0,25547.0,545343.0,142.0,349107.0,1525.0,19259669.0,2198142.0,8761794.0,Europe,2022-03-13
Denmark,2809450.0,6312.0,5175.0,47.0,2612897.0,15536.0,191378.0,28.0,482165.0,888.0,126275681.0,21671744.0,5826743.0,Europe,2022-03-13
Romania,2791994.0,1626.0,64361.0,21.0,2606660.0,,120973.0,580.0,146790.0,3384.0,21544829.0,1132724.0,19020372.0,Europe,2022-03-13
Greece,2635614.0,11986.0,26562.0,49.0,2412359.0,33382.0,196693.0,356.0,254973.0,2570.0,69164840.0,6691103.0,10336837.0,Europe,2022-03-13
Sweden,2466577.0,,17765.0,,2379544.0,7448.0,69268.0,47.0,241681.0,1741.0,18297871.0,1792872.0,10205901.0,Europe,2022-03-13
Iraq,2312713.0,421.0,25099.0,2.0,2266134.0,1326.0,21480.0,102.0,55395.0,601.0,18148046.0,434687.0,41749711.0,Asia,2022-03-13
Bangladesh,1949486.0,233.0,29111.0,3.0,1860886.0,1417.0,59489.0,1264.0,11641.0,174.0,13637737.0,81435.0,167467432.0,Asia,2022-03-13
Serbia,1940516.0,1366.0,15587.0,17.0,1881005.0,8942.0,43924.0,67.0,223619.0,1796.0,8924005.0,1028375.0,8677772.0,Europe,2022-03-13
Hungary,1814362.0,,44653.0,,1650643.0,,119066.0,109.0,188626.0,4642.0,10921558.0,1135437.0,9618811.0,Europe,2022-03-13
Jordan,1654677.0,,13882.0,,1572386.0,,68409.0,694.0,159493.0,1338.0,16319298.0,1573000.0,10374634.0,Asia,2022-03-13
Georgia,1635509.0,823.0,16554.0,24.0,1585885.0,1445.0,33070.0,,411325.0,4163.0,16074355.0,4042642.0,3976200.0,Asia,2022-03-13
Slovakia,1573111.0,7627.0,18918.0,37.0,1423313.0,8230.0,130880.0,218.0,287898.0,3462.0,6608453.0,1209427.0,5464120.0,Europe,2022-03-13
Pakistan,1518692.0,609.0,30307.0,3.0,1470424.0,494.0,17961.0,600.0,6657.0,133.0,26897815.0,117895.0,228151016.0,Asia,2022-03-13
Norway,1351883.0,1912.0,1753.0,,88952.0,,1261178.0,23.0,246109.0,319.0,9852076.0,1793563.0,5493020.0,Europe,2022-03-13
Ireland,1341826.0,,6611.0,,1229577.0,,105638.0,41.0,266703.0,1314.0,11510702.0,2287878.0,5031170.0,Europe,2022-03-13
Kazakhstan,1304442.0,98.0,13642.0,,1280693.0,609.0,10107.0,528.0,68092.0,712.0,11575012.0,604220.0,19156950.0,Asia,2022-03-13
Morocco,1162096.0,56.0,16039.0,3.0,1145230.0,110.0,827.0,293.0,30865.0,426.0,11237010.0,298450.0,37651246.0,Africa,2022-03-13
Bulgaria,1112699.0,523.0,36098.0,14.0,877757.0,752.0,198844.0,344.0,162204.0,5262.0,9367761.0,1365589.0,6859870.0,Europe,2022-03-13
Lebanon,1084600.0,486.0,10206.0,6.0,988955.0,,85439.0,186.0,160120.0,1507.0,4795578.0,707972.0,6773684.0,Asia,2022-03-13
Cuba,1076785.0,556.0,8503.0,,1065697.0,500.0,2585.0,23.0,95165.0,751.0,12920253.0,1141879.0,11314908.0,North America,2022-03-13
Croatia,1073386.0,956.0,15336.0,15.0,1048220.0,1226.0,9830.0,53.0,264225.0,3775.0,4583892.0,1128372.0,4062396.0,Europe,2022-03-13
Tunisia,1029228.0,,28046.0,,981962.0,,19220.0,108.0,85569.0,2332.0,4470235.0,371652.0,12028001.0,Africa,2022-03-13
Nepal,977937.0,59.0,11950.0,,961070.0,192.0,4917.0,100.0,32572.0,398.0,5483746.0,182647.0,30023760.0,Asia,2022-03-13
Lithuania,961941.0,2565.0,8634.0,9.0,875743.0,1778.0,77564.0,74.0,361908.0,3248.0,7888703.0,2967938.0,2657974.0,Europe,2022-03-13
Belarus,941168.0,1654.0,6661.0,14.0,928536.0,,5971.0,,99657.0,705.0,12636546.0,1338042.0,9444059.0,Europe,2022-03-13
Singapore,939436.0,9701.0,1145.0,6.0,892222.0,16291.0,46069.0,23.0,158468.0,193.0,23315251.0,3932906.0,5928250.0,Asia,2022-03-13
Slovenia,917820.0,1108.0,6410.0,6.0,885745.0,917.0,25665.0,71.0,441382.0,3083.0,2588611.0,1244870.0,2079422.0,Europe,2022-03-13
Bolivia,897385.0,287.0,21473.0,,807166.0,1296.0,68746.0,220.0,75142.0,1798.0,2682016.0,224576.0,11942576.0,South America,2022-03-13
UAE,885407.0,318.0,2302.0,,849991.0,1170.0,33114.0,,87727.0,228.0,142522609.0,14121339.0,10092712.0,Asia,2022-03-13
Uruguay,864376.0,1011.0,7095.0,5.0,847793.0,1476.0,9488.0,72.0,247380.0,2031.0,5815934.0,1664493.0,3494117.0,South America,2022-03-13
Ecuador,843760.0,,35316.0,,,,,759.0,46625.0,1952.0,2470170.0,136499.0,18096553.0,South America,2022-03-13
Costa Rica,822935.0,,8160.0,,718278.0,,96497.0,98.0,159086.0,1577.0,3801529.0,734896.0,5172881.0,North America,2022-03-13
Guatemala,805030.0,321.0,17153.0,9.0,763094.0,2091.0,24783.0,5.0,43571.0,928.0,4071026.0,220336.0,18476451.0,North America,2022-03-13
Azerbaijan,790767.0,192.0,9611.0,12.0,779417.0,406.0,1739.0,,76819.0,934.0,6632882.0,644350.0,10293917.0,Asia,2022-03-13
Panama,759636.0,175.0,8137.0,5.0,748789.0,496.0,2710.0,16.0,171485.0,1837.0,5592742.0,1262544.0,4429739.0,North America,2022-03-13
Saudi Arabia,748769.0,145.0,9018.0,1.0,730690.0,335.0,9061.0,308.0,20955.0,252.0,41240852.0,1154184.0,35731616.0,Asia,2022-03-13
Latvia,742336.0,2727.0,5436.0,2.0,638869.0,,98031.0,37.0,401071.0,2937.0,6906535.0,3731475.0,1850886.0,Europe,2022-03-13
