"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"225,434",+37,"5,226 ",,"219,548",+94,660,3,157,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"88,733,891","+107,212","1,040,730 ",+239,"84,352,426","+94,514","3,340,735","3,124","265,004","3,108","1,048,191,185","3,130,425","334,839,943 ",North America
India,"43,381,064","+16,048","524,974 ",+20,"42,761,481","+12,425","94,609",698,"30,836",373,"859,493,387","610,944","1,406,828,726 ",Asia
Brazil,"32,030,729","+66,993","670,282 ",+324,"30,566,088","+11,404","794,359","8,318","148,602","3,110","63,776,166","295,881","215,546,627 ",South America
France,"30,513,713","+79,262","149,317 ",+49,"29,471,796","+25,132","892,600",869,"465,439","2,278","271,490,188","4,141,156","65,559,029 ",Europe
Germany,"27,681,775","+108,190","140,650 ",+90,"26,385,600","+45,400","1,155,525",780,"328,319","1,668","122,332,384","1,450,922","84,313,543 ",Europe
UK,"22,592,827","+16,473","179,927 ",+68,"22,109,057","+5,532","303,843",146,"329,385","2,623","522,526,476","7,618,003","68,591,005 ",Europe
Russia,"18,412,805","+3,154","380,776 ",+65,"17,839,346","+3,225","192,683","2,300","126,065","2,607","273,400,000","1,871,857","146,058,153 ",Europe
S. Korea,"18,312,993","+7,210","24,498 ",+10,"18,144,220","+5,008","144,275",52,"356,586",477,"15,804,065","307,733","51,356,402 ",Asia
Italy,"18,128,531","+56,316","168,018 ",+51,"17,281,848","+30,753","678,665",225,"300,708","2,787","225,362,259","3,738,212","60,286,103 ",Europe
Turkey,"15,085,742",,"98,996 ",,"14,986,340",,406,975,"175,144","1,149","162,743,369","1,889,435","86,133,335 ",Asia
Spain,"12,681,820","+22,728","107,799 ",+65,"12,161,978","+10,503","412,043",339,"271,034","2,304","471,036,328","10,066,906","46,790,574 ",Europe
Vietnam,"10,742,234",+653,"43,084 ",,"9,637,275","+9,351","1,061,875",30,"108,431",435,"85,824,940","866,305","99,070,122 ",Asia
Argentina,"9,341,492",,"129,016 ",,"9,121,745","+7,195","90,731",344,"203,007","2,804","35,716,069","776,171","46,015,719 ",South America
Japan,"9,207,880","+16,782","31,091 ",+14,"9,037,352","+14,920","139,437",36,"73,246",247,"55,933,272","444,934","125,711,253 ",Asia
Netherlands,"8,152,778","+5,184","22,354 ",+4,"8,057,682","+1,054","72,742",41,"473,728","1,299","21,107,399","1,226,474","17,209,818 ",Europe
Australia,"7,950,702","+30,925","9,599 ",+41,"7,720,599","+26,866","220,504",115,"304,802",368,"73,507,507","2,818,016","26,084,840 ",Australia/Oceania
Iran,"7,235,928",+232,"141,379 ",+2,"7,061,352",+204,"33,197",228,"84,023","1,642","52,298,398","607,284","86,118,460 ",Asia
Colombia,"6,151,354",,"139,970 ",,"5,965,083",,"46,301",342,"118,397","2,694","35,422,380","681,788","51,955,150 ",South America
Indonesia,"6,076,894","+2,069","156,711 ",+5,"5,906,969",+998,"13,214","2,771","21,762",561,"100,384,534","359,489","279,242,022 ",Asia
Poland,"6,012,635",+348,"116,412 ",+7,"5,335,635",+10,"560,588",408,"159,213","3,083","36,453,330","965,276","37,764,681 ",Europe
Mexico,"5,923,086","+16,133","325,511 ",+24,"5,138,687","+5,189","458,888","4,798","45,005","2,473","16,370,763","124,388","131,610,958 ",North America
Portugal,"5,120,970","+11,558","24,013 ",+18,"4,602,754","+26,228","494,203",61,"505,129","2,369","43,527,258","4,293,497","10,137,949 ",Europe
Ukraine,"5,015,994",,"108,622 ",,"4,905,479",+267,"1,893",177,"116,072","2,514","19,521,252","451,729","43,214,561 ",Europe
DPRK,"4,696,580","+11,020",73 ,,"4,676,760","+13,900","19,747",,"180,623",3,,,"26,002,157 ",Asia
Malaysia,"4,552,359","+2,512","35,745 ",+3,"4,488,367","+1,580","28,247",38,"137,178","1,077","60,757,809","1,830,834","33,185,870 ",Asia
Thailand,"4,509,541","+2,313","30,562 ",+16,"4,456,524","+1,489","22,455","1,496","64,288",436,"17,270,775","246,211","70,146,209 ",Asia
Austria,"4,370,852","+8,933","18,757 ",+8,"4,271,277","+4,769","80,818",42,"479,892","2,059","189,894,351","20,849,200","9,107,992 ",Europe
Israel,"4,286,132","+10,337","10,921 ",+10,"4,214,815","+9,875","60,396",201,"459,590","1,171","41,373,364","4,436,346","9,326,000 ",Asia
Belgium,"4,211,511",,"31,883 ",,"4,114,420","+2,880","65,208",57,"360,287","2,728","34,364,988","2,939,858","11,689,336 ",Europe
South Africa,"3,991,003",+946,"101,717 ",+13,"3,876,082","+1,138","13,204",192,"65,655","1,673","25,669,097","422,279","60,787,095 ",Africa
Chile,"3,935,375","+11,128","58,346 ",+11,"3,598,853","+6,073","278,176",187,"202,431","3,001","40,134,998","2,064,492","19,440,621 ",South America
Czechia,"3,928,059",+755,"40,313 ",+1,"3,884,520",+536,"3,226",3,"365,460","3,751","55,508,115","5,164,384","10,748,254 ",Europe
Canada,"3,926,613",,"41,865 ",,"3,556,371",,"328,377",230,"102,265","1,090","62,248,644","1,621,211","38,396,397 ",North America
Switzerland,"3,708,891",,"13,979 ",,"3,637,257","+1,440","57,655",41,"422,437","1,592","21,277,734","2,423,501","8,779,752 ",Europe
Philippines,"3,699,251",+770,"60,507 ",+12,"3,632,676",+185,"6,068",428,"32,893",538,"30,656,467","272,588","112,464,654 ",Asia
Peru,"3,611,123","+2,558","213,443 ",+11,"3,376,357","+1,856","21,323",143,"106,586","6,300","31,346,020","925,209","33,879,931 ",South America
Greece,"3,595,498","+11,972","30,154 ",+13,"3,470,348","+3,665","94,996",86,"348,319","2,921","84,707,205","8,206,121","10,322,442 ",Europe
Taiwan,"3,533,305","+45,737","5,969 ",+152,"2,336,944","+67,952","1,190,392",,"147,825",250,"20,591,990","861,518","23,901,988 ",Asia
Denmark,"3,005,707","+1,214","6,438 ",+2,"2,984,042",+770,"15,227",3,"515,335","1,104","127,620,141","21,880,771","5,832,525 ",Europe
Romania,"2,915,487",,"65,726 ",,"2,846,151",+707,"3,610",46,"153,575","3,462","23,400,420","1,232,632","18,984,105 ",Europe
Sweden,"2,515,769",,"19,060 ",,"2,488,852",,"7,857",7,"246,071","1,864","18,653,548","1,824,529","10,223,763 ",Europe
Iraq,"2,336,764","+1,328","25,229 ",,"2,305,518",+261,"6,017",14,"55,628",601,"18,721,938","445,688","42,006,806 ",Asia
Serbia,"2,025,042",+587,"16,120 ",+1,"2,002,771",+280,"6,151",6,"233,628","1,860","9,865,883","1,138,220","8,667,818 ",Europe
Bangladesh,"1,962,213","+1,685","29,135 ",,"1,906,417",+185,"26,661","1,210","11,684",173,"14,272,839","84,991","167,933,301 ",Asia
Hungary,"1,925,083",,"46,626 ",,"1,869,244",,"9,213",6,"200,282","4,851","11,394,556","1,185,467","9,611,870 ",Europe
