"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"224,310",+56,"5,226 ",,"217,679",+265,"1,405",65,156,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"86,583,021","+52,107","1,033,717 ",+42,"82,584,531","+56,743","2,964,773","2,733","258,658","3,088","1,033,966,799","3,088,871","334,739,370 ",North America
India,"43,181,335","+3,255","524,701 ",+9,"42,630,852","+2,779","25,782",698,"30,709",373,"852,623,487","606,364","1,406,124,960 ",Asia
Brazil,"31,153,765",+696,"667,056 ",+12,"30,063,682",,"423,027","8,318","144,586","3,096","63,776,166","295,989","215,468,309 ",South America
France,"29,641,606","+20,542","148,464 ",,"29,041,118","+5,936","452,024","1,173","452,188","2,265","271,490,188","4,141,629","65,551,553 ",Europe
Germany,"26,540,852","+1,010","139,748 ",+4,"25,554,500","+14,300","846,604",656,"314,839","1,658","122,332,384","1,451,161","84,299,671 ",Europe
UK,"22,332,381","+6,622","178,842 ",+24,"21,970,696","+9,041","182,843",188,"325,675","2,608","522,526,476","7,620,055","68,572,530 ",Europe
Russia,"18,351,851","+3,786","379,520 ",+75,"17,764,261","+3,935","208,070","2,300","125,650","2,598","273,400,000","1,871,899","146,054,915 ",Europe
S. Korea,"18,163,686","+9,835","24,258 ",+20,"17,837,506","+31,306","301,922",136,"353,695",472,"15,804,065","307,747","51,354,119 ",Asia
Italy,"17,506,077","+15,186","166,949 ",+27,"16,697,597","+15,938","641,531",218,"290,361","2,769","221,864,787","3,679,917","60,290,700 ",Europe
Turkey,"15,072,747",,"98,965 ",,"14,971,256",,"2,526",975,"175,089","1,150","162,743,369","1,890,469","86,086,249 ",Asia
Spain,"12,403,245",,"106,797 ",,"11,832,351",,"464,097",339,"265,085","2,282","471,036,328","10,067,108","46,789,637 ",Europe
Vietnam,"10,725,239",+685,"43,080 ",,"9,504,955","+8,548","1,177,204",35,"108,309",435,"85,818,376","866,636","99,024,703 ",Asia
Argentina,"9,276,618","+6,570","128,973 ",+12,"8,895,999",,"251,646",344,"201,691","2,804","35,716,069","776,534","45,994,211 ",South America
Japan,"8,929,654","+16,627","30,735 ",+23,"8,686,928","+27,230","211,991",77,"71,022",244,"53,235,782","423,409","125,731,264 ",Asia
Netherlands,"8,090,237",,"22,325 ",,"8,034,072","+1,669","33,840",34,"470,148","1,297","21,107,399","1,226,614","17,207,856 ",Europe
Australia,"7,426,673","+21,907","8,752 ",+30,"7,173,231","+26,777","244,690",93,"284,880",336,"72,258,855","2,771,779","26,069,486 ",Australia/Oceania
Iran,"7,232,731",+53,"141,331 ",+3,"7,055,493",+901,"35,907",458,"84,040","1,642","52,298,398","607,678","86,062,652 ",Asia
Colombia,"6,109,105",,"139,867 ",,"5,938,448",,"30,790",342,"117,648","2,694","35,041,646","674,825","51,927,012 ",South America
Indonesia,"6,056,800",+388,"156,615 ",+5,"5,896,752",+204,"3,433","2,771","21,702",561,"99,101,535","355,086","279,091,965 ",Asia
Poland,"6,008,612",+62,"116,349 ",,"5,335,499",+4,"556,764",408,"159,098","3,081","36,377,474","963,212","37,766,825 ",Europe
Mexico,"5,789,401","+3,456","325,000 ",+14,"5,070,825","+1,784","393,576","4,798","44,012","2,471","16,005,640","121,678","131,540,680 ",North America
Ukraine,"5,014,766",+209,"108,599 ",+4,N/A,N/A,N/A,177,"116,007","2,512","19,521,252","451,587","43,228,129 ",Europe
Malaysia,"4,514,989","+1,358","35,688 ",+2,"4,457,118","+1,620","22,183",26,"136,140","1,076","60,146,791","1,813,598","33,164,343 ",Asia
Thailand,"4,466,793","+3,236","30,174 ",+28,"4,404,369","+5,011","32,250","1,496","63,687",430,"17,270,775","246,243","70,137,142 ",Asia
Austria,"4,267,154","+2,416","18,670 ",+1,"4,212,299","+2,118","36,185",40,"468,644","2,050","188,148,905","20,663,603","9,105,329 ",Europe
Belgium,"4,158,754",,"31,768 ",,"4,056,568","+4,414","70,418",82,"355,853","2,718","34,126,914","2,920,144","11,686,724 ",Europe
Israel,"4,151,986","+5,802","10,864 ",+4,"4,124,933","+6,644","16,189",150,"445,205","1,165","41,373,364","4,436,346","9,326,000 ",Asia
DPRK,"4,070,480","+73,790",71 ,,"3,931,920","+82,030","138,489",,"156,579",3,,,"25,996,305 ",Asia
Portugal,"4,066,674",,"22,583 ",,N/A,N/A,N/A,61,"401,073","2,227","42,825,431","4,223,629","10,139,486 ",Europe
South Africa,"3,968,205","+1,127","101,317 ",+4,"3,836,337","+2,524","30,551",192,"65,322","1,668","25,366,718","417,571","60,748,279 ",Africa
Czechia,"3,921,097",+81,"40,294 ",,"3,880,086",+249,717,4,"364,847","3,749","55,433,250","5,157,912","10,747,226 ",Europe
Canada,"3,881,713",+710,"41,248 ",+3,"3,538,840",+842,"301,625",306,"101,141","1,075","62,032,975","1,616,316","38,379,237 ",North America
Chile,"3,748,619","+8,823","57,973 ",+18,"3,514,862","+3,302","175,784",154,"192,908","2,983","38,909,614","2,002,336","19,432,112 ",South America
Philippines,"3,691,545",+218,"60,456 ",,"3,628,611",+176,"2,478",472,"32,846",538,"30,297,272","269,575","112,388,932 ",Asia
Switzerland,"3,657,546",,"13,958 ",,"3,610,386","+2,139","33,202",40,"416,744","1,590","21,104,853","2,404,708","8,776,471 ",Europe
Peru,"3,585,381","+1,125","213,259 ",+11,N/A,N/A,N/A,160,"105,901","6,299","30,818,288","910,273","33,856,081 ",South America
Greece,"3,470,640","+2,661","29,913 ",+12,"3,397,956","+5,609","42,771",118,"336,137","2,897","83,015,769","8,040,212","10,325,072 ",Europe
Denmark,"2,986,308",,"6,376 ",,"2,972,862",,"7,070",10,"512,102","1,093","127,473,771","21,859,633","5,831,469 ",Europe
Romania,"2,910,553",+161,"65,692 ",+1,N/A,N/A,N/A,67,"153,262","3,459","23,251,542","1,224,363","18,990,731 ",Europe
Sweden,"2,509,366",,"18,981 ",,"2,484,129",,"6,256",6,"245,523","1,857","18,607,268","1,820,583","10,220,500 ",Europe
Taiwan,"2,404,858","+62,097","2,939 ",+124,"827,411","+130,158","1,574,508",,"100,623",123,"18,788,521","786,139","23,899,757 ",Asia
Iraq,"2,328,670",+88,"25,221 ",+1,"2,302,422",+100,"1,027",11,"55,498",601,"18,613,050","443,592","41,959,837 ",Asia
Serbia,"2,018,609",+172,"16,088 ",+1,"1,997,896",+359,"4,625",10,"232,837","1,856","9,742,167","1,123,711","8,669,636 ",Europe
Bangladesh,"1,953,657",+34,"29,131 ",,"1,903,878",+127,"20,648","1,259","11,639",174,"14,149,097","84,297","167,848,190 ",Asia
Hungary,"1,919,840",,"46,547 ",,"1,847,746",,"25,547",13,"199,710","4,842","11,394,556","1,185,311","9,613,138 ",Europe
Slovakia,"1,790,228",+78,"20,104 ",,"1,768,348",+117,"1,776",23,"327,597","3,679","7,152,732","1,308,890","5,464,732 ",Europe
Jordan,"1,694,216",,"14,048 ",,"1,678,941",,"1,227",124,"162,935","1,351","16,670,254","1,603,196","10,398,140 ",Asia
Georgia,"1,655,221",,"16,811 ",,"1,637,293",,"1,117",,"416,468","4,230","16,920,079","4,257,235","3,974,429 ",Asia
Ireland,"1,565,970",,"7,347 ",,"1,541,800",,"16,823",21,"310,464","1,457","12,248,126","2,428,269","5,043,974 ",Europe
Pakistan,"1,530,703",+55,"30,379 ",,"1,496,123",,"4,201",65,"6,680",133,"28,641,437","124,991","229,148,771 ",Asia
Norway,"1,434,799",+49,"3,172 ",,N/A,N/A,N/A,20,"260,737",576,"11,002,430","1,999,405","5,502,852 ",Europe
Singapore,"1,318,984","+2,256","1,393 ",+1,"1,238,409","+3,670","79,182",9,"222,091",235,"23,877,882","4,020,575","5,938,922 ",Asia
Kazakhstan,"1,305,774",,"13,662 ",,"1,292,033",,79,24,"67,977",711,"11,575,012","602,580","19,209,097 ",Asia
Hong Kong,"1,215,153",+515,"9,386 ",+4,N/A,N/A,N/A,5,"159,593","1,233","44,972,952","5,906,553","7,614,077 ",Asia
New Zealand,"1,196,033","+4,473","1,179 ",+7,"1,146,889","+4,893","47,965",,"239,106",236,"71,423,774","14,278,758","5,002,100 ",Australia/Oceania
