"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"227,426",+154,"5,226 ",,"220,971",+94,"1,229",,158,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"91,371,232","+60,464","1,049,125 ",+46,"86,646,220","+84,446","3,675,887","4,183",,,"1,060,414,912",, ,North America
India,"43,767,534","+16,935","525,760 ",+51,"43,097,510","+16,069","144,264",698,"31,092",373,"869,425,632","617,630","1,407,680,653 ",Asia
Brazil,"33,301,118","+10,852","675,408 ",+55,"31,556,393","+25,841","1,069,317","8,318","154,428","3,132","63,776,166","295,751","215,641,433 ",South America
France,"33,016,578","+73,668","150,661 ",+26,"30,527,965","+17,601","2,337,952",869,"503,547","2,298","271,490,188","4,140,585","65,568,079 ",Europe
Germany,"29,692,989",,"142,533 ",,"27,682,600","+20,800","1,867,856","1,238","352,103","1,690","122,332,384","1,450,633","84,330,334 ",Europe
UK,"23,075,360",,"181,580 ",,"22,355,935","+16,983","537,845",146,"336,310","2,646","522,526,476","7,615,520","68,613,369 ",Europe
Italy,"20,146,706","+68,664","169,925 ",+79,"18,510,884","+52,417","1,465,897",403,"334,216","2,819","232,863,728","3,863,000","60,280,538 ",Europe
S. Korea,"18,761,757","+40,342","24,742 ",+14,"18,325,028","+10,421","411,987",71,"365,305",482,"15,804,065","307,717","51,359,166 ",Asia
Russia,"18,490,296","+4,664","381,881 ",+46,"17,908,809","+2,483","199,606","2,300","126,592","2,615","273,400,000","1,871,807","146,062,072 ",Europe
Turkey,"15,297,539",,"99,088 ",,"15,096,774",,"101,677",975,"177,486","1,150","162,743,369","1,888,186","86,190,334 ",Asia
Spain,"13,090,476",,"109,348 ",,"12,396,745",,"584,383",339,"279,761","2,337","471,036,328","10,066,662","46,791,709 ",Europe
Vietnam,"10,760,595",+745,"43,091 ",,"9,814,276","+7,948","903,228",41,"108,556",435,"85,826,548","865,841","99,125,103 ",Asia
Japan,"10,204,843","+104,832","31,580 ",+21,"9,501,765","+41,513","671,498",129,"81,192",251,"58,982,291","469,279","125,687,029 ",Asia
Argentina,"9,465,827","+5,666","129,202 ",+8,"9,230,687","+3,668","105,938",393,"205,592","2,806","35,716,069","775,732","46,041,756 ",South America
Australia,"8,773,576","+37,899","10,689 ",+30,"8,425,795","+33,446","337,092",155,"336,108",409,"75,144,270","2,878,713","26,103,426 ",Australia/Oceania
Netherlands,"8,284,028","+4,177","22,430 ",,"8,095,981","+4,169","165,617",55,"481,288","1,303","21,107,399","1,226,305","17,212,194 ",Europe
Iran,"7,278,478","+5,751","141,499 ",+13,"7,068,337",+643,"68,642",516,"84,451","1,642","52,690,831","611,362","86,186,017 ",Asia
Mexico,"6,439,616","+31,173","326,491 ",+71,"5,481,046","+22,540","632,079","4,798","48,898","2,479","17,184,357","130,485","131,696,032 ",North America
Colombia,"6,223,497",,"140,365 ",,"6,031,815",,"51,317",342,"119,707","2,700","35,781,769","688,254","51,989,211 ",South America
Indonesia,"6,134,953","+3,540","156,849 ",+10,"5,950,554","+2,574","27,550","2,771","21,956",561,"102,088,338","365,353","279,423,671 ",Asia
Poland,"6,032,475",+397,"116,470 ",,"5,335,771",+8,"580,234",408,"159,750","3,084","36,555,101","968,037","37,762,086 ",Europe
Portugal,"5,292,623","+3,109","24,461 ",+15,"5,020,499","+16,890","247,663",61,"522,156","2,413","43,527,258","4,294,285","10,136,089 ",Europe
Ukraine,"5,020,181",,"108,690 ",,"4,908,049",+149,"3,442",177,"116,213","2,516","19,521,252","451,900","43,198,137 ",Europe
DPRK,"4,771,290",+430,74 ,,"4,770,340",+540,876,,"183,446",3,,,"26,009,240 ",Asia
Malaysia,"4,622,981","+3,936","35,855 ",+7,"4,544,615","+3,899","42,511",61,"139,196","1,080","61,779,045","1,860,146","33,211,928 ",Asia
Austria,"4,609,834","+10,345","18,931 ",+1,"4,467,592","+10,048","123,311",77,"505,952","2,078","192,241,115","21,099,394","9,111,215 ",Europe
Thailand,"4,559,029","+2,028","30,999 ",+18,"4,504,734","+2,578","23,296","1,496","64,983",442,"17,270,775","246,173","70,157,184 ",Asia
Israel,"4,513,055","+7,982","11,172 ",+12,"4,437,501","+10,491","64,382",310,"483,922","1,198","41,373,364","4,436,346","9,326,000 ",Asia
Belgium,"4,363,720","+4,890","32,080 ",+9,"4,155,889","+3,500","175,751",74,"373,207","2,744","34,784,155","2,974,912","11,692,498 ",Europe
Taiwan,"4,264,774","+24,311","8,176 ",+73,"3,633,807","+28,497","622,791",,"178,407",342,"21,967,220","918,950","23,904,688 ",Asia
Chile,"4,137,152","+6,920","59,086 ",+47,"3,811,708","+13,055","266,358",186,"212,697","3,038","41,381,637","2,127,490","19,450,921 ",South America
Canada,"4,007,463",,"43,555 ",,"3,576,675",,"387,233",195,"104,314","1,134","62,586,673","1,629,133","38,417,170 ",North America
South Africa,"3,999,751",,"101,918 ",,"3,890,509",,"7,324",192,"65,749","1,675","25,867,414","425,213","60,834,082 ",Africa
Czechia,"3,952,390",+580,"40,354 ",+3,"3,898,738",+268,"13,298",12,"367,681","3,754","55,628,436","5,174,979","10,749,499 ",Europe
Switzerland,"3,843,522",,"14,021 ",,"3,679,326",,"150,175",54,"437,573","1,596","21,598,881","2,458,967","8,783,723 ",Europe
Greece,"3,843,142",,"30,476 ",,"3,614,441",,"198,225",103,"372,424","2,953","86,634,526","8,395,422","10,319,258 ",Europe
Peru,"3,749,635","+8,774","213,825 ",+24,"3,426,292","+5,120","109,518",182,"110,580","6,306","32,314,304","952,977","33,908,802 ",South America
Philippines,"3,733,098","+2,557","60,641 ",,"3,652,587","+1,673","19,870",522,"33,166",539,"31,151,953","276,768","112,556,318 ",Asia
Denmark,"3,039,859",,"6,551 ",,"3,009,498",,"23,810",14,"521,077","1,123","127,826,356","21,911,325","5,833,803 ",Europe
Romania,"2,963,934","+2,165","65,813 ",+1,"2,853,649",,"44,472",108,"156,193","3,468","23,737,992","1,250,943","18,976,085 ",Europe
Sweden,"2,528,166",,"19,170 ",,"2,494,092",+428,"14,904",16,"247,188","1,874","18,709,369","1,829,282","10,227,713 ",Europe
Iraq,"2,405,186","+2,875","25,270 ",+3,"2,345,619","+3,606","34,297",25,"57,180",601,"18,936,695","450,191","42,063,663 ",Asia
Serbia,"2,056,691","+2,055","16,169 ",+1,"2,009,887",,"30,635",11,"237,339","1,866","10,041,491","1,158,774","8,665,617 ",Europe
Bangladesh,"1,996,340",+900,"29,234 ",+4,"1,924,960","+1,983","42,146","1,228","11,880",174,"14,499,903","86,290","168,036,329 ",Asia
Hungary,"1,940,824",,"46,696 ",,"1,878,221",,"15,907",16,"201,952","4,859","11,394,556","1,185,656","9,610,335 ",Europe
Slovakia,"1,806,090",+471,"20,172 ",+1,"1,777,234",+272,"8,684",26,"330,481","3,691","7,200,663","1,317,588","5,465,035 ",Europe
Jordan,"1,700,526",,"14,068 ",,"1,685,354",,"1,104",124,"163,359","1,351","16,894,012","1,622,902","10,409,754 ",Asia
Georgia,"1,667,453",,"16,847 ",,"1,637,293",,"13,313",,"419,638","4,240","16,920,079","4,258,174","3,973,553 ",Asia
Ireland,"1,628,745",,"7,537 ",,"1,571,250",,"49,958",39,"322,505","1,492","12,480,436","2,471,227","5,050,300 ",Europe
Singapore,"1,596,046","+6,947","1,453 ",+3,"1,495,141","+10,947","99,452",14,"268,505",244,"24,107,231","4,055,592","5,944,195 ",Asia
