"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"246,618",+290,"5,226 ",,"235,257",+381,"6,135",26,171,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"97,086,255","+19,106","1,075,659 ",+88,"93,157,385","+105,951","2,853,211","3,749","289,832","3,211","1,108,596,109","3,309,500","334,973,935 ",North America
India,"44,495,359","+5,076","528,150 ",+11,"43,919,264","+5,970","47,945",698,"31,563",375,"888,710,787","630,417","1,409,717,870 ",Asia
France,"34,701,710","+19,517","154,468 ",,"34,200,144","+14,789","347,098",869,"529,072","2,355","271,490,188","4,139,219","65,589,721 ",Europe
Brazil,"34,572,480","+8,560","684,906 ",+40,"33,612,456",,"275,118","8,318","160,156","3,173","63,776,166","295,440","215,868,143 ",South America
Germany,"32,452,250",,"148,299 ",,"31,652,800","+13,400","651,151","1,406","384,640","1,758","122,332,384","1,449,943","84,370,487 ",Europe
S. Korea,"23,976,673","+42,724","27,429 ",+48,"22,422,094","+150,030","1,527,150",525,"466,783",534,"15,804,065","307,677","51,365,775 ",Asia
UK,"23,554,519",,"189,026 ",,"23,261,550","+3,942","103,943",146,"343,026","2,753","522,526,476","7,609,589","68,666,848 ",Europe
Italy,"22,035,717","+15,563","176,175 ",+18,"21,374,603","+33,417","484,939",173,"365,633","2,923","243,853,373","4,046,202","60,267,231 ",Europe
Russia,"20,013,781","+53,486","385,262 ",+97,"19,023,718","+46,023","604,801","2,300","137,014","2,637","273,400,000","1,871,687","146,071,443 ",Europe
Japan,"19,982,056","+99,663","42,313 ",+212,"18,774,642","+273,341","1,165,101",443,"159,056",337,"73,714,387","586,762","125,629,103 ",Asia
Turkey,"16,829,941",,"100,979 ",,"16,664,136","+6,554","64,826",975,"194,957","1,170","162,743,369","1,885,205","86,326,635 ",Asia
Spain,"13,367,647",,"113,130 ",,"13,163,833",,"90,684",339,"285,668","2,418","471,036,328","10,066,079","46,794,421 ",Europe
Vietnam,"11,437,970","+2,498","43,126 ",,"10,287,143","+8,166","1,107,701",108,"115,236",434,"85,826,548","864,694","99,256,579 ",Asia
Australia,"10,113,446","+1,718","14,426 ",+5,"10,015,182",,"83,838",60,"386,779",552,"78,590,386","3,005,613","26,147,872 ",Australia/Oceania
Argentina,"9,696,629","+1,128","129,822 ",+8,"9,518,051","+3,522","48,756",366,"210,321","2,816","35,716,069","774,685","46,104,017 ",South America
Netherlands,"8,396,979",,"22,613 ",,"8,336,307",,"38,059",29,"487,690","1,313","21,107,399","1,225,900","17,217,875 ",Europe
Iran,"7,538,125",+344,"144,154 ",+19,"7,314,681",+943,"79,290",634,"87,300","1,669","53,905,794","624,289","86,347,566 ",Asia
Mexico,"7,056,164","+3,236","329,735 ",+30,"6,316,627","+3,130","409,802","4,798","53,497","2,500","18,269,480","138,511","131,899,467 ",North America
Indonesia,"6,390,553","+2,609","157,757 ",+16,"6,198,051","+3,098","34,745","2,771","22,835",564,"107,455,417","383,964","279,858,048 ",Asia
Colombia,"6,304,317",,"141,708 ",,"6,131,248",,"31,361",342,"121,072","2,721","36,413,329","699,306","52,070,663 ",South America
Poland,"6,211,955","+4,973","117,252 ",+19,"5,335,955",,"758,748","2,782","164,529","3,106","37,066,979","981,754","37,755,881 ",Europe
Taiwan,"5,650,005","+35,807","10,255 ",+30,"5,033,042","+22,334","606,708",,"236,292",429,"24,854,992","1,039,473","23,911,147 ",Asia
Portugal,"5,440,953",,"24,909 ",,"5,347,371",,"68,673",61,"537,026","2,459","44,705,367","4,412,451","10,131,641 ",Europe
Ukraine,"5,072,533",,"108,885 ",,"4,932,147","+1,301","31,501",177,"117,532","2,523","19,521,252","452,312","43,158,862 ",Europe
Austria,"4,949,088","+4,038","19,483 ",+5,"4,871,841","+5,127","57,764",49,"542,727","2,137","196,258,938","21,522,164","9,118,922 ",Europe
Greece,"4,804,982",,"32,757 ",,"4,730,070","+7,258","42,155",115,"465,976","3,177","92,282,015","8,949,301","10,311,645 ",Europe
