"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"226,509",+112,"5,226 ",,"220,345",+44,938,,157,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"90,314,718","+31,114","1,045,782 ",+42,"85,766,711","+39,054","3,502,225","3,755",,,"1,056,959,080",, ,North America
India,"43,624,835","+20,441","525,428 ",+42,"42,968,533","+14,553","130,874",698,"30,997",373,"866,177,937","615,452","1,407,384,331 ",Asia
Brazil,"32,874,501","+40,905","673,554 ",+154,"31,142,535","+23,072","1,058,412","8,318","152,473","3,124","63,776,166","295,796","215,608,457 ",South America
France,"32,115,604",,"150,017 ",,"29,979,707",,"1,985,880",869,"489,829","2,288","271,490,188","4,140,784","65,564,931 ",Europe
Germany,"29,022,265",,"141,862 ",,"27,165,100","+29,200","1,715,303","1,045","344,174","1,682","122,332,384","1,450,734","84,324,494 ",Europe
UK,"22,883,995",,"180,718 ",,"22,236,601","+10,038","466,676",146,"333,559","2,634","522,526,476","7,616,383","68,605,590 ",Europe
Italy,"19,359,581","+99,687","169,062 ",+93,"17,926,011","+83,165","1,264,508",344,"321,148","2,804","229,915,390","3,813,967","60,282,474 ",Europe
S. Korea,"18,491,435","+20,263","24,624 ",+19,"18,264,768","+9,271","202,043",61,"360,048",479,"15,804,065","307,722","51,358,205 ",Asia
Russia,"18,458,813","+3,539","381,544 ",+45,"17,886,064","+3,086","191,205","2,300","126,378","2,612","273,400,000","1,871,824","146,060,709 ",Europe
Turkey,"15,180,444",,"99,057 ",,"15,035,727",,"45,660",975,"176,168","1,150","162,743,369","1,888,620","86,170,508 ",Asia
Spain,"12,973,615",,"108,730 ",,"12,319,484",,"545,401",339,"277,265","2,324","471,036,328","10,066,747","46,791,314 ",Europe
Vietnam,"10,754,348",+684,"43,089 ",,"9,756,387","+6,522","954,872",23,"108,514",435,"85,826,548","866,008","99,105,979 ",Asia
Japan,"9,593,994","+49,557","31,403 ",+26,"9,266,480","+21,925","296,111",74,"76,327",250,"57,500,141","457,456","125,695,455 ",Asia
Argentina,"9,421,620","+4,549","129,140 ",+5,"9,200,368","+4,006","92,112",410,"204,672","2,805","35,716,069","775,885","46,032,700 ",South America
Australia,"8,456,777","+37,158","10,301 ",+76,"8,134,446","+24,039","312,030",136,"324,052",395,"74,631,010","2,859,759","26,096,961 ",Australia/Oceania
Netherlands,"8,231,077",,"22,404 ",,"8,074,759",,"133,914",43,"478,235","1,302","21,107,399","1,226,364","17,211,368 ",Europe
Iran,"7,247,601",+894,"141,429 ",+2,"7,064,430",+188,"41,742",328,"84,115","1,641","52,690,831","611,528","86,162,519 ",Asia
Mexico,"6,217,788","+32,569","326,022 ",+46,"5,304,674","+14,985","587,092","4,798","47,224","2,476","16,849,170","127,969","131,666,441 ",North America
Colombia,"6,198,848",,"140,202 ",,"6,008,044",,"50,602",342,"119,261","2,697","35,662,857","686,123","51,977,364 ",South America
Indonesia,"6,108,729","+2,705","156,785 ",+4,"5,932,089","+1,973","19,855","2,771","21,867",561,"101,453,673","363,164","279,360,489 ",Asia
Poland,"6,021,943","+1,264","116,453 ",+4,"5,335,712",+6,"569,778",408,"159,467","3,084","36,517,410","967,016","37,762,989 ",Europe
Portugal,"5,242,121",,"24,291 ",,"4,908,337",,"309,493",61,"517,141","2,396","43,527,258","4,294,011","10,136,736 ",Europe
Ukraine,"5,019,125",,"108,671 ",,"4,907,094",,"3,360",177,"116,173","2,515","19,521,252","451,841","43,203,850 ",Europe
DPRK,"4,764,950","+1,590",74 ,,"4,761,960","+1,790","2,916",,"183,220",3,,,"26,006,776 ",Asia
Malaysia,"4,592,710","+2,799","35,809 ",+8,"4,521,578","+2,666","35,323",41,"138,323","1,078","61,391,436","1,848,980","33,202,864 ",Asia
Thailand,"4,543,039","+2,084","30,816 ",+15,"4,487,492","+2,417","24,731","1,496","64,759",439,"17,270,775","246,186","70,153,367 ",Asia
Austria,"4,520,395","+9,654","18,872 ",+37,"4,383,716","+10,396","117,807",55,"496,196","2,072","191,372,091","21,006,599","9,110,094 ",Europe
Israel,"4,442,286","+6,286","11,067 ",+11,"4,362,505","+10,916","68,714",310,"476,333","1,187","41,373,364","4,436,346","9,326,000 ",Asia
Belgium,"4,294,880",,"31,977 ",,"4,135,478",,"127,425",74,"367,354","2,735","34,634,546","2,962,396","11,691,398 ",Europe
Chile,"4,075,533","+9,655","58,787 ",+30,"3,725,188","+12,396","291,558",190,"209,568","3,023","40,990,739","2,107,781","19,447,338 ",South America
Taiwan,"4,054,184","+28,130","7,553 ",+94,"3,287,604","+50,492","759,027",,"169,605",316,"21,571,867","902,447","23,903,749 ",Asia
South Africa,"3,997,269",,"101,876 ",,"3,887,182",,"8,211",192,"65,725","1,675","25,810,400","424,389","60,817,738 ",Africa
Canada,"3,970,571",,"42,200 ",,"3,568,150",,"360,221",195,"103,374","1,099","62,586,673","1,629,439","38,409,945 ",North America
Czechia,"3,941,030","+1,837","40,332 ",+1,"3,892,805","+1,130","7,893",17,"366,639","3,752","55,578,853","5,170,575","10,749,066 ",Europe
Greece,"3,829,836","+18,214","30,448 ",+26,"3,594,134","+7,660","205,254",101,"371,095","2,950","86,558,783","8,387,182","10,320,365 ",Europe
Switzerland,"3,787,749",,"13,997 ",,"3,657,153","+3,054","116,599",56,"431,291","1,594","21,468,590","2,444,518","8,782,342 ",Europe
Philippines,"3,716,449","+1,752","60,639 ",,"3,642,862","+1,259","12,948",469,"33,028",539,"30,970,208","275,231","112,524,435 ",Asia
Peru,"3,669,043","+6,358","213,665 ",+13,"3,403,277","+5,777","52,101",142,"108,235","6,303","31,882,576","940,523","33,898,760 ",South America
Denmark,"3,027,480",,"6,510 ",,"2,999,197",,"21,773",10,"518,994","1,116","127,752,435","21,900,321","5,833,359 ",Europe
Romania,"2,927,187",,"65,755 ",,"2,849,732",,"11,700",52,"154,234","3,465","23,542,696","1,240,469","18,978,874 ",Europe
Sweden,"2,523,404",,"19,111 ",,"2,491,292",,"13,001",12,"246,755","1,869","18,688,615","1,827,498","10,226,339 ",Europe
Iraq,"2,383,094","+4,017","25,253 ",,"2,321,394","+2,566","36,447",23,"56,681",601,"18,876,360","448,968","42,043,887 ",Asia
Serbia,"2,040,227","+1,281","16,147 ",+1,"2,007,263","+1,146","16,817",8,"235,419","1,863","9,970,542","1,150,485","8,666,382 ",Europe
Bangladesh,"1,989,040",+939,"29,198 ",+3,"1,912,204",+837,"47,638","1,228","11,839",174,"14,443,410","85,972","168,000,493 ",Asia
Hungary,"1,932,788",,"46,661 ",,"1,874,932",,"11,195",10,"201,104","4,855","11,394,556","1,185,591","9,610,869 ",Europe
Slovakia,"1,800,673",+910,"20,159 ",+2,"1,773,956",+422,"6,558",16,"329,493","3,689","7,188,104","1,315,304","5,464,977 ",Europe
Jordan,"1,700,526",,"14,068 ",,"1,685,354",,"1,104",124,"163,394","1,352","16,894,012","1,623,247","10,407,542 ",Asia
Georgia,"1,662,299",,"16,844 ",,"1,637,293",,"8,162",,"418,323","4,239","16,920,079","4,257,995","3,973,720 ",Asia
Ireland,"1,614,631",,"7,503 ",,"1,560,415",,"46,713",35,"319,786","1,486","12,441,845","2,464,173","5,049,095 ",Europe
Pakistan,"1,542,377",+732,"30,420 ",+7,"1,502,260",+374,"9,697",158,"6,719",133,"29,148,666","126,983","229,547,873 ",Asia
Singapore,"1,523,881","+8,659","1,428 ",+1,"1,422,114","+9,787","100,339",15,"256,408",240,"24,098,157","4,054,751","5,943,190 ",Asia
Norway,"1,450,634",+143,"3,415 ",,"1,439,476",+820,"7,743",20,"263,427",620,"11,002,430","1,997,977","5,506,784 ",Europe
New Zealand,"1,422,178","+9,536","1,602 ",+21,"1,358,121","+6,803","62,455",,"284,316",320,"7,310,826","1,461,551","5,002,100 ",Australia/Oceania
Kazakhstan,"1,308,541",,"13,663 ",,"1,292,749",,"2,129",24,"68,047",711,"11,575,012","601,926","19,229,956 ",Asia
Hong Kong,"1,268,062","+2,995","9,410 ",,"1,204,782",+496,"53,870",1,"166,418","1,235","50,415,048","6,616,391","7,619,720 ",Asia
Morocco,"1,240,847","+2,476","16,151 ",+4,"1,201,944","+2,974","22,752",293,"32,832",427,"12,041,942","318,625","37,793,453 ",Africa
Bulgaria,"1,177,933",+361,"37,266 ",,"1,130,027",+49,"10,640",37,"172,138","5,446","10,141,732","1,482,068","6,842,961 ",Europe
Finland,"1,158,485",,"4,941 ",,"1,109,632",,"43,912",21,"208,432",889,"11,097,112","1,996,571","5,558,086 ",Europe
Croatia,"1,158,420","+1,488","16,103 ",+2,"1,133,740","+1,129","8,577",13,"285,733","3,972","4,969,511","1,225,766","4,054,208 ",Europe
Lebanon,"1,124,628","+3,574","10,476 ",+3,"1,087,587",,"26,565",186,"166,272","1,549","4,795,578","709,007","6,763,794 ",Asia
Cuba,"1,106,365",+38,"8,529 ",,"1,097,591",+37,245,23,"97,799",754,"13,852,049","1,224,472","11,312,669 ",North America
Lithuania,"1,070,912",+531,"9,179 ",,"1,038,300",,"23,433",1,"404,772","3,469","10,017,016","3,786,124","2,645,718 ",Europe
Tunisia,"1,066,127",,"28,748 ",,N/A,N/A,N/A,29,"88,342","2,382","4,704,138","389,797","12,068,184 ",Africa
Slovenia,"1,049,215","+1,450","6,659 ",,"1,028,321",+781,"14,235",12,"504,548","3,202","2,688,739","1,292,964","2,079,515 ",Europe
