"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
USA,"81,900,012",,"1,009,390 ",,"65,968,467",,"14,922,155","1,767","244,908","3,018","987,362,808","2,952,541","334,411,183 ",North America
India,"43,030,925",,"521,518 ",,"42,497,567",,"11,840","8,944","30,653",371,"791,546,038","563,848","1,403,828,461 ",Asia
Brazil,"30,040,129",,"660,586 ",,"28,892,353",,"487,190","8,318","139,583","3,069","63,776,166","296,340","215,212,745 ",South America
France,"26,228,521",,"142,784 ",,"23,615,663",,"2,470,074","1,541","400,269","2,179","254,106,036","3,877,874","65,527,156 ",Europe
Germany,"21,956,282",,"130,969 ",,"17,675,700","+268,000","4,149,613","2,494","260,595","1,554","104,701,826","1,242,687","84,254,408 ",Europe
UK,"21,410,305",,"166,148 ",,"19,335,978",,"1,908,179",351,"312,503","2,425","507,870,986","7,412,850","68,512,244 ",Europe
Russia,"17,926,104",,"370,311 ",,"17,035,336",,"520,457","2,300","122,744","2,536","273,400,000","1,872,034","146,044,351 ",Europe
Italy,"14,966,058",,"160,103 ",,"13,531,567",,"1,274,388",471,"248,170","2,655","204,235,935","3,386,677","60,305,701 ",Europe
Turkey,"14,919,591",,"98,234 ",,"14,598,047",,"223,310",975,"173,620","1,143","154,964,245","1,803,323","85,932,601 ",Asia
S. Korea,"14,553,644","+286,243","18,033 ",+371,N/A,N/A,N/A,"1,128","283,439",351,"15,804,065","307,791","51,346,669 ",Asia
Spain,"11,578,653",,"102,747 ",,"10,997,681",,"478,225",420,"247,478","2,196","471,036,328","10,067,766","46,786,580 ",Europe
Vietnam,"9,922,040",,"42,681 ",,"8,147,290",,"1,732,069","2,055","100,348",432,"84,742,786","857,057","98,876,493 ",Asia
Argentina,"9,045,326",,"128,106 ",,"8,872,658",,"44,562",468,"196,963","2,790","35,510,477","773,244","45,924,025 ",South America
Netherlands,"7,935,106",,"22,037 ",,"6,685,165",,"1,227,904",120,"461,304","1,281","21,107,399","1,227,071","17,201,452 ",Europe
Iran,"7,175,780",,"140,407 ",,"6,895,961",,"139,412","1,440","83,555","1,635","49,358,909","574,739","85,880,542 ",Asia
Japan,"6,778,235","+42,315","28,387 ",+60,"6,286,380","+40,553","463,468",508,"53,883",226,"44,088,712","350,476","125,796,563 ",Asia
Colombia,"6,086,484",,"139,678 ",,"5,919,709",,"27,097",342,"117,420","2,695","34,019,306","656,297","51,835,193 ",South America
Indonesia,"6,023,924",,"155,421 ",,"5,783,299",,"85,204","2,771","21,622",558,"92,541,687","332,164","278,602,304 ",Asia
Poland,"5,971,998",,"115,395 ",,"5,333,657",,"522,946",268,"158,099","3,055","35,766,808","946,868","37,773,820 ",Europe
Mexico,"5,671,144","+4,223","323,318 ",+83,"4,970,248","+4,408","377,578","4,798","43,189","2,462","15,617,943","118,938","131,311,353 ",North America
Ukraine,"4,975,837",,"108,041 ",,N/A,N/A,N/A,177,"114,989","2,497","19,521,252","451,125","43,272,403 ",Europe
Australia,"4,847,725","+62,046","6,462 ",+27,"4,292,552",,"548,711",104,"186,312",248,"67,214,128","2,583,233","26,019,383 ",Australia/Oceania
Malaysia,"4,268,486",,"35,160 ",,"4,062,154",,"171,172",234,"128,980","1,062","56,960,067","1,721,155","33,094,097 ",Asia
Israel,"3,967,740",,"10,554 ",,"3,894,082",,"63,104",259,"425,449","1,132","41,373,364","4,436,346","9,326,000 ",Asia
Austria,"3,912,606",,"16,061 ",,"3,643,590",,"252,955",224,"430,116","1,766","177,405,999","19,502,366","9,096,640 ",Europe
Belgium,"3,881,523",,"30,908 ",,"3,561,316",,"289,299",183,"332,373","2,647","33,001,012","2,825,865","11,678,199 ",Europe
Czechia,"3,838,868",,"39,755 ",,"3,747,807",,"51,306",92,"357,308","3,700","54,790,753","5,099,722","10,743,870 ",Europe
Thailand,"3,781,827","+24,252","25,700 ",+94,"3,508,052","+26,225","248,075","1,496","53,943",367,"17,270,775","246,347","70,107,556 ",Asia
South Africa,"3,725,177",,"100,067 ",,"3,613,688",,"11,422",546,"61,450","1,651","23,947,309","395,029","60,621,618 ",Africa
Philippines,"3,679,983",,"59,370 ",,"3,586,984",,"33,629",289,"32,815",529,"29,022,359","258,800","112,141,839 ",Asia
Portugal,"3,604,114",,"21,693 ",,N/A,N/A,N/A,61,"355,278","2,138","40,239,817","3,966,663","10,144,500 ",Europe
Peru,"3,549,028",,"212,372 ",,N/A,N/A,N/A,421,"105,068","6,287","28,971,116","857,685","33,778,256 ",South America
Canada,"3,521,753",,"37,772 ",,"3,313,633",,"170,348",386,"91,896",986,"59,642,149","1,556,292","38,323,241 ",North America
Switzerland,"3,512,093",,"13,733 ",,"2,916,405",,"581,955",136,"400,660","1,567","20,400,357","2,327,276","8,765,765 ",Europe
Chile,"3,491,962",,"56,809 ",,"3,131,639",,"303,514",520,"179,958","2,928","35,790,084","1,844,436","19,404,346 ",South America
Greece,"3,114,591",,"27,816 ",,"2,856,354",,"230,421",358,"301,403","2,692","75,356,144","7,292,304","10,333,653 ",Europe
Denmark,"2,924,746",,"5,798 ",,"2,867,079",,"51,869",19,"501,842",995,"126,879,654","21,770,620","5,828,022 ",Europe
Romania,"2,864,473",,"65,129 ",,"2,606,660",,"192,684",385,"150,664","3,426","22,164,873","1,165,814","19,012,351 ",Europe
Sweden,"2,487,852",,"18,331 ",,"2,441,012",+326,"28,509",25,"243,672","1,795","18,417,910","1,803,935","10,209,851 ",Europe
Iraq,"2,320,806",,"25,178 ",,"2,285,632",,"9,996",41,"55,513",602,"18,366,982","439,332","41,806,569 ",Asia
Serbia,"1,983,734",,"15,842 ",,"1,936,195",,"31,697",28,"228,657","1,826","9,249,135","1,066,113","8,675,570 ",Europe
Bangladesh,"1,951,867",,"29,123 ",,"1,885,251",,"37,493","1,283","11,648",174,"13,859,546","82,709","167,570,461 ",Asia
Hungary,"1,860,159",,"45,611 ",,"1,717,268",,"97,280",49,"193,418","4,743","11,158,930","1,160,300","9,617,276 ",Europe
Slovakia,"1,732,096",,"19,462 ",,"1,626,984",,"85,650",179,"316,985","3,562","6,926,378","1,267,572","5,464,286 ",Europe
Jordan,"1,689,314",,"14,003 ",,"1,668,852",,"6,459",276,"162,731","1,349","16,575,546","1,596,720","10,380,995 ",Asia
Georgia,"1,650,008",,"16,761 ",,"1,629,032",,"4,215",,"415,021","4,216","16,474,337","4,143,737","3,975,720 ",Asia
Pakistan,"1,525,923",+148,"30,361 ",,"1,486,464",+212,"9,098",310,"6,680",133,"27,633,900","120,978","228,420,997 ",Asia
Ireland,"1,477,112",,"6,805 ",,"1,313,403",,"156,904",54,"293,390","1,352","11,874,276","2,358,518","5,034,635 ",Europe
Norway,"1,411,550",,"2,518 ",,N/A,N/A,N/A,20,"256,847",458,"11,002,430","2,002,014","5,495,680 ",Europe
Kazakhstan,"1,305,229",+15,"13,660 ",,"1,290,278",+170,"1,291",528,"68,083",713,"11,575,012","603,775","19,171,060 ",Asia
Hong Kong,"1,177,814",,"8,349 ",,N/A,N/A,N/A,115,"154,898","1,098","44,972,952","5,914,547","7,603,787 ",Asia
Morocco,"1,163,656",,"16,061 ",,"1,146,888",,707,293,"30,884",426,"11,237,010","298,232","37,678,732 ",Africa
Bulgaria,"1,142,698",,"36,636 ",,"933,840",,"172,222",174,"166,657","5,343","9,650,834","1,407,524","6,856,602 ",Europe
Singapore,"1,119,419",,"1,284 ",,"1,046,731",,"71,404",16,"188,736",216,"23,548,306","3,970,285","5,931,138 ",Asia
Croatia,"1,103,662",,"15,634 ",,"1,080,707",,"7,321",34,"271,784","3,850","4,698,129","1,156,943","4,060,813 ",Europe
Cuba,"1,093,676",,"8,516  ",,"1,081,969",,"3,191",23,"96,662",753,"12,920,253","1,141,922","11,314,475 ",North America
Lebanon,"1,093,551",,"10,324 ",,"1,067,926",,"15,301",186,"161,487","1,525","4,795,578","708,172","6,771,773 ",Asia
Tunisia,"1,037,358",,"28,425 ",,N/A,N/A,N/A,29,"86,190","2,362","4,537,900","377,035","12,035,767 ",Africa
Lithuania,"1,033,547",,"8,925 ",,"973,551",,"51,071",62,"389,195","3,361","8,102,064","3,050,930","2,655,605 ",Europe
Nepal,"978,528",,"11,951 ",,"965,765",,812,100,"32,556",398,"5,563,056","185,085","30,056,735 ",Asia
Slovenia,"978,134",,"6,512 ",,"936,692",,"34,930",37,"470,383","3,132","2,621,101","1,260,484","2,079,440 ",Europe
Belarus,"965,948",,"6,853 ",,"928,536",,"30,559",,"102,283",726,"12,899,942","1,365,960","9,443,865 ",Europe
Finland,"907,786",,"3,254 ",,"46,000",,"858,532",40,"163,393",586,"10,483,383","1,886,914","5,555,835 ",Europe
