"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"122,456","+1,952","4,636 ",,"104,040",+156,"13,780",11,85,3,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"81,315,409","+32,574","995,141 ","+1,022","56,634,702","+170,844","23,685,566","3,583","243,233","2,977","968,708,197","2,897,629","334,310,610 ",North America
India,"43,001,477","+2,539","516,162 ",+59,"42,454,546","+4,491","30,769","8,944","30,647",368,"780,506,974","556,263","1,403,124,696 ",Asia
Brazil,"29,478,039","+45,765","656,003 ",+354,"28,063,760","+94,949","758,276","8,318","137,021","3,049","63,776,166","296,448","215,134,427 ",South America
France,"23,758,447","+108,832","140,613 ",+173,"22,394,531","+66,586","1,223,303","1,783","362,615","2,146","246,629,975","3,764,212","65,519,680 ",Europe
UK,"19,911,910","+92,100","163,248 ",+153,"18,473,970","+44,337","1,274,692",281,"290,711","2,383","493,513,171","7,205,227","68,493,770 ",Europe
Germany,"17,843,545","+275,807","126,830 ",+298,"13,931,900","+217,700","3,784,815","2,494","211,817","1,506","104,701,826","1,242,891","84,240,536 ",Europe
Russia,"17,449,438","+36,519","362,478 ",+576,"15,822,031","+118,009","1,264,929","2,300","119,483","2,482","273,400,000","1,872,076","146,041,114 ",Europe
Turkey,"14,623,028","+22,345","96,853 ",+118,"14,245,809","+32,364","280,366",975,"170,262","1,128","149,492,705","1,740,604","85,885,515 ",Asia
Italy,"13,565,939","+75,041","157,314 ",+137,"12,351,985","+55,967","1,056,640",477,"224,936","2,608","193,843,219","3,214,098","60,310,299 ",Europe
Spain,"11,260,040",,"101,416 ",,"10,502,784",,"655,840",682,"240,673","2,168","471,036,328","10,067,967","46,785,643 ",Europe
Argentina,"8,985,836","+4,681","127,334 ",+39,"8,791,259","+3,470","67,243",741,"195,759","2,774","34,925,083","760,853","45,902,517 ",South America
S. Korea,"7,629,264","+400,714","11,052 ",+164,N/A,N/A,N/A,"1,244","148,590",215,"15,804,065","307,805","51,344,386 ",Asia
Netherlands,"7,327,235","+60,263","21,736 ",+11,"5,767,758","+54,999","1,537,741",162,"426,015","1,264","21,107,399","1,227,211","17,199,489 ",Europe
Iran,"7,133,139","+3,010","139,289 ",+109,"6,798,350","+6,496","195,500","2,360","83,113","1,623","48,393,373","563,863","85,824,734 ",Asia
Vietnam,"6,996,311","+185,214","41,607 ",+62,"3,547,488","+164,346","3,407,216","4,210","70,791",421,"81,949,741","829,190","98,831,073 ",Asia
Colombia,"6,078,487",+626,"139,361 ",+26,"5,910,525",+743,"28,601",342,"117,329","2,690","33,595,864","648,480","51,807,055 ",South America
Indonesia,"5,927,550","+13,018","152,975 ",+230,"5,494,606","+32,262","279,969","2,771","21,287",549,"89,786,073","322,447","278,452,247 ",Asia
Japan,"5,855,240","+50,781","26,442 ",+180,"5,284,834","+57,499","543,964","1,140","46,538",210,"41,334,038","328,526","125,816,574 ",Asia
Poland,"5,851,140","+14,473","113,773 ",+151,"5,207,943","+8,787","529,424",464,"154,891","3,012","34,766,669","920,338","37,775,963 ",Europe
Mexico,"5,613,870","+6,025","321,375  ",+260,"4,906,809","+6,129","385,686","4,798","42,775","2,449","15,376,547","117,163","131,241,075 ",North America
Ukraine,"4,917,757","+5,229","107,340 ",+71,N/A,N/A,N/A,177,"113,611","2,480","19,521,252","450,983","43,285,970 ",Europe
Malaysia,"3,900,433","+28,298","34,099 ",+105,"3,567,003","+33,009","299,331",374,"117,936","1,031","52,837,322","1,597,618","33,072,571 ",Asia
Israel,"3,737,352","+4,766","10,405 ",+6,"3,686,283","+5,020","40,664",308,"400,745","1,116","41,373,364","4,436,346","9,326,000 ",Asia
Australia,"3,715,615","+58,684","5,639 ",+23,"3,411,134","+32,990","298,842",101,"142,886",217,"64,885,144","2,495,196","26,004,029 ",Australia/Oceania
Czechia,"3,707,655","+10,714","39,278 ",+22,"3,592,147","+3,606","76,230",121,"345,128","3,656","53,164,828","4,948,861","10,742,842 ",Europe
