"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
USA,"81,686,628",,"1,005,056 ",,"64,876,974",,"15,804,598","2,214","244,297","3,006","981,266,813","2,934,637","334,374,130 ",North America
India,"43,023,215",,"521,131 ",,"42,487,410",,"14,674","8,944","30,653",371,"787,932,913","561,378","1,403,569,179 ",Asia
Brazil,"29,882,397",,"659,294 ",,"28,618,511",,"604,592","8,318","138,869","3,064","63,776,166","296,380","215,183,891 ",South America
France,"25,276,508",,"141,985 ",,"23,092,077",,"2,042,446","1,486","385,757","2,167","254,106,036","3,878,037","65,524,402 ",Europe
UK,"20,986,170",,"164,974 ",,"18,949,822",,"1,871,374",363,"306,343","2,408","503,418,029","7,348,585","68,505,438 ",Europe
Germany,"20,702,930",,"129,437 ",,"16,319,700","+226,800","4,253,793","2,494","245,734","1,536","104,701,826","1,242,762","84,249,297 ",Europe
Russia,"17,823,648","+20,145","368,377 ",+352,"16,788,291","+51,085","666,980","2,300","122,044","2,522","273,400,000","1,872,049","146,043,158 ",Europe
Turkey,"14,831,231",,"97,924 ",,"14,496,639",,"236,668",975,"172,626","1,140","153,227,418","1,783,472","85,915,253 ",Asia
Italy,"14,496,579",,"159,054 ",,"13,070,647",,"1,266,878",487,"240,378","2,637","199,896,383","3,314,625","60,307,395 ",Europe
S. Korea,"12,774,956","+424,528","15,855 ",+432,N/A,N/A,N/A,"1,301","248,802",309,"15,804,065","307,796","51,345,828 ",Asia
Spain,"11,508,309",,"102,392 ",,"10,875,306",,"530,611",492,"245,976","2,189","471,036,328","10,067,840","46,786,235 ",Europe
Vietnam,"9,472,254","+85,765","42,454 ",+41,"7,268,531","+114,685","2,161,269","3,635","95,815",429,"84,217,005","851,884","98,859,759 ",Asia
Argentina,"9,032,162",,"127,970 ",,"8,854,645",,"49,547",555,"196,710","2,787","35,336,140","769,581","45,916,101 ",South America
Netherlands,"7,833,842","+27,818","21,961 ",+35,"6,339,700","+28,836","1,472,181",140,"455,437","1,277","21,107,399","1,227,122","17,200,729 ",Europe
Iran,"7,159,733","+2,987","140,158 ",+49,"6,868,435","+5,137","151,140","1,551","83,388","1,632","49,358,909","574,877","85,859,981 ",Asia
Japan,"6,452,108","+41,473","27,913 ",+82,"6,008,253","+40,292","415,942",655,"51,287",222,"43,110,998","342,684","125,803,935 ",Asia
Colombia,"6,084,240",,"139,595 ",,"5,917,334",,"27,311",342,"117,400","2,694","33,877,164","653,686","51,824,827 ",South America
Indonesia,"6,009,486","+3,840","155,000 ",+118,"5,742,931","+7,876","111,555","2,771","21,574",556,"91,894,843","329,908","278,547,020 ",Asia
Poland,"5,957,940","+5,742","115,040 ",+101,"5,315,444","+11,174","527,456",323,"157,723","3,045","35,591,635","942,211","37,774,610 ",Europe
Mexico,"5,654,311","+2,758","322,845 ",+84,"4,953,318","+2,632","378,148","4,798","43,069","2,459","15,543,430","118,394","131,285,461 ",North America
