"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"250,621",+172,"5,226 ",,"242,486",+232,"2,909",31,173,4,"160,000,000","110,461","1,448,471,400 ",Asia
USA,"98,248,623","+16,249","1,084,891 ",+63,"95,113,327","+71,211","2,050,405","2,887","293,450","3,240","1,118,537,245","3,340,859","334,805,269 ",North America
India,"44,594,487","+3,375","528,673 ",+18,"44,028,370","+4,206","37,444",698,"31,703",376,"895,054,503","636,310","1,406,631,776 ",Asia
France,"35,437,807","+46,596","155,112 ",,"34,563,020","+16,388","719,675",869,"540,338","2,365","271,490,188","4,139,547","65,584,518 ",Europe
Brazil,"34,720,437","+5,288","686,304 ",+207,"33,853,693",,"180,440","8,318","161,225","3,187","63,776,166","296,146","215,353,593 ",South America
Germany,"33,386,229",,"150,064 ",,"32,327,200","+12,000","908,965","1,406","398,007","1,789","122,332,384","1,458,359","83,883,596 ",Europe
S. Korea,"24,796,014","+26,913","28,445 ",+39,"24,070,728","+57,267","696,841",356,"483,072",554,"15,804,065","307,892","51,329,899 ",Asia
UK,"23,672,855",,"190,317 ",,"23,351,316",+130,"131,222",146,"345,600","2,778","522,526,476","7,628,357","68,497,907 ",Europe
Italy,"22,500,346","+33,068","177,130 ",+38,"21,867,067","+18,825","456,149",138,"373,371","2,939","246,990,795","4,098,564","60,262,770 ",Europe
Japan,"21,301,280","+35,418","44,894 ",+105,"20,393,893","+12,369","862,493",178,"169,617",357,"76,201,407","606,772","125,584,838 ",Asia
Russia,"21,018,942","+33,186","387,372 ",+103,"20,093,616","+52,628","537,954","2,300","144,157","2,657","273,400,000","1,875,095","145,805,947 ",Europe
Turkey,"16,873,793",,"101,139 ",,"16,757,359","+3,058","15,295",975,"197,211","1,182","162,743,369","1,902,052","85,561,976 ",Asia
Spain,"13,422,984",,"114,179 ",,"13,225,964",,"82,841",339,"287,312","2,444","471,036,328","10,082,298","46,719,142 ",Europe
Vietnam,"11,480,028",+671,"43,149 ",+1,"10,592,592",+727,"844,287",91,"116,014",436,"85,826,548","867,342","98,953,541 ",Asia
Australia,"10,239,653",+79,"15,221 ",+14,"10,172,662",,"51,770",45,"392,794",584,"78,835,048","3,024,116","26,068,792 ",Australia/Oceania
Argentina,"9,710,934",+419,"129,932 ",+5,"9,564,476","+1,128","16,526",294,"211,060","2,824","35,716,069","776,264","46,010,234 ",South America
Netherlands,"8,430,861",,"22,650 ",,"8,363,657",,"44,554",45,"489,840","1,316","21,107,399","1,226,358","17,211,447 ",Europe
Iran,"7,549,186",+538,"144,429 ",+3,"7,325,962",+311,"78,795",148,"87,758","1,679","54,095,556","628,851","86,022,837 ",Asia
Mexico,"7,089,209","+1,397","330,112 ",+11,"6,357,838","+1,284","401,259","4,798","53,885","2,509","18,393,211","139,806","131,562,772 ",North America
Taiwan,"6,504,401","+43,064","11,101 ",+48,"5,671,052","+32,050","822,248",,"272,281",465,"26,122,047","1,093,494","23,888,595 ",Asia
Indonesia,"6,433,263","+1,639","158,122 ",+10,"6,257,444","+1,526","17,697","2,771","23,047",566,"108,776,738","389,693","279,134,505 ",Asia
Colombia,"6,307,372",,"141,794 ",,"6,134,690",,"30,888",342,"122,443","2,753","36,572,720","709,974","51,512,762 ",South America
Poland,"6,297,123","+3,568","117,598 ",+29,"5,335,940",,"843,585","3,086","166,856","3,116","37,364,251","990,049","37,739,785 ",Europe
Portugal,"5,493,540",,"25,031 ",,"5,397,443",,"71,066",61,"541,739","2,468","44,988,307","4,436,467","10,140,570 ",Europe
