"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,228519.0,164.0,5226.0,,221542.0,97.0,1751.0,,159.0,4.0,160000000.0,111163.0,1439323776.0,Asia
USA,92172336.0,26497.0,1051979.0,67.0,87328322.0,107352.0,3792035.0,4451.0,,,1065167222.0,,,North America
India,43888755.0,20279.0,526033.0,36.0,43210522.0,18143.0,152200.0,698.0,31173.0,374.0,872136407.0,619458.0,1407902895.0,Asia
Brazil,33581533.0,26007.0,676979.0,153.0,31877531.0,,1027023.0,8318.0,155711.0,3139.0,63776166.0,295717.0,215666165.0,South America
France,33482230.0,68532.0,151350.0,,31276405.0,96078.0,2054475.0,869.0,510630.0,2308.0,271490188.0,4140436.0,65570440.0,Europe
Germany,30331131.0,,143177.0,,28234400.0,30500.0,1953554.0,1395.0,359652.0,1698.0,122332384.0,1450558.0,84334714.0,Europe
UK,23212565.0,,182727.0,,22471143.0,16772.0,558695.0,146.0,338281.0,2663.0,522526476.0,7614872.0,68619203.0,Europe
Italy,20608857.0,68837.0,170798.0,116.0,19005532.0,86637.0,1432527.0,408.0,341891.0,2833.0,234956596.0,3897813.0,60279087.0,Europe
S. Korea,19146180.0,68521.0,24855.0,30.0,18389172.0,18102.0,732153.0,140.0,372785.0,484.0,15804065.0,307712.0,51359887.0,Asia
Russia,18524732.0,6953.0,382118.0,38.0,17933862.0,4803.0,208752.0,2300.0,126827.0,2616.0,273400000.0,1871794.0,146063094.0,Europe
Turkey,15524071.0,,99184.0,,15221506.0,,203381.0,975.0,180083.0,1151.0,162743369.0,1887860.0,86205203.0,Asia
Spain,13204863.0,,110187.0,,12490889.0,,603787.0,339.0,282203.0,2355.0,471036328.0,10066599.0,46792004.0,Europe
Japan,10981802.0,196297.0,31799.0,64.0,9864436.0,77364.0,1085567.0,203.0,87379.0,253.0,60384408.0,480459.0,125680710.0,Asia
Vietnam,10767200.0,1071.0,43092.0,,9851504.0,9328.0,872604.0,37.0,108607.0,435.0,85826548.0,865715.0,99139446.0,Asia
Argentina,9501599.0,5962.0,129268.0,11.0,9253486.0,3879.0,118845.0,393.0,206339.0,2807.0,35716069.0,775618.0,46048548.0,South America
Australia,9065275.0,44890.0,11134.0,102.0,8703184.0,,350957.0,158.0,347218.0,426.0,75668541.0,2898259.0,26108275.0,Australia/Oceania
Netherlands,8305906.0,,22456.0,,8119636.0,,163814.0,53.0,482542.0,1305.0,21107399.0,1226261.0,17212814.0,Europe
Iran,7319322.0,6921.0,141650.0,26.0,7072359.0,711.0,105313.0,834.0,84907.0,1643.0,52690831.0,611237.0,86203641.0,Asia
Mexico,6588854.0,32175.0,326968.0,89.0,5647636.0,24509.0,614250.0,4798.0,50022.0,2482.0,17410397.0,132179.0,131718225.0,North America
Colombia,6247634.0,,140603.0,,6053853.0,,53178.0,342.0,120151.0,2704.0,35889624.0,690210.0,51998097.0,South America
Indonesia,6164271.0,4943.0,156902.0,9.0,5968304.0,4108.0,39065.0,2771.0,22057.0,561.0,102779858.0,367766.0,279471057.0,Asia
Poland,6048410.0,3492.0,116510.0,12.0,5335818.0,10.0,596082.0,1157.0,160174.0,3085.0,36598512.0,969204.0,37761410.0,Europe
Portugal,5317004.0,,24528.0,,5093781.0,,198695.0,61.0,524587.0,2420.0,43527258.0,4294491.0,10135604.0,Europe
Ukraine,5021612.0,,108699.0,,4909478.0,,3435.0,177.0,116258.0,2517.0,19521252.0,451945.0,43193852.0,Europe
DPRK,4772560.0,120.0,74.0,,4772130.0,100.0,356.0,,183482.0,3.0,,,26011088.0,Asia
Austria,4680148.0,10908.0,18992.0,5.0,4532678.0,11126.0,128478.0,81.0,513622.0,2084.0,192833093.0,21162413.0,9112056.0,Europe
Malaysia,4648931.0,4816.0,35911.0,9.0,4563473.0,3928.0,49547.0,50.0,139949.0,1081.0,62086831.0,1869031.0,33218726.0,Asia
Thailand,4573463.0,2578.0,31130.0,29.0,4517636.0,1877.0,24697.0,1496.0,65186.0,444.0,17270775.0,246163.0,70160048.0,Asia
Israel,4548268.0,4374.0,11233.0,24.0,4460970.0,,76065.0,310.0,487698.0,1204.0,41373364.0,4436346.0,9326000.0,Asia
Taiwan,4408846.0,22584.0,8531.0,53.0,3862047.0,32678.0,538268.0,,184429.0,357.0,22339495.0,934496.0,23905393.0,Asia
Belgium,4381331.0,,32118.0,,4174671.0,,174542.0,123.0,374687.0,2747.0,34887878.0,2983573.0,11693323.0,Europe
Greece,4210771.0,,30707.0,,3614441.0,,565623.0,115.0,408083.0,2976.0,87638663.0,8493412.0,10318428.0,Europe
Chile,4177517.0,7963.0,59303.0,40.0,3864984.0,8547.0,253230.0,187.0,214743.0,3048.0,41643986.0,2140682.0,19453608.0,South America
Canada,4012359.0,,43583.0,,3695850.0,,272926.0,195.0,104427.0,1134.0,62586673.0,1628903.0,38422589.0,North America
South Africa,4002133.0,,101943.0,,3894216.0,,5974.0,192.0,65774.0,1675.0,25922424.0,426031.0,60846339.0,Africa
Czechia,3967180.0,2881.0,40385.0,6.0,3907347.0,1926.0,19448.0,27.0,369046.0,3757.0,55682344.0,5179838.0,10749823.0,Europe
Switzerland,3893084.0,,14024.0,,3702122.0,5060.0,176938.0,54.0,443163.0,1596.0,21598881.0,2458676.0,8784760.0,Europe
Peru,3829775.0,12971.0,213998.0,45.0,3461199.0,12432.0,154578.0,181.0,112918.0,6310.0,32692197.0,963907.0,33916333.0,South America
Philippines,3748877.0,3502.0,60670.0,14.0,3662566.0,2325.0,25641.0,582.0,33300.0,539.0,31293846.0,277969.0,112580230.0,Asia
Denmark,3051343.0,,6591.0,,3020889.0,,23863.0,14.0,523015.0,1130.0,127897953.0,21922343.0,5834137.0,Europe
Romania,3002662.0,6484.0,65853.0,7.0,2861341.0,,75468.0,170.0,158251.0,3471.0,23871903.0,1258138.0,18973992.0,Europe
Sweden,2533978.0,,19216.0,,2496543.0,634.0,18219.0,14.0,247731.0,1879.0,18731976.0,1831308.0,10228744.0,Europe
Iraq,2427884.0,2153.0,25286.0,2.0,2366460.0,2806.0,36138.0,24.0,57699.0,601.0,19004978.0,451655.0,42078496.0,Asia
Serbia,2080389.0,3800.0,16206.0,7.0,2018345.0,1358.0,45838.0,14.0,240090.0,1870.0,10117173.0,1167585.0,8665042.0,Europe
Bangladesh,2001345.0,446.0,29262.0,4.0,1934693.0,1434.0,37390.0,1228.0,11908.0,174.0,14549867.0,86574.0,168063206.0,Asia
Hungary,1951079.0,,46736.0,,1883085.0,,21258.0,17.0,203027.0,4863.0,11394556.0,1185706.0,9609935.0,Europe
Slovakia,1811383.0,965.0,20195.0,2.0,1780480.0,905.0,10708.0,29.0,331447.0,3695.0,7212784.0,1319795.0,5465078.0,Europe
Jordan,1700526.0,,14068.0,,1685354.0,,1104.0,124.0,163333.0,1351.0,16894012.0,1622643.0,10411414.0,Asia
Georgia,1675265.0,,16854.0,,1637293.0,,21118.0,,421617.0,4242.0,16920079.0,4258308.0,3973428.0,Asia
Singapore,1652981.0,7889.0,1472.0,4.0,1552118.0,10077.0,99391.0,11.0,278048.0,248.0,24107231.0,4055079.0,5944948.0,Asia
Ireland,1628745.0,,7537.0,,1572304.0,3242.0,48904.0,39.0,322447.0,1492.0,12508154.0,2476272.0,5051204.0,Europe
New Zealand,1557661.0,8072.0,1911.0,21.0,1492402.0,9483.0,63348.0,,311401.0,382.0,7358021.0,1470986.0,5002100.0,Australia/Oceania
Pakistan,1549766.0,693.0,30464.0,2.0,1507935.0,,11367.0,180.0,6747.0,133.0,29403132.0,128000.0,229712209.0,Asia
Norway,1454365.0,99.0,3596.0,,1446515.0,472.0,4254.0,20.0,264027.0,653.0,11002430.0,1997390.0,5508404.0,Europe
Kazakhstan,1328844.0,2654.0,13665.0,1.0,1299032.0,399.0,16147.0,24.0,69072.0,710.0,11575012.0,601657.0,19238545.0,Asia
Hong Kong,1317743.0,4265.0,9461.0,7.0,1214678.0,1139.0,93604.0,5.0,172886.0,1241.0,50415048.0,6614374.0,7622044.0,Asia
