"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"250,800",+179,"5,226 ",,"242,629",+143,"2,945",25,173,4,"160,000,000","110,461","1,448,471,400 ",Asia
USA,"98,268,947","+13,547","1,084,981 ",+40,"95,188,388","+75,061","1,995,578","2,854","293,511","3,241","1,118,617,231","3,341,098","334,805,269 ",North America
India,"44,597,498","+3,011","528,701 ",+28,"44,032,671","+4,301","36,126",698,"31,705",376,"895,748,895","636,804","1,406,631,776 ",Asia
France,"35,475,260","+37,453","155,136 ",+7,"34,567,599","+4,579","752,525",869,"540,909","2,365","271,490,188","4,139,547","65,584,518 ",Europe
Brazil,"34,721,228",+791,"686,366 ",+62,"33,853,693",,"181,169","8,318","161,229","3,187","63,776,166","296,146","215,353,593 ",South America
Germany,"33,386,229",,"150,064 ",,"32,336,800","+9,600","899,365","1,406","398,007","1,789","122,332,384","1,458,359","83,883,596 ",Europe
S. Korea,"24,819,611","+23,597","28,489 ",+44,"24,164,593","+93,865","626,529",353,"483,531",555,"15,804,065","307,892","51,329,899 ",Asia
UK,"23,672,855",,"190,317 ",,"23,355,603","+4,287","126,935",146,"345,600","2,778","522,526,476","7,628,357","68,497,907 ",Europe
Italy,"22,529,252","+28,906","177,150 ",+20,"21,884,153","+17,086","467,949",133,"373,850","2,940","247,147,154","4,101,158","60,262,770 ",Europe
Japan,"21,330,772","+29,492","44,965 ",+71,"20,398,296","+4,403","887,511",162,"169,851",358,"76,201,407","606,772","125,584,838 ",Asia
Russia,"21,049,027","+30,085","387,468 ",+96,"20,140,608","+46,992","520,951","2,300","144,363","2,657","273,400,000","1,875,095","145,805,947 ",Europe
Turkey,"16,873,793",,"101,139 ",,"16,760,418","+3,059","12,236",975,"197,211","1,182","162,743,369","1,902,052","85,561,976 ",Asia
Spain,"13,422,984",,"114,179 ",,"13,225,964",,"82,841",339,"287,312","2,444","471,036,328","10,082,298","46,719,142 ",Europe
Vietnam,"11,480,518",+490,"43,149 ",,"10,592,911",+319,"844,458",65,"116,019",436,"85,826,548","867,342","98,953,541 ",Asia
Australia,"10,240,631",+978,"15,221 ",,"10,172,662",,"52,748",44,"392,831",584,"78,835,048","3,024,116","26,068,792 ",Australia/Oceania
Argentina,"9,711,355",+421,"129,937 ",+5,"9,565,604","+1,128","15,814",294,"211,069","2,824","35,716,069","776,264","46,010,234 ",South America
Netherlands,"8,430,861",,"22,650 ",,"8,364,830","+1,173","43,381",45,"489,840","1,316","21,107,399","1,226,358","17,211,447 ",Europe
Iran,"7,549,586",+400,"144,439 ",+10,"7,326,246",+284,"78,901",144,"87,763","1,679","54,095,556","628,851","86,022,837 ",Asia
Mexico,"7,090,330","+1,121","330,131 ",+19,"6,359,142","+1,304","401,057","4,798","53,893","2,509","18,393,211","139,806","131,562,772 ",North America
Taiwan,"6,547,686","+43,285","11,163 ",+62,"5,696,531","+25,479","839,992",,"274,093",467,"26,178,513","1,095,858","23,888,595 ",Asia
Indonesia,"6,434,585","+1,322","158,132 ",+10,"6,259,019","+1,575","17,434","2,771","23,052",567,"108,849,019","389,952","279,134,505 ",Asia
Colombia,"6,307,372",,"141,794 ",,"6,134,690",,"30,888",342,"122,443","2,753","36,572,720","709,974","51,512,762 ",South America
Poland,"6,297,430",+307,"117,598 ",,"5,335,940",,"843,892","3,086","166,864","3,116","37,366,229","990,102","37,739,785 ",Europe
Portugal,"5,497,610","+1,332","25,050 ",+6,"5,399,792","+2,349","72,768",61,"542,140","2,470","44,988,307","4,436,467","10,140,570 ",Europe
Ukraine,"5,177,217",,"109,206 ",,"4,980,372","+3,409","87,639",177,"119,865","2,528","19,521,252","451,963","43,192,122 ",Europe
Austria,"5,154,854","+10,347","20,756 ",+2,"5,025,560","+5,786","108,538",47,"568,547","2,289","197,745,952","21,810,111","9,066,710 ",Europe
Greece,"4,920,192",,"33,111 ",,"4,848,529","+6,425","38,552",115,"476,918","3,209","94,139,966","9,125,063","10,316,637 ",Europe
Malaysia,"4,843,865","+1,360","36,375 ",+1,"4,783,393","+4,657","24,097",45,"145,983","1,096","64,668,287","1,948,951","33,181,072 ",Asia
Thailand,"4,682,132",,"32,771 ",,"4,642,894",,"6,467","1,496","66,813",468,"17,270,775","246,450","70,078,203 ",Asia
Israel,"4,663,515",+432,"11,698 ",,"4,644,081","+1,067","7,736",101,"500,055","1,254","41,373,364","4,436,346","9,326,000 ",Asia
Chile,"4,630,935","+3,012","61,200 ",+22,"4,554,493","+2,977","15,242",117,"240,566","3,179","45,247,757","2,350,509","19,250,195 ",South America
Belgium,"4,544,505",,"32,673 ",,"4,455,381","+1,913","56,451",46,"389,475","2,800","35,555,508","3,047,194","11,668,278 ",Europe
