"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"227,030",+121,"5,226 ",,"220,685",+84,"1,119",,158,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"91,076,534","+107,929","1,048,486 ",+265,"86,371,878","+102,198","3,656,170","4,180",,,"1,059,620,672",, ,North America
India,"43,710,027","+20,038","525,604 ",+47,"43,045,350","+16,994","139,073",698,"31,054",373,"867,769,574","616,502","1,407,569,532 ",Asia
Brazil,"33,142,158","+65,379","674,846 ",+292,"31,451,590","+36,653","1,015,722","8,318","153,700","3,130","63,776,166","295,768","215,629,067 ",South America
France,"32,795,874","+119,285","150,468 ",+54,"30,363,299","+79,153","2,282,107",869,"500,189","2,295","271,490,188","4,140,659","65,566,899 ",Europe
Germany,"29,569,943","+109,694","142,399 ",+115,"27,548,900",,"1,878,644","1,238","350,653","1,689","122,332,384","1,450,671","84,328,144 ",Europe
UK,"23,075,360",,"181,580 ",,"22,325,335","+31,037","568,445",146,"336,324","2,647","522,526,476","7,615,844","68,610,452 ",Europe
Italy,"19,889,095","+108,674","169,601 ",+105,"18,294,517","+76,992","1,424,977",388,"329,938","2,813","231,776,628","3,844,920","60,281,264 ",Europe
S. Korea,"18,641,278","+39,169","24,696 ",+16,"18,301,339","+6,234","315,243",69,"362,962",481,"15,804,065","307,719","51,358,805 ",Asia
Russia,"18,476,477","+4,238","381,754 ",+43,"17,900,518","+3,090","194,205","2,300","126,498","2,614","273,400,000","1,871,813","146,061,561 ",Europe
Turkey,"15,297,539",,"99,088 ",,"15,096,774",,"101,677",975,"177,501","1,150","162,743,369","1,888,349","86,182,899 ",Asia
Spain,"13,071,265","+19,212","109,214 ",+133,"12,387,846","+8,900","574,205",339,"279,351","2,334","471,036,328","10,066,694","46,791,561 ",Europe
Vietnam,"10,758,189",+932,"43,090 ",,"9,793,800","+8,545","921,299",36,"108,539",435,"85,826,548","865,903","99,117,931 ",Asia
Japan,"9,903,381","+92,507","31,494 ",+29,"9,389,831","+31,121","482,056",100,"78,792",251,"58,169,163","462,798","125,690,189 ",Asia
Argentina,"9,426,171",,"129,145 ",,"9,219,683","+3,668","77,343",393,"204,746","2,805","35,716,069","775,789","46,038,360 ",South America
Australia,"8,653,018","+47,205","10,518 ",+81,"8,319,888","+41,285","322,612",139,"331,521",403,"74,982,179","2,872,770","26,101,002 ",Australia/Oceania
Netherlands,"8,267,707","+7,051","22,417 ",+4,"8,088,402","+2,880","156,888",60,"480,349","1,302","21,107,399","1,226,327","17,211,884 ",Europe
Iran,"7,265,251","+5,234","141,464 ",+8,"7,066,475",+486,"57,312",413,"84,306","1,642","52,690,831","611,424","86,177,205 ",Asia
