"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"247,557",+237,"5,226 ",,"237,054",+377,"5,277",32,172,4,"160,000,000","111,163","1,439,323,776  ",Asia
USA,"97,389,719","+63,765","1,077,769 ",+355,"93,572,748","+110,141","2,739,202","3,513","290,721","3,217","1,109,935,545","3,313,298","334,994,154 ",North America
India,"44,516,479","+6,422","528,250 ",+34,"43,941,840","+5,748","46,389",698,"31,575",375,"890,299,090","631,478","1,409,866,031 ",Asia
France,"34,798,136","+33,575","154,611 ",+33,"34,274,160","+19,788","369,365",869,"530,530","2,357","271,490,188","4,139,119","65,591,295 ",Europe
Brazil,"34,602,662","+11,300","685,179 ",+122,"33,696,624","+21,500","220,859","8,318","160,283","3,174","63,776,166","295,418","215,884,631 ",South America
Germany,"32,604,993","+46,514","148,728 ",+230,"31,812,300","+44,300","643,965","1,406","386,437","1,763","122,332,384","1,449,893","84,373,408 ",Europe
S. Korea,"24,193,038","+93,904","27,593 ",+60,"22,870,990","+95,503","1,294,455",547,"470,991",537,"15,804,065","307,674","51,366,255 ",Asia
UK,"23,580,971","+4,334","189,425 ",+57,"23,283,827","+4,981","107,719",146,"343,392","2,758","522,526,476","7,609,158","68,670,737 ",Europe
Italy,"22,096,450","+18,849","176,404 ",+69,"21,469,146","+21,915","450,900",151,"366,647","2,927","244,375,204","4,054,925","60,266,263 ",Europe
Japan,"20,300,387","+78,701","42,985 ",+191,"19,265,108","+111,146","992,294",376,"161,595",342,"74,386,604","592,133","125,624,890 ",Asia
Russia,"20,208,878","+51,735","385,628 ",+98,"19,195,104","+50,251","628,146","2,300","138,349","2,640","273,400,000","1,871,678","146,072,125 ",Europe
Turkey,"16,852,382",,"101,068 ",,"16,690,127","+6,466","61,187",975,"195,194","1,171","162,743,369","1,884,988","86,336,548 ",Asia
Spain,"13,374,116",,"113,279 ",,"13,180,860",,"79,977",339,"285,805","2,421","471,036,328","10,066,036","46,794,618 ",Europe
Vietnam,"11,448,036","+3,109","43,132 ",,"10,393,632","+45,328","1,011,272",125,"115,327",435,"85,826,548","864,611","99,266,141 ",Asia
Australia,"10,122,875","+1,871","14,458 ",+1,"10,029,045","+1,870","79,372",62,"387,092",553,"78,634,796","3,006,940","26,151,104 ",Australia/Oceania
Argentina,"9,697,763",,"129,830 ",,"9,531,394","+2,833","36,539",322,"210,325","2,816","35,716,069","774,608","46,108,546 ",South America
Netherlands,"8,401,272",,"22,620 ",,"8,342,976",,"35,676",33,"487,927","1,314","21,107,399","1,225,871","17,218,288 ",Europe
Iran,"7,540,962",+646,"144,243 ",+22,"7,318,111",+821,"78,608",432,"87,321","1,670","53,905,794","624,204","86,359,315 ",Asia
Mexico,"7,062,822","+2,886","329,811 ",+44,"6,327,274","+2,647","405,737","4,798","53,541","2,500","18,299,143","138,720","131,914,263 ",North America
Indonesia,"6,400,035","+2,799","157,828 ",+21,"6,211,796","+3,938","30,411","2,771","22,866",564,"107,716,925","384,855","279,889,639 ",Asia
Colombia,"6,305,375",+185,"141,741 ",+5,"6,132,448",+200,"31,186",342,"121,079","2,722","36,413,329","699,226","52,076,587 ",South America
Poland,"6,227,256","+6,131","117,299 ",+19,"5,335,951",,"774,006","2,782","164,937","3,107","37,110,799","982,926","37,755,430 ",Europe
Taiwan,"5,804,278","+49,643","10,366 ",+37,"5,131,907","+27,215","662,005",,"242,739",434,"25,092,577","1,049,389","23,911,617 ",Asia
Portugal,"5,451,798","+3,085","24,942 ",+11,"5,357,141","+4,077","69,715",61,"538,113","2,462","44,705,367","4,412,592","10,131,317 ",Europe
Ukraine,"5,096,397",,"108,955 ",,"4,937,689","+1,633","49,753",177,"118,092","2,525","19,521,252","452,341","43,156,005 ",Europe
Austria,"4,955,082",,"19,486 ",,"4,877,858",,"57,738",47,"543,351","2,137","196,345,918","21,530,378","9,119,483 ",Europe
Greece,"4,838,811",,"33,829 ",,"4,753,086",,"51,896",115,"469,282","3,281","92,282,015","8,949,782","10,311,091 ",Europe
Malaysia,"4,811,327","+2,431","36,296 ",+5,"4,748,732","+1,820","26,299",62,"144,576","1,091","64,148,842","1,927,620","33,278,775 ",Asia
Thailand,"4,670,184","+1,321","32,581 ",+14,"4,627,285","+1,251","10,318","1,496","66,541",464,"17,270,775","246,074","70,185,339 ",Asia
Israel,"4,646,327","+1,153","11,667 ",,"4,625,070",+825,"9,590",99,"498,212","1,251","41,373,364","4,436,346","9,326,000 ",Asia
Chile,"4,572,350","+3,855","60,830 ",+8,"4,496,895","+10,670","14,625",131,"234,752","3,123","44,603,908","2,290,041","19,477,343 ",South America
Belgium,"4,504,106",,"32,605 ",,"4,427,977",,"43,524",55,"384,946","2,787","35,402,504","3,025,697","11,700,611 ",Europe
Canada,"4,197,701",,"44,347 ",,"4,080,256","+3,668","73,098",257,"109,115","1,153","64,574,855","1,678,557","38,470,457 ",North America
Peru,"4,128,680","+1,068","216,202 ",+29,"3,891,341","+3,618","21,137",178,"121,493","6,362","34,734,578","1,022,120","33,982,861 ",South America
Czechia,"4,065,786","+3,020","40,930 ",+5,"4,007,215",+369,"17,641",30,"378,118","3,806","56,066,587","5,214,191","10,752,692 ",Europe
Switzerland,"4,053,996",,"14,171 ",,"3,976,338",,"63,487",47,"461,000","1,611","22,207,189","2,525,292","8,793,911 ",Europe
South Africa,"4,014,986",+262,"102,129 ",,"3,905,937",,"6,920",192,"65,868","1,675","26,168,861","429,317","60,954,614 ",Africa
Philippines,"3,911,395","+1,617","62,416 ",+34,"3,824,932","+2,044","24,047",654,"34,678",553,"32,512,852","288,256","112,791,455 ",Asia
Romania,"3,247,140","+2,254","66,882 ",+6,"3,149,381","+4,026","30,877",146,"171,303","3,528","24,871,395","1,312,093","18,955,510 ",Europe
Denmark,"3,099,813",+647,"6,987 ",+4,"3,084,979",+567,"7,847",,"531,055","1,197","128,290,880","21,978,594","5,837,083 ",Europe
Sweden,"2,578,521",+938,"20,069 ",+1,"2,535,485",+313,"22,967",13,"251,862","1,960","18,889,790","1,845,094","10,237,847 ",Europe
Iraq,"2,458,509",,"25,348 ",,"2,431,657",,"1,504",21,"58,245",601,"19,239,264","455,804","42,209,515 ",Asia
