"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"227,593",+167,"5,226 ",,"221,057",+86,"1,310",,158,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"91,454,465","+59,520","1,049,384 ",+152,"86,752,565","+106,349","3,652,516","4,148",,,"1,060,886,881",, ,North America
India,"43,783,062","+15,528","525,785 ",+25,"43,113,623","+16,113","143,654",698,"31,102",374,"869,425,632","617,614","1,407,717,693 ",Asia
Brazil,"33,339,815","+38,697","675,551 ",+143,"31,640,771","+84,378","1,023,493","8,318","154,605","3,133","63,776,166","295,745","215,645,555 ",South America
France,"33,034,311","+17,733","150,835 ",+174,"30,675,128","+147,163","2,208,348",869,"503,814","2,300","271,490,188","4,140,560","65,568,473 ",Europe
Germany,"29,853,680","+160,691","142,635 ",+102,"27,786,700","+104,100","1,924,345","1,269","354,006","1,691","122,332,384","1,450,621","84,331,064 ",Europe
UK,"23,075,360",,"181,580 ",,"22,375,874","+19,939","517,906",146,"336,305","2,646","522,526,476","7,615,412","68,614,341 ",Europe
Italy,"20,178,330","+31,624","170,037 ",+112,"18,553,478","+42,594","1,454,815",417,"334,742","2,821","232,999,370","3,865,266","60,280,296 ",Europe
S. Korea,"18,788,056","+26,299","24,753 ",+11,"18,334,599","+9,571","428,704",81,"365,816",482,"15,804,065","307,716","51,359,286 ",Asia
Russia,"18,494,844","+4,548","381,916 ",+35,"17,911,340","+2,531","201,588","2,300","126,623","2,615","273,400,000","1,871,805","146,062,242 ",Europe
Turkey,"15,297,539",,"99,088 ",,"15,096,774",,"101,677",975,"177,480","1,150","162,743,369","1,888,132","86,192,812 ",Asia
Spain,"13,121,739","+10,421","109,570 ",+74,"12,437,739","+16,017","574,430",339,"280,428","2,342","471,036,328","10,066,652","46,791,758 ",Europe
Vietnam,"10,761,447",+852,"43,091 ",,"9,818,357","+4,081","899,999",29,"108,562",435,"85,826,548","865,820","99,127,493 ",Asia
Japan,"10,308,445","+103,602","31,594 ",+14,"9,547,252","+45,487","729,599",129,"82,017",251,"59,060,542","469,906","125,685,976 ",Asia
Argentina,"9,465,827",,"129,202 ",,"9,234,355","+3,668","102,270",393,"205,587","2,806","35,716,069","775,713","46,042,888 ",South America
Australia,"8,812,682","+39,106","10,719 ",+30,"8,460,528","+34,733","341,435",152,"337,596",411,"75,160,949","2,879,263","26,104,234 ",Australia/Oceania
Netherlands,"8,287,261","+3,233","22,433 ",+3,"8,103,658","+7,677","161,170",54,"481,473","1,303","21,107,399","1,226,298","17,212,297 ",Europe
Iran,"7,284,165","+5,687","141,513 ",+14,"7,068,990",+653,"73,662",579,"84,514","1,642","52,690,831","611,341","86,188,954 ",Asia
Mexico,"6,448,477","+8,861","326,504 ",+13,"5,507,077","+26,031","614,896","4,798","48,963","2,479","17,197,766","130,583","131,699,730 ",North America
Colombia,"6,223,497",,"140,365 ",,"6,031,815",,"51,317",342,"119,704","2,700","35,781,769","688,234","51,990,692 ",South America
Indonesia,"6,138,346","+3,393","156,859 ",+10,"5,952,981","+2,427","28,506","2,771","21,967",561,"102,193,503","365,719","279,431,569 ",Asia
Poland,"6,032,791",+316,"116,470 ",,"5,335,766",,"580,555",408,"159,758","3,084","36,557,292","968,098","37,761,974 ",Europe
Portugal,"5,293,981","+1,666","24,474 ",+13,"5,036,852","+16,353","232,655",61,"522,294","2,415","43,527,258","4,294,320","10,136,008 ",Europe
Ukraine,"5,020,181",,"108,690 ",,"4,908,198",+149,"3,293",177,"116,215","2,516","19,521,252","451,908","43,197,423 ",Europe
DPRK,"4,771,600",+310,74 ,,"4,770,820",+480,706,,"183,456",3,,,"26,009,548 ",Asia
Malaysia,"4,626,061","+3,080","35,862 ",+7,"4,548,014","+3,399","42,185",57,"139,284","1,080","61,815,535","1,861,182","33,213,061 ",Asia
Austria,"4,618,283","+8,449","18,934 ",+3,"4,477,310","+9,718","122,039",76,"506,871","2,078","192,298,733","21,105,394","9,111,355 ",Europe
Thailand,"4,560,843","+1,814","31,016 ",+17,"4,507,095","+2,361","22,732","1,496","65,008",442,"17,270,775","246,171","70,157,662 ",Asia
Israel,"4,518,516","+5,461","11,181 ",+9,"4,443,356","+5,855","63,979",310,"484,507","1,199","41,373,364","4,436,346","9,326,000 ",Asia
Belgium,"4,368,611","+4,891","32,089 ",+9,"4,158,264","+2,375","178,258",114,"373,621","2,744","34,849,206","2,980,441","11,692,636 ",Europe
Taiwan,"4,282,758","+17,984","8,224 ",+48,"3,677,983","+44,176","596,551",,"179,159",344,"22,048,589","922,350","23,904,806 ",Asia
Chile,"4,141,778","+4,626","59,126 ",+40,"3,823,339","+11,631","259,313",192,"212,930","3,040","41,414,656","2,129,138","19,451,369 ",South America
Canada,"4,012,359","+4,896","43,583 ",+28,"3,695,850","+119,175","272,926",195,"104,439","1,134","62,586,673","1,629,095","38,418,073 ",North America
South Africa,"4,000,631",+880,"101,922 ",+4,"3,892,034","+1,525","6,675",192,"65,761","1,675","25,887,017","425,520","60,836,125 ",Africa
Czechia,"3,952,660",+260,"40,360 ",+4,"3,900,601","+1,870","11,699",14,"367,705","3,755","55,630,212","5,175,119","10,749,553 ",Europe
Switzerland,"3,886,995","+2,781","14,024 ",,"3,682,853","+3,527","190,118",54,"442,514","1,597","21,598,881","2,458,918","8,783,896 ",Europe
Greece,"3,843,142",,"30,476 ",,"3,614,441",,"198,225",103,"372,429","2,953","86,634,526","8,395,534","10,319,120 ",Europe
Peru,"3,761,445","+11,810","213,840 ",+15,"3,430,374","+4,082","117,231",182,"110,924","6,306","32,342,335","953,768","33,910,057 ",South America
Philippines,"3,735,381","+2,283","60,641 ",,"3,654,218","+1,631","20,522",522,"33,186",539,"31,170,885","276,926","112,560,303 ",Asia
Denmark,"3,044,171","+4,312","6,563 ",+12,"3,012,713","+3,215","24,895",14,"521,811","1,125","127,854,498","21,915,939","5,833,859 ",Europe
Romania,"2,967,222","+3,288","65,815 ",+2,"2,853,648",,"47,759",115,"156,369","3,468","23,749,514","1,251,573","18,975,736 ",Europe
Sweden,"2,528,166",,"19,170 ",,"2,494,449",+357,"14,547",16,"247,184","1,874","18,709,369","1,829,251","10,227,885 ",Europe
Iraq,"2,409,641","+4,455","25,273 ",+3,"2,350,301","+4,682","34,067",25,"57,282",601,"18,949,265","450,464","42,066,136 ",Asia
Serbia,"2,059,982","+3,291","16,173 ",+4,"2,013,234","+3,347","30,575",13,"237,722","1,866","10,053,386","1,160,159","8,665,521 ",Europe
Bangladesh,"1,997,412","+1,072","29,241 ",+7,"1,926,957","+1,997","41,214","1,228","11,886",174,"14,510,877","86,353","168,040,809 ",Asia
Hungary,"1,940,824",,"46,696 ",,"1,878,221",,"15,907",16,"201,953","4,859","11,394,556","1,185,665","9,610,269 ",Europe
Slovakia,"1,806,246",+156,"20,172 ",,"1,777,292",+58,"8,782",26,"330,509","3,691","7,201,031","1,317,653","5,465,042 ",Europe
Jordan,"1,700,526",,"14,068 ",,"1,685,354",,"1,104",124,"163,355","1,351","16,894,012","1,622,859","10,410,031 ",Asia
Georgia,"1,667,453",,"16,847 ",,"1,637,293",,"13,313",,"419,640","4,240","16,920,079","4,258,195","3,973,533 ",Asia
Ireland,"1,627,538","+2,337","7,537 ",,"1,572,304","+1,054","47,697",39,"322,256","1,492","12,480,436","2,471,153","5,050,451 ",Europe
Singapore,"1,602,273","+6,227","1,457 ",+4,"1,505,241","+10,100","95,575",16,"269,547",245,"24,107,231","4,055,507","5,944,320 ",Asia
Pakistan,"1,546,744",+492,"30,445 ",+5,"1,505,635",,"10,664",169,"6,735",133,"29,297,676","127,573","229,653,518 ",Asia
New Zealand,"1,508,728","+7,974","1,784 ",+21,"1,436,904","+8,675","70,040",,"301,619",357,"7,334,013","1,466,187","5,002,100 ",Australia/Oceania
Norway,"1,453,071",+316,"3,504 ",,"1,444,612",+231,"4,955",20,"263,819",636,"11,002,430","1,997,600","5,507,825 ",Europe
Kazakhstan,"1,318,044","+1,477","13,664 ",,"1,295,042",+244,"9,338",24,"68,522",710,"11,575,012","601,753","19,235,477 ",Asia
Hong Kong,"1,297,772","+3,436","9,440 ",+3,"1,209,738",+810,"78,594",4,"170,284","1,239","50,415,048","6,615,094","7,621,214 ",Asia
Morocco,"1,251,766",+469,"16,189 ",+5,"1,222,236","+1,984","13,341",293,"33,112",428,"12,118,431","320,558","37,804,208 ",Africa
Bulgaria,"1,187,138","+2,292","37,301 ",+7,"1,136,975","+1,545","12,862",32,"173,516","5,452","10,186,273","1,488,855","6,841,682 ",Europe
Finland,"1,171,034",,"5,012 ",,"1,120,330",,"45,692",21,"210,682",902,"11,129,795","2,002,375","5,558,297 ",Europe
Croatia,"1,168,191",+80,"16,158 ",+2,"1,143,556","+1,362","8,477",20,"288,187","3,986","4,998,397","1,233,079","4,053,589 ",Europe
Lebanon,"1,142,644","+1,850","10,491 ",+2,"1,087,587",,"44,566",186,"168,954","1,551","4,795,578","709,086","6,763,046 ",Asia
Tunisia,"1,110,460","+3,905","28,925 ",+17,N/A,N/A,N/A,29,"91,992","2,396","4,743,992","393,000","12,071,223 ",Africa
Cuba,"1,106,879",+81,"8,529 ",,"1,097,965",+50,385,23,"97,846",754,"13,997,964","1,237,389","11,312,499 ",North America
Lithuania,"1,074,685",+92,"9,191 ",+1,"1,038,300",,"27,194",6,"406,340","3,475","10,029,476","3,792,162","2,644,791 ",Europe
Slovenia,"1,060,853",+508,"6,667 ",,"1,034,837",+288,"19,349",20,"510,143","3,206","2,694,049","1,295,514","2,079,522 ",Europe
Belarus,"994,037",,"7,118 ",,"985,592",,"1,327",,"105,267",754,"13,646,641","1,445,163","9,442,976 ",Europe
Guatemala,"985,245",+768,"18,839 ",+17,"893,334","+1,760","73,072",5,"52,991","1,013","5,152,424","277,124","18,592,517 ",North America
Nepal,"981,794",+386,"11,954 ",+1,"968,064",+48,"1,776",,"32,502",396,"5,787,357","191,588","30,207,272 ",Asia
UAE,"974,802","+1,386","2,325 ",,"955,076","+1,382","17,401",,"96,187",229,"174,326,021","17,201,256","10,134,494 ",Asia
Bolivia,"969,652","+1,440","21,982 ",+3,"905,056","+2,457","42,614",220,"80,816","1,832","2,705,422","225,484","11,998,273 ",South America
Uruguay,"967,808",,"7,387  ",,"958,402",,"2,019",18,"276,650","2,112","6,114,822","1,747,933","3,498,316 ",South America
Panama,"942,083",,"8,395 ",,"922,313",,"11,375",16,"211,537","1,885","6,695,106","1,503,332","4,453,510 ",North America
Ecuador,"936,227",+406,"35,774 ",,"877,685","+2,272","22,768",759,"51,468","1,967","2,470,170","135,796","18,190,301 ",South America
Mongolia,"930,677",,"2,179 ",,N/A,N/A,N/A,192,"274,850",644,"4,030,048","1,190,164","3,386,128 ",Asia
Costa Rica,"904,934",,"8,525 ",,"860,711",,"35,698",52,"174,390","1,643","4,659,757","897,984","5,189,133 ",North America
Latvia,"846,530","+1,550","5,875 ",,"831,322",+923,"9,333",1,"459,162","3,187","7,368,092","3,996,485","1,843,643 ",Europe
Saudi Arabia,"804,570",+806,"9,233 ",+1,"788,371",+405,"6,966",145,"22,398",257,"43,704,864","1,216,682","35,921,358 ",Asia
Azerbaijan,"794,656",+68,"9,723 ",,"784,032",+34,901,,"76,958",942,"7,004,415","678,338","10,325,846 ",Asia
Paraguay,"688,820",,"19,083 ",,"647,415",,"22,322",6,"94,210","2,610","2,646,163","361,918","7,311,502 ",South America
Sri Lanka,"664,510",+62,"16,528 ",,"647,457",+3,525,,"30,769",765,"6,486,117","300,330","21,596,615 ",Asia
Bahrain,"650,625","+1,224","1,506 ",,"637,954","+1,200","11,165",14,"357,018",826,"10,121,898","5,554,204","1,822,385 ",Asia
Kuwait,"648,216",,"2,556 ",,"641,752",,"3,908",6,"147,336",581,"8,242,720","1,873,524","4,399,581 ",Asia
Dominican Republic,"622,432",+496,"4,383 ",,"613,029",+350,"5,020",27,"56,226",396,"3,558,356","321,438","11,070,112 ",North America
Myanmar,"613,838",+22,"19,434 ",,"592,744",+8,"1,660",,"11,129",352,"8,463,296","153,446","55,154,801 ",Asia
Palestine,"592,699",,"5,360 ",,"582,977",,"4,362",17,"110,917","1,003","3,078,533","576,111","5,343,644 ",Asia
Estonia,"582,614",,"2,608  ",,"523,576",,"56,430",6,"438,597","1,963","3,424,969","2,578,350","1,328,357 ",Europe
Cyprus,"545,896",,"1,086 ",,"124,370",,"420,440",60,"445,516",886,"9,477,138","7,734,476","1,225,311 ",Asia
Venezuela,"530,649",+247,"5,748 ",,"521,308",+265,"3,593",36,"18,770",203,"3,359,014","118,813","28,271,443 ",South America
Moldova,"520,321",,"11,567 ",,"504,142",,"4,612",49,"129,600","2,881","3,216,305","801,108","4,014,821 ",Europe
Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,852",232,"3,693,367","34,752","106,276,966 ",Africa
Libya,"502,642",+353,"6,431 ",+1,"490,973",,"5,238",101,"71,174",911,"2,477,219","350,774","7,062,153 ",Africa
Ethiopia,"491,172",+86,"7,562 ",+1,"468,296",+189,"15,314",40,"4,067",63,"5,104,319","42,261","120,780,174 ",Africa
Honduras,"432,139","+1,467","10,919 ",+7,"132,498",,"288,722",105,"42,257","1,068","1,420,311","138,887","10,226,388 ",North America
Réunion,"429,237",,825 ,,"418,572",,"9,840",10,"472,540",908,"1,603,660","1,765,442","908,362 ",Africa
Armenia,"424,400",+629,"8,629 ",,"412,661",,"3,110",,"142,677","2,901","3,109,931","1,045,512","2,974,553 ",Asia
Qatar,"396,344","+1,293",680 ,,"388,069",+567,"7,595",6,"141,158",242,"3,705,011","1,319,540","2,807,805 ",Asia
Oman,"391,641",,"4,260 ",,"384,669",,"2,712",2,"72,905",793,"25,000,000","4,653,843","5,371,905 ",Asia
Bosnia and Herzegovina,"381,150",+401,"15,819 ",+2,N/A,N/A,N/A,,"117,669","4,884","1,802,616","556,507","3,239,162 ",Europe
Kenya,"336,798",+58,"5,668 ",,"329,901",+228,"1,229",2,"5,994",101,"3,797,731","67,587","56,190,633 ",Africa
Zambia,"328,333",+339,"4,013 ",+4,"322,845",+426,"1,475",4,"16,893",206,"3,589,883","184,707","19,435,583 ",Africa
Botswana,"324,841",,"2,760 ",,"321,024",,"1,057",1,"132,663","1,127","2,026,898","827,773","2,448,615 ",Africa
North Macedonia,"319,037",+899,"9,339 ",,"306,979",+670,"2,719",,"153,148","4,483","2,082,678","999,750","2,083,199 ",Europe
Albania,"296,732",+427,"3,518 ",+1,"284,013",+789,"9,201",,"103,341","1,225","1,866,752","650,123","2,871,381 ",Europe
Luxembourg,"274,524",,"1,102 ",,"259,768",,"13,654",,"424,447","1,704","4,349,750","6,725,228","646,781 ",Europe
Algeria,"266,487",+42,"6,875 ",,"178,804",+19,"80,808",6,"5,861",151,"230,861","5,077","45,468,494 ",Africa
Nigeria,"259,007",,"3,144 ",,"250,485",,"5,378",11,"1,196",15,"5,349,305","24,699","216,575,538 ",Africa
Zimbabwe,"256,158",+21,"5,568 ",+1,"250,059",+54,531,12,"16,737",364,"2,429,878","158,765","15,304,881 ",Africa
Montenegro,"247,609",+430,"2,732 ",+2,"240,795",+276,"4,082",6,"394,139","4,349","2,519,568","4,010,595","628,228 ",Europe
Uzbekistan,"242,305",+69,"1,637 ",,"239,196",+53,"1,472",23,"7,031",48,"1,377,915","39,986","34,460,020 ",Asia
Mozambique,"229,077",+39,"2,215 ",,"226,438",+64,424,11,"6,932",67,"1,360,359","41,168","33,044,045 ",Africa
Laos,"210,546",+18,757 ,,N/A,N/A,N/A,,"28,106",101,"1,233,207","164,620","7,491,215 ",Asia
Martinique,"207,969",,987 ,,104,,"206,878",8,"555,071","2,634","828,928","2,212,416","374,671 ",North America
Kyrgyzstan,"201,329",,"2,991 ",,"196,406",,"1,932",131,"29,853",444,"1,907,195","282,796","6,744,066 ",Asia
Iceland,"200,139",+135,179 ,,N/A,N/A,N/A,1,"578,828",518,"1,979,580","5,725,201","345,766 ",Europe
Brunei ,"186,440","+1,685",225 ,,"164,116",,"22,099",,"417,994",504,"717,784","1,609,255","446,035 ",Asia
Maldives,"183,908",+417,307 ,,"163,687",,"19,914",25,"328,412",548,"2,213,831","3,953,333","559,991 ",Asia
Afghanistan,"183,770",+153,"7,734 ",+2,"165,749",+91,"10,287","1,124","4,513",190,"1,015,340","24,935","40,719,117 ",Asia
El Salvador,"180,970",,"4,177 ",+3,"165,895",,"10,898",8,"27,616",637,"2,368,512","361,437","6,553,047 ",North America
Guadeloupe,"175,348",,958 ,,"2,250",,"172,140",19,"438,081","2,393","938,039","2,343,551","400,264 ",North America
Namibia,"169,253",,"4,065 ",,"164,813",,375,,"64,235","1,543","1,062,663","403,303","2,634,899 ",Africa
Trinidad and Tobago,"169,227",+47,"4,039  ",+1,"159,174",+133,"6,014",18,"120,126","2,867","783,472","556,150","1,408,743 ",North America
Uganda,"168,776",+13,"3,627 ",,"100,420",,"64,729",5,"3,466",74,"2,982,670","61,256","48,691,572 ",Africa
Ghana,"167,215",,"1,456 ",,"165,153",,606,2,"5,161",45,"2,479,277","76,526","32,397,817 ",Africa
Jamaica,"144,881",+114,"3,173 ",+2,"92,449",+123,"49,259",,"48,495","1,062","1,140,821","381,857","2,987,564 ",North America
Cambodia,"136,477",+22,"3,056 ",,"133,302",+11,119,,"7,939",178,"3,005,631","174,831","17,191,602 ",Asia
Rwanda,"131,906",+26,"1,466 ",+2,"45,522",,"84,918",,"9,693",108,"5,620,449","413,024","13,608,029 ",Africa
Cameroon,"120,068",,"1,931 ",,"117,791",,346,13,"4,304",69,"1,751,774","62,798","27,895,575 ",Africa
Malta,"111,149",+182,773 ,+1,"103,974",+486,"6,402",4,"250,367","1,741","2,001,696","4,508,893","443,944 ",Europe
Angola,"102,209",+308,"1,912 ",+3,"97,149",,"3,148",,"2,924",55,"1,499,795","42,907","34,954,504 ",Africa
