"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,225207.0,35.0,5226.0,,219067.0,72.0,914.0,9.0,156.0,4.0,160000000.0,111163.0,1439323776.0,Asia
USA,87986145.0,17326.0,1038293.0,28.0,83765122.0,68107.0,3182730.0,3006.0,262796.0,3101.0,1042417099.0,3113476.0,334808183.0,North America
India,43296692.0,12899.0,524855.0,15.0,42699363.0,8518.0,72474.0,698.0,30781.0,373.0,856910352.0,609204.0,1406606484.0,Asia
Brazil,31693502.0,20127.0,669062.0,94.0,30310772.0,,713668.0,8318.0,147055.0,3104.0,63776166.0,295915.0,215521895.0,South America
France,30079458.0,,149039.0,,29313959.0,,616460.0,869.0,458831.0,2273.0,271490188.0,4141305.0,65556668.0,Europe
Germany,27204478.0,80019.0,140292.0,,26150000.0,17900.0,914186.0,668.0,322675.0,1664.0,122332384.0,1450998.0,84309162.0,Europe
UK,22472503.0,,179537.0,,22070245.0,,222721.0,146.0,327658.0,2618.0,522526476.0,7618651.0,68585170.0,Europe
Russia,18395179.0,3382.0,380401.0,68.0,17819395.0,4371.0,195383.0,2300.0,125945.0,2604.0,273400000.0,1871870.0,146057130.0,Europe
S. Korea,18270481.0,6838.0,24427.0,11.0,18079222.0,17167.0,166832.0,71.0,355764.0,476.0,15804065.0,307737.0,51355681.0,Asia
Italy,17848634.0,38700.0,167703.0,45.0,17116187.0,45956.0,564744.0,193.0,296058.0,2782.0,224097705.0,3717147.0,60287555.0,Europe
Turkey,15085742.0,,98996.0,,14986340.0,,406.0,975.0,175174.0,1150.0,162743369.0,1889762.0,86118466.0,Asia
Spain,12563399.0,,107482.0,,12058724.0,,397193.0,339.0,268504.0,2297.0,471036328.0,10066970.0,46790279.0,Europe
Vietnam,10737107.0,699.0,43083.0,,9597375.0,5889.0,1096649.0,55.0,108395.0,435.0,85823796.0,866419.0,99055779.0,Asia
Argentina,9313453.0,,128994.0,,9080397.0,8314.0,104062.0,344.0,202427.0,2804.0,35716069.0,776286.0,46008927.0,South America
Japan,9123102.0,14779.0,31003.0,23.0,8948542.0,18690.0,143557.0,39.0,72568.0,247.0,55377876.0,440494.0,125717572.0,Asia
Netherlands,8122258.0,,22343.0,,8050361.0,,49554.0,35.0,471972.0,1298.0,21107399.0,1226518.0,17209199.0,Europe
Australia,7780940.0,26927.0,9332.0,64.0,7560137.0,24215.0,211471.0,103.0,298349.0,358.0,73121709.0,2803747.0,26079991.0,Australia/Oceania
Iran,7234597.0,74.0,141363.0,2.0,7060283.0,186.0,32951.0,305.0,84025.0,1642.0,52298398.0,607409.0,86100836.0,Asia
Colombia,6131657.0,,139918.0,,5952212.0,,39527.0,342.0,118038.0,2694.0,35304331.0,679632.0,51946264.0,South America
Indonesia,6066908.0,1264.0,156684.0,5.0,5902162.0,523.0,8062.0,2771.0,21730.0,561.0,99937274.0,357948.0,279194636.0,Asia
Poland,6011174.0,255.0,116393.0,3.0,5335595.0,7.0,559186.0,408.0,159172.0,3082.0,36432421.0,964705.0,37765358.0,Europe
Mexico,5862554.0,9958.0,325359.0,19.0,5106424.0,3509.0,430771.0,4798.0,44552.0,2473.0,16254828.0,123527.0,131588765.0,North America
Ukraine,5014929.0,,108605.0,,,,,177.0,116036.0,2513.0,19521252.0,451684.0,43218846.0,Europe
Portugal,5005783.0,,23746.0,,4424499.0,29559.0,557538.0,61.0,493743.0,2342.0,42825431.0,4224068.0,10138434.0,Europe
DPRK,4601790.0,20370.0,73.0,,4565320.0,24930.0,36397.0,,176990.0,3.0,,,26000309.0,Asia
Malaysia,4538922.0,2127.0,35732.0,1.0,4476828.0,1390.0,26362.0,23.0,136801.0,1077.0,60563509.0,1825353.0,33179072.0,Asia
Thailand,4497152.0,2272.0,30448.0,23.0,4445392.0,1964.0,21312.0,1496.0,64114.0,434.0,17270775.0,246221.0,70143346.0,Asia
Austria,4322873.0,5407.0,18728.0,7.0,4247445.0,3234.0,56700.0,34.0,474668.0,2056.0,189308093.0,20786752.0,9107151.0,Europe
Israel,4226253.0,5721.0,10896.0,14.0,4168056.0,7526.0,47301.0,147.0,453169.0,1168.0,41373364.0,4436346.0,9326000.0,Asia
Belgium,4187940.0,,31856.0,,4100205.0,,55879.0,65.0,358295.0,2725.0,34276446.0,2932490.0,11688511.0,Europe
South Africa,3985606.0,960.0,101598.0,9.0,3869435.0,1176.0,14573.0,192.0,65580.0,1672.0,25583173.0,420950.0,60774837.0,Africa
Czechia,3925169.0,438.0,40307.0,,3882912.0,333.0,1950.0,4.0,365202.0,3750.0,55485857.0,5162470.0,10747929.0,Europe
Canada,3910211.0,,41723.0,,3549531.0,,318957.0,230.0,101852.0,1087.0,62248644.0,1621439.0,38390978.0,North America
Chile,3882425.0,11678.0,58226.0,32.0,3565695.0,6916.0,258504.0,168.0,199734.0,2995.0,39796149.0,2047345.0,19437934.0,South America
Philippines,3695652.0,585.0,60467.0,,3631009.0,237.0,4176.0,428.0,32868.0,538.0,30541726.0,271625.0,112440742.0,Asia
Switzerland,3684270.0,,13975.0,,3630732.0,1457.0,39563.0,38.0,419682.0,1592.0,21211193.0,2416207.0,8778716.0,Europe
Peru,3597866.0,1489.0,213382.0,8.0,3372007.0,1965.0,12477.0,147.0,106218.0,6300.0,31164971.0,920070.0,33872399.0,South America
Greece,3539423.0,7163.0,30079.0,9.0,3443071.0,5141.0,66273.0,99.0,342859.0,2914.0,84116232.0,8148214.0,10323272.0,Europe
Taiwan,3244440.0,53694.0,5049.0,181.0,1887384.0,76431.0,1352007.0,,135743.0,211.0,20111468.0,841439.0,23901283.0,Asia
Denmark,2996713.0,,6421.0,,2979887.0,,10405.0,8.0,513823.0,1101.0,127563416.0,21872297.0,5832191.0,Europe
