"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,224793.0,134.0,5226.0,,218704.0,57.0,863.0,21.0,156.0,4.0,160000000.0,111163.0,1439323776.0,Asia
USA,87375424.0,46031.0,1035967.0,46.0,83160719.0,75264.0,3178738.0,2812.0,260996.0,3095.0,1039618470.0,3105411.0,334776423.0,North America
India,43232004.0,9987.0,524771.0,10.0,42657335.0,4592.0,49898.0,698.0,30740.0,373.0,854859461.0,607842.0,1406384242.0,Asia
Brazil,31456865.0,7192.0,668177.0,43.0,30182173.0,,606515.0,8318.0,145973.0,3101.0,63776166.0,295949.0,215497163.0,South America
France,29849919.0,79397.0,148749.0,,29210587.0,4386.0,490583.0,869.0,455346.0,2269.0,271490188.0,4141455.0,65554307.0,Europe
Germany,26847783.0,359.0,140183.0,3.0,25882900.0,12100.0,824700.0,631.0,318461.0,1663.0,122332384.0,1451073.0,84304782.0,Europe
UK,22401172.0,9410.0,179255.0,19.0,22036940.0,8505.0,184977.0,188.0,326646.0,2614.0,522526476.0,7619299.0,68579336.0,Europe
Russia,18376587.0,3403.0,380020.0,65.0,17794561.0,3480.0,202006.0,2300.0,125819.0,2602.0,273400000.0,1871883.0,146056108.0,Europe
S. Korea,18225460.0,7382.0,24371.0,20.0,17993572.0,23928.0,207517.0,98.0,354892.0,475.0,15804065.0,307742.0,51354960.0,Asia
Italy,17653672.0,19065.0,167391.0,26.0,16863770.0,18036.0,622511.0,183.0,292817.0,2776.0,223025536.0,3699274.0,60289007.0,Europe
Turkey,15072747.0,,98965.0,,14971256.0,,2526.0,975.0,175054.0,1149.0,162743369.0,1890088.0,86103597.0,Asia
Spain,12478994.0,,107108.0,,11939322.0,,432564.0,339.0,266702.0,2289.0,471036328.0,10067034.0,46789983.0,Europe
Vietnam,10731812.0,568.0,43083.0,,9553193.0,5274.0,1135536.0,24.0,108357.0,435.0,85819388.0,866500.0,99041436.0,Asia
Argentina,9313453.0,5263.0,128994.0,3.0,8895999.0,,288460.0,344.0,202457.0,2804.0,35716069.0,776400.0,46002135.0,South America
Japan,9038604.0,14684.0,30879.0,13.0,8844362.0,19348.0,163363.0,66.0,71892.0,246.0,53936990.0,429011.0,125723891.0,Asia
Netherlands,8106153.0,1893.0,22336.0,2.0,8043511.0,1425.0,40306.0,33.0,471053.0,1298.0,21107399.0,1226563.0,17208579.0,Europe
Australia,7615399.0,20865.0,9047.0,23.0,7388112.0,17550.0,218240.0,96.0,292056.0,347.0,72736713.0,2789504.0,26075142.0,Australia/Oceania
Iran,7233688.0,160.0,141350.0,1.0,7058972.0,307.0,33366.0,372.0,84031.0,1642.0,52298398.0,607533.0,86083213.0,Asia
Colombia,6117847.0,,139894.0,,5943925.0,,34028.0,342.0,117793.0,2694.0,35175528.0,677268.0,51937378.0,South America
Indonesia,6060488.0,551.0,156643.0,2.0,5899111.0,353.0,4734.0,2771.0,21711.0,561.0,99560389.0,356659.0,279147249.0,Asia
Poland,6010045.0,56.0,116371.0,,5335557.0,6.0,558117.0,408.0,159139.0,3081.0,36410576.0,964109.0,37766035.0,Europe
Mexico,5821262.0,6396.0,325186.0,42.0,5085666.0,2287.0,410410.0,4798.0,44246.0,2472.0,16143751.0,122704.0,131566572.0,North America
Ukraine,5014929.0,,108605.0,,,,,177.0,116024.0,2513.0,19521252.0,451639.0,43223130.0,Europe
Portugal,4917127.0,,23531.0,,4262140.0,24287.0,631456.0,61.0,484975.0,2321.0,42825431.0,4223865.0,10138920.0,Europe
Malaysia,4526298.0,1571.0,35712.0,1.0,4468191.0,1887.0,22395.0,26.0,136448.0,1077.0,60330396.0,1818699.0,33172274.0,Asia
Thailand,4484863.0,2474.0,30337.0,20.0,4432199.0,4236.0,22327.0,1496.0,63941.0,433.0,17270775.0,246231.0,70140482.0,Asia
DPRK,4432800.0,40070.0,72.0,1.0,4361560.0,46050.0,71168.0,,170502.0,3.0,,,25998461.0,Asia
Austria,4291416.0,2989.0,18697.0,3.0,4228720.0,2260.0,43999.0,33.0,471257.0,2053.0,188725160.0,20724658.0,9106310.0,Europe
Israel,4183485.0,3697.0,10882.0,11.0,4144910.0,4434.0,27693.0,150.0,448583.0,1167.0,41373364.0,4436346.0,9326000.0,Asia
Belgium,4170252.0,,31816.0,,4084581.0,4831.0,53855.0,66.0,356807.0,2722.0,34197937.0,2925980.0,11687686.0,Europe
South Africa,3978590.0,962.0,101484.0,7.0,3854873.0,1204.0,22233.0,192.0,65478.0,1670.0,25495097.0,419585.0,60762580.0,Africa
Czechia,3922969.0,89.0,40303.0,2.0,3881521.0,229.0,1145.0,4.0,365009.0,3750.0,55461297.0,5160341.0,10747604.0,Europe
Canada,3897450.0,659.0,41519.0,2.0,3545851.0,695.0,310080.0,252.0,101534.0,1082.0,62220040.0,1620923.0,38385559.0,North America
Chile,3820009.0,11039.0,58095.0,19.0,3537892.0,4849.0,224022.0,152.0,196551.0,2989.0,39375938.0,2026007.0,19435247.0,South America
Philippines,3693222.0,308.0,60461.0,,3629843.0,195.0,2918.0,440.0,32853.0,538.0,30426763.0,270660.0,112416830.0,Asia
Switzerland,3667742.0,,13967.0,,3622528.0,1838.0,31247.0,44.0,417849.0,1591.0,21153745.0,2409947.0,8777680.0,Europe
Peru,3590882.0,1100.0,213324.0,8.0,3367031.0,288.0,10527.0,140.0,106036.0,6299.0,31006663.0,915600.0,33864868.0,South America
Greece,3500489.0,3682.0,30020.0,8.0,3423217.0,5276.0,47252.0,110.0,339060.0,2908.0,83576762.0,8095305.0,10324103.0,Europe
Denmark,2990478.0,,6404.0,,2976888.0,442.0,7186.0,9.0,512783.0,1098.0,127515122.0,21865265.0,5831858.0,Europe
Romania,2912705.0,168.0,65714.0,1.0,2842600.0,292.0,4391.0,48.0,153395.0,3461.0,23326374.0,1228461.0,18988290.0,Europe
Taiwan,2892253.0,50647.0,4171.0,163.0,1382576.0,66016.0,1505506.0,,121012.0,175.0,19545394.0,817779.0,23900579.0,Asia
Sweden,2510930.0,,19016.0,,2486127.0,676.0,5787.0,6.0,245647.0,1860.0,18622701.0,1821879.0,10221702.0,Europe
Iraq,2329813.0,151.0,25222.0,,2303211.0,152.0,1380.0,11.0,55502.0,601.0,18642914.0,444121.0,41977141.0,Asia
Serbia,2020338.0,165.0,16101.0,2.0,1999903.0,290.0,4334.0,12.0,233054.0,1857.0,9786426.0,1128903.0,8668966.0,Europe
Bangladesh,1954115.0,109.0,29131.0,,1905266.0,91.0,19718.0,1328.0,11640.0,174.0,14184474.0,84492.0,167879547.0,Asia
Hungary,1921486.0,,46571.0,,1853094.0,,21821.0,8.0,199891.0,4845.0,11394556.0,1185368.0,9612671.0,Europe
Slovakia,1791192.0,68.0,20116.0,2.0,1769323.0,84.0,1753.0,17.0,327770.0,3681.0,7158886.0,1310004.0,5464783.0,Europe
Jordan,1697271.0,,14068.0,,1682962.0,,241.0,124.0,163198.0,1353.0,16834239.0,1618665.0,10400076.0,Asia
Georgia,1658240.0,,16826.0,,1637293.0,,4121.0,,417243.0,4234.0,16920079.0,4257392.0,3974283.0,Asia
Ireland,1570519.0,,7383.0,,1546833.0,1333.0,16303.0,24.0,311300.0,1463.0,12282059.0,2434488.0,5045028.0,Europe
Pakistan,1531177.0,67.0,30381.0,,1496123.0,,4673.0,47.0,6680.0,133.0,28738295.0,125368.0,229230939.0,Asia
Norway,1436855.0,96.0,3210.0,,1429477.0,244.0,4168.0,20.0,261073.0,583.0,11002430.0,1999111.0,5503661.0,Europe
Singapore,1341256.0,2503.0,1397.0,,1260635.0,3349.0,79224.0,4.0,225808.0,235.0,23877882.0,4019980.0,5939801.0,Asia
Kazakhstan,1305862.0,13.0,13662.0,,1292103.0,10.0,97.0,24.0,67966.0,711.0,11575012.0,602445.0,19213392.0,Asia
New Zealand,1237979.0,4529.0,1261.0,7.0,1194784.0,4472.0,41934.0,,247492.0,252.0,71423774.0,14278758.0,5002100.0,Australia/Oceania
Hong Kong,1219175.0,814.0,9390.0,,1196929.0,278.0,12856.0,5.0,160097.0,1233.0,49428776.0,6490771.0,7615239.0,Asia
Morocco,1175604.0,500.0,16082.0,,1153738.0,233.0,5784.0,293.0,31133.0,426.0,11738659.0,310866.0,37761188.0,Africa
Bulgaria,1166901.0,42.0,37196.0,,1061038.0,17.0,68667.0,26.0,170430.0,5433.0,10046216.0,1467287.0,6846797.0,Europe
Croatia,1139816.0,204.0,16019.0,3.0,1121901.0,294.0,1896.0,5.0,281015.0,3949.0,4904530.0,1209184.0,4056066.0,Europe
Finland,1114573.0,,4714.0,,,,,21.0,200555.0,848.0,10977262.0,1975233.0,5557453.0,Europe
Cuba,1105612.0,20.0,8529.0,,1096919.0,19.0,164.0,23.0,97728.0,754.0,13852049.0,1224417.0,11313177.0,North America
Lebanon,1101109.0,238.0,10445.0,1.0,1087356.0,,3308.0,186.0,162741.0,1544.0,4795578.0,708772.0,6766038.0,Asia
Lithuania,1064046.0,31.0,9153.0,,1037319.0,77.0,17574.0,8.0,401755.0,3456.0,9989932.0,3771924.0,2648498.0,Europe
Tunisia,1043540.0,,28648.0,,,,,29.0,86536.0,2376.0,4640840.0,384842.0,12059066.0,Africa
