"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,214243.0,5659.0,4975.0,52.0,180951.0,2796.0,28317.0,417.0,149.0,3.0,160000000.0,111163.0,1439323776.0,Asia
USA,83042156.0,64262.0,1020718.0,282.0,80655525.0,32122.0,1365913.0,1562.0,248225.0,3051.0,1005251244.0,3004844.0,334543517.0,North America
India,43075864.0,3378.0,523803.0,50.0,42533377.0,2755.0,18684.0,698.0,30664.0,373.0,836945383.0,595795.0,1404754469.0,Asia
Brazil,30433042.0,14122.0,663484.0,195.0,29507557.0,8135.0,262001.0,8318.0,141341.0,3081.0,63776166.0,296198.0,215315795.0,South America
France,28595803.0,52919.0,145869.0,158.0,26694010.0,141558.0,1755924.0,1677.0,436331.0,2226.0,266484045.0,4066162.0,65536993.0,Europe
Germany,24704597.0,96523.0,135794.0,186.0,22227600.0,139300.0,2341203.0,1446.0,293151.0,1611.0,122332384.0,1451626.0,84272659.0,Europe
UK,22038340.0,7332.0,174912.0,216.0,21168418.0,37580.0,695010.0,302.0,321556.0,2552.0,517337635.0,7548346.0,68536553.0,Europe
Russia,18174991.0,7710.0,375727.0,161.0,17528963.0,11041.0,270301.0,2300.0,124445.0,2573.0,273400000.0,1871979.0,146048611.0,Europe
S. Korea,17194616.0,50551.0,22724.0,136.0,,,,526.0,334853.0,443.0,15804065.0,307773.0,51349673.0,Asia
Italy,16409598.0,59276.0,163377.0,133.0,14998689.0,60951.0,1247532.0,371.0,272134.0,2709.0,213390610.0,3538836.0,60299653.0,Europe
Turkey,15030321.0,1924.0,98760.0,9.0,14927975.0,,3586.0,975.0,174782.0,1148.0,158905150.0,1847851.0,85994556.0,Asia
Spain,11896152.0,20899.0,104456.0,77.0,11389694.0,14081.0,402002.0,339.0,254257.0,2233.0,471036328.0,10067500.0,46787813.0,Europe
Vietnam,10644700.0,6068.0,43038.0,1.0,9245528.0,3225.0,1356134.0,594.0,107591.0,435.0,85796776.0,867192.0,98936255.0,Asia
