"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"225,638",+33,"5,226 ",,"219,980",+65,432,1,157,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"89,404,295","+114,025","1,042,998 ",+373,"84,916,391","+81,865","3,444,906","3,333","266,981","3,115","1,052,320,789","3,142,460","334,871,703 ",North America
India,"43,471,282","+19,118","525,139 ",+23,"42,836,906","+14,413","109,237",698,"30,895",373,"862,375,489","612,896","1,407,050,968 ",Asia
Brazil,"32,358,451","+75,106","671,466 ",+272,"30,846,850","+81,927","840,135","8,318","150,106","3,115","63,776,166","295,847","215,571,359 ",South America
France,"31,083,859","+133,346","149,533 ",+42,"29,621,031","+17,104","1,313,295",869,"474,118","2,281","271,490,188","4,141,007","65,561,390 ",Europe
Germany,"28,293,960","+113,099","141,189 ",+84,"26,702,200","+53,200","1,450,571",934,"335,563","1,674","122,332,384","1,450,847","84,317,923 ",Europe
UK,"22,720,345","+22,908","180,330 ",+85,"22,145,514","+6,505","394,501",146,"331,216","2,629","522,526,476","7,617,355","68,596,839 ",Europe
Italy,"18,523,677","+83,840","168,353 ",+59,"17,469,969","+34,599","885,355",261,"307,270","2,793","226,896,830","3,763,758","60,284,652 ",Europe
Russia,"18,430,239","+3,106","381,112 ",+56,"17,858,217","+3,255","190,910","2,300","126,183","2,609","273,400,000","1,871,844","146,059,175 ",Europe
S. Korea,"18,359,341","+9,585","24,547 ",+10,"18,200,923","+7,375","133,871",54,"357,484",478,"15,804,065","307,729","51,357,123 ",Asia
Turkey,"15,123,331",,"99,032 ",,"15,005,249",,"19,050",975,"175,550","1,150","162,743,369","1,889,109","86,148,204 ",Asia
Spain,"12,790,136","+28,049","108,042 ",+68,"12,235,218","+8,430","446,876",339,"273,347","2,309","471,036,328","10,066,843","46,790,870 ",Europe
Vietnam,"10,746,470",+839,"43,087 ",,"9,681,318","+5,959","1,022,065",24,"108,458",435,"85,826,548","866,196","99,084,465 ",Asia
Argentina,"9,367,172",,"129,070 ",,"9,158,072","+5,262","80,030",344,"203,535","2,804","35,716,069","776,057","46,022,511 ",South America
Japan,"9,305,998","+23,346","31,266 ",+20,"9,123,012","+16,553","151,720",52,"74,030",249,"56,530,153","449,705","125,704,934 ",Asia
Netherlands,"8,184,172","+6,510","22,378 ",+8,"8,063,491","+1,325","98,303",50,"475,535","1,300","21,107,399","1,226,430","17,210,438 ",Europe
Australia,"8,127,226","+34,444","9,897 ",+60,"7,866,836","+21,626","250,493",99,"311,511",379,"73,967,291","2,835,116","26,089,688 ",Australia/Oceania
Iran,"7,238,126",+529,"141,389 ",+3,"7,062,657",+248,"34,080",176,"84,031","1,641","52,298,398","607,160","86,136,083 ",Asia
Colombia,"6,175,181","+3,409","140,070 ",+11,"5,984,546","+2,783","50,565",342,"118,836","2,696","35,539,516","683,925","51,964,035 ",South America
Indonesia,"6,088,460","+2,248","156,737 ",+6,"5,914,933","+1,626","16,790","2,771","21,800",561,"100,820,965","360,991","279,289,409 ",Asia
Poland,"6,014,991",+588,"116,424 ",,"5,335,662",+3,"562,905",408,"159,278","3,083","36,475,706","965,886","37,764,004 ",Europe
