"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"248,984",+175,"5,226 ",,"240,700",+300,"3,058",31,173,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"97,880,483","+33,277","1,081,633 ",+259,"94,444,019","+81,552","2,354,831","3,176","292,146","3,228","1,115,127,380","3,328,345","335,039,646 ",North America
India,"44,563,337","+4,912","528,487 ",+38,"43,990,414","+5,719","44,436",698,"31,601",375,"893,048,257","633,278","1,410,199,394 ",Asia
France,"35,087,657","+37,524","154,887 ",+33,"34,424,989","+15,567","507,781",869,"534,915","2,361","271,490,188","4,138,896","65,594,837 ",Europe
Brazil,"34,666,387","+6,861","685,816 ",+91,"33,795,688","+6,964","184,883","8,318","160,551","3,176","63,776,166","295,367","215,921,729 ",South America
Germany,"32,952,050","+46,964","149,458 ",+90,"32,102,100","+30,600","700,492","1,406","390,520","1,771","122,332,384","1,449,780","84,379,978 ",Europe
S. Korea,"24,565,021","+29,081","28,077 ",+68,"23,578,731","+37,489","958,213",399,"478,223",547,"15,804,065","307,668","51,367,337 ",Asia
UK,"23,621,952",,"189,919 ",,"23,319,505","+3,434","112,528",146,"343,945","2,765","522,526,476","7,608,188","68,679,488 ",Europe
Italy,"22,262,452","+21,083","176,824 ",+49,"21,668,862","+17,003","416,766",134,"369,415","2,934","245,656,409","4,076,332","60,264,085 ",Europe
Japan,"20,918,843","+78,058","44,177 ",+106,"20,127,925","+68,748","746,741",262,"166,531",352,"75,816,298","603,559","125,615,411 ",Asia
Russia,"20,694,894","+53,335","386,551 ",+104,"19,652,187","+57,625","656,156","2,300","141,674","2,646","273,400,000","1,871,658","146,073,658 ",Europe
Turkey,"16,873,793",,"101,139 ",,"16,732,078","+3,205","40,576",975,"195,392","1,171","162,743,369","1,884,501","86,358,852 ",Asia
Spain,"13,403,502","+3,436","114,009 ",+54,"13,207,520","+2,201","81,973",339,"286,430","2,436","471,036,328","10,065,941","46,795,062 ",Europe
