"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,224171.0,37.0,5226.0,,216898.0,286.0,2047.0,116.0,156.0,4.0,160000000.0,111163.0,1439323776.0,Asia
USA,86347382.0,106158.0,1033053.0,286.0,82394181.0,68386.0,2920148.0,2636.0,257966.0,3086.0,1032706899.0,3085254.0,334723490.0,North America
India,43169599.0,3861.0,524651.0,10.0,42622757.0,2363.0,22191.0,698.0,30704.0,373.0,851338595.0,605498.0,1406013839.0,Asia
Brazil,31101290.0,41273.0,666978.0,130.0,30054599.0,16399.0,379713.0,8318.0,144351.0,3096.0,63776166.0,296006.0,215455943.0,South America
France,29570762.0,25365.0,148426.0,41.0,28981958.0,32715.0,440378.0,1173.0,451115.0,2264.0,271490188.0,4141703.0,65550372.0,Europe
Germany,26469531.0,47396.0,139616.0,126.0,25459000.0,67800.0,870915.0,656.0,314001.0,1656.0,122332384.0,1451199.0,84297481.0,Europe
UK,22305893.0,,178749.0,,21945224.0,,181920.0,188.0,325303.0,2607.0,522526476.0,7620380.0,68569613.0,Europe
Russia,18339776.0,4262.0,379285.0,85.0,17749960.0,4976.0,210531.0,2300.0,125568.0,2597.0,273400000.0,1871905.0,146054404.0,Europe
S. Korea,18129313.0,9898.0,24212.0,15.0,17757864.0,25413.0,347237.0,176.0,353028.0,471.0,15804065.0,307749.0,51353759.0,Asia
Italy,17458213.0,17456.0,166835.0,79.0,16635215.0,30648.0,656163.0,226.0,289564.0,2767.0,221481403.0,3673514.0,60291426.0,Europe
Turkey,15072747.0,,98965.0,,14971256.0,,2526.0,975.0,175104.0,1150.0,162743369.0,1890632.0,86078815.0,Asia
Spain,12388916.0,14330.0,106695.0,101.0,11818121.0,14231.0,464100.0,339.0,264780.0,2280.0,471036328.0,10067140.0,46789490.0,Europe
Vietnam,10722634.0,1088.0,43080.0,1.0,9477660.0,5820.0,1201894.0,55.0,108290.0,435.0,85817715.0,866692.0,99017531.0,Asia
Argentina,9230573.0,,128889.0,,8895999.0,,205685.0,300.0,200705.0,2802.0,35716069.0,776591.0,45990815.0,South America
Japan,8872937.0,22655.0,30653.0,35.0,8600171.0,38163.0,242113.0,92.0,70569.0,244.0,52809454.0,420008.0,125734424.0,Asia
Netherlands,8088776.0,1524.0,22325.0,1.0,8030725.0,1755.0,35726.0,36.0,470071.0,1297.0,21107399.0,1226636.0,17207546.0,Europe
Australia,7345903.0,34985.0,8612.0,56.0,7078435.0,41718.0,258856.0,86.0,281808.0,330.0,72081769.0,2765243.0,26067061.0,Australia/Oceania
Iran,7232443.0,175.0,141318.0,,7052277.0,1253.0,38848.0,494.0,84046.0,1642.0,52298398.0,607740.0,86053840.0,Asia
Colombia,6108801.0,535.0,139866.0,1.0,5938044.0,278.0,30891.0,342.0,117652.0,2694.0,34922533.0,672589.0,51922569.0,South America
Indonesia,6055645.0,304.0,156600.0,6.0,5895940.0,334.0,3105.0,2771.0,21700.0,561.0,98796457.0,354023.0,279068272.0,Asia
Poland,6008059.0,220.0,116334.0,8.0,5335452.0,20.0,556273.0,408.0,159082.0,3080.0,36363115.0,962824.0,37767163.0,Europe
Mexico,5779027.0,3367.0,324951.0,26.0,5066281.0,1442.0,387795.0,4798.0,43937.0,2471.0,16005640.0,121689.0,131529584.0,North America
Ukraine,5011433.0,,108538.0,,,,,177.0,115924.0,2511.0,19521252.0,451564.0,43230271.0,Europe
Malaysia,4510196.0,1877.0,35680.0,2.0,4451308.0,1715.0,23208.0,26.0,136009.0,1076.0,60034400.0,1810395.0,33160944.0,Asia
Thailand,4457580.0,2560.0,30084.0,34.0,4391307.0,5605.0,36189.0,1496.0,63556.0,429.0,17270775.0,246248.0,70135710.0,Asia
Austria,4258906.0,3035.0,18659.0,1.0,4204515.0,2424.0,35732.0,48.0,467759.0,2049.0,187900569.0,20637281.0,9104909.0,Europe
Belgium,4158754.0,1855.0,31768.0,4.0,4039525.0,4057.0,87461.0,82.0,355865.0,2718.0,34126914.0,2920247.0,11686311.0,Europe
Israel,4146184.0,2462.0,10860.0,8.0,4118289.0,4717.0,17035.0,150.0,444583.0,1164.0,41373364.0,4436346.0,9326000.0,Asia
Portugal,4066674.0,,22583.0,,,,,61.0,401063.0,2227.0,42825431.0,4223529.0,10139728.0,Europe
South Africa,3963394.0,2970.0,101250.0,31.0,3821550.0,4548.0,40594.0,192.0,65249.0,1667.0,25314119.0,416747.0,60742150.0,Africa
Czechia,3920551.0,235.0,40289.0,,3879088.0,81.0,1174.0,7.0,364802.0,3749.0,55415660.0,5156354.0,10747063.0,Europe
Canada,3878664.0,5501.0,41225.0,122.0,3535907.0,1231.0,301532.0,306.0,101069.0,1074.0,62032975.0,1616430.0,38376528.0,North America
DPRK,3835420.0,96610.0,70.0,,3669950.0,108990.0,165400.0,,147542.0,3.0,,,25995381.0,Asia
