"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"231,266",+380,"5,226 ",,"223,770",+119,"2,270",1,161,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"94,070,684","+45,797","1,059,299 ",+142,"89,169,401","+127,943","3,841,984","4,479",,,"1,088,537,136",, ,North America
India,"44,174,650","+12,751","526,772 ",+42,"43,516,071","+16,412","131,807",698,"31,363",374,"878,188,162","623,494","1,408,495,540 ",Asia
France,"34,079,658","+5,090","152,711 ",+109,"33,015,897","+134,123","911,050",869,"519,691","2,329","271,490,188","4,140,038","65,576,736 ",Europe
Brazil,"34,035,780","+17,409","680,239 ",+188,"32,790,294","+58,588","565,247","8,318","157,769","3,153","63,776,166","295,627","215,732,117 ",South America
Germany,"31,307,020","+78,706","145,028 ",+170,"29,622,900","+120,200","1,539,092","1,406","371,172","1,719","122,332,384","1,450,357","84,346,395 ",Europe
UK,"23,368,899",,"185,052 ",,"22,883,651","+29,744","300,196",146,"340,482","2,696","522,526,476","7,613,146","68,634,760 ",Europe
Italy,"21,325,402","+11,975","173,249 ",+113,"20,097,986","+52,651","1,054,167",339,"353,801","2,874","238,831,686","3,962,353","60,275,215 ",Europe
S. Korea,"20,544,420","+55,292","25,292 ",+29,"18,983,817","+71,082","1,535,311",324,"399,994",492,"15,804,065","307,701","51,361,809 ",Asia
Russia,"18,730,561","+17,862","382,786 ",+45,"18,048,076","+8,721","299,699","2,300","128,234","2,621","273,400,000","1,871,759","146,065,820 ",Europe
Turkey,"16,295,817",,"99,678 ",,"15,875,121",,"321,018",975,"188,948","1,156","162,743,369","1,886,992","86,244,854 ",Asia
Japan,"14,248,541","+198,563","33,663 ",+154,"12,156,152","+169,947","2,058,726",555,"113,386",268,"64,789,685","515,579","125,663,859 ",Asia
Spain,"13,276,963","+3,593","111,277 ",+61,"12,834,467","+27,810","331,219",339,"283,739","2,378","471,036,328","10,066,429","46,792,793 ",Europe
Vietnam,"11,349,223","+1,705","43,094 ",,"9,982,345","+9,223","1,323,784",78,"114,433",435,"85,826,548","865,382","99,177,693 ",Asia
Australia,"9,658,112","+22,201","12,335 ",+14,"9,362,715","+31,608","283,062",154,"369,742",472,"76,847,478","2,941,958","26,121,204 ",Australia/Oceania
Argentina,"9,602,534",,"129,440 ",,"9,336,458","+11,331","136,636",456,"208,449","2,810","35,716,069","775,313","46,066,661 ",South America
Netherlands,"8,354,635","+1,225","22,528 ",+1,"8,214,723","+12,859","117,384",52,"485,326","1,309","21,107,399","1,226,143","17,214,466 ",Europe
Iran,"7,443,801","+3,379","142,515 ",+54,"7,112,890","+6,438","188,396","1,493","86,304","1,652","53,322,294","618,225","86,250,637 ",Asia
Mexico,"6,857,470","+3,290","328,320 ",+14,"6,034,876","+16,598","494,274","4,798","52,038","2,491","17,837,721","135,363","131,777,406 ",North America
Colombia,"6,278,998",,"141,075 ",,"6,096,946",,"40,977",342,"120,699","2,712","36,086,570","693,682","52,021,792 ",South America
Indonesia,"6,249,403","+4,425","157,113 ",+18,"6,042,657","+4,919","49,633","2,771","22,351",562,"104,536,662","373,883","279,597,422 ",Asia
Poland,"6,094,863",+594,"116,660 ",,"5,335,872",+3,"642,331","2,389","161,412","3,090","36,727,834","972,675","37,759,604 ",Europe
Portugal,"5,363,446","+1,009","24,697 ",+11,"5,228,001","+4,144","110,748",61,"529,236","2,437","43,527,258","4,295,039","10,134,310 ",Europe
Ukraine,"5,026,496",,"108,727 ",,"4,912,069",+208,"5,700",177,"116,401","2,518","19,521,252","452,065","43,182,427 ",Europe
Austria,"4,791,014","+3,523","19,200 ",+1,"4,689,678","+7,381","82,136",81,"525,659","2,107","193,951,281","21,279,892","9,114,298 ",Europe
Taiwan,"4,754,234","+15,378","9,255 ",+26,"4,300,651","+27,080","444,328",,"198,861",387,"23,084,808","965,598","23,907,272 ",Asia
Malaysia,"4,711,415","+2,863","36,032 ",+6,"4,631,508","+4,752","43,875",55,"141,753","1,084","62,799,980","1,889,468","33,236,854 ",Asia
Thailand,"4,607,451","+1,842","31,633 ",+34,"4,554,502","+2,015","21,316","1,496","65,663",451,"17,270,775","246,136","70,167,683 ",Asia
Israel,"4,605,463","+2,546","11,461 ",+5,"4,563,613","+3,154","30,389",310,"493,830","1,229","41,373,364","4,436,346","9,326,000 ",Asia
Greece,"4,577,675",,"31,722 ",,"4,353,814","+17,884","192,139",115,"443,736","3,075","90,048,917","8,728,873","10,316,213 ",Europe
Belgium,"4,444,819","+7,520","32,329 ",+33,"4,268,890","+6,306","143,600",108,"380,044","2,764","35,117,590","3,002,652","11,695,523 ",Europe
Chile,"4,314,459","+7,504","59,835 ",+35,"4,208,389","+7,532","46,235",174,"221,700","3,075","42,524,422","2,185,135","19,460,773 ",South America
Canada,"4,084,728",,"42,901 ",,"3,930,210","+2,540","111,617",279,"106,271","1,116","63,719,391","1,657,760","38,437,040 ",North America
South Africa,"4,006,916",+273,"101,982 ",,"3,897,607",,"7,327",192,"65,818","1,675","26,024,796","427,484","60,879,026 ",Africa
Czechia,"3,999,658",+277,"40,583 ",+6,"3,942,575","+2,480","16,500",32,"372,037","3,775","55,802,715","5,190,618","10,750,689 ",Europe
Switzerland,"3,972,742","+1,344","14,096 ",,"3,805,946","+8,616","152,700",67,"452,089","1,604","21,877,329","2,489,590","8,787,522 ",Europe
Peru,"3,970,336","+3,438","214,694 ",+57,"3,644,691","+14,144","110,951",248,"116,993","6,326","33,392,028","983,959","33,936,417 ",South America
Philippines,"3,808,154","+4,201","60,837 ",+30,"3,709,377","+4,034","37,940",764,"33,807",540,"31,679,746","281,238","112,643,996 ",Asia
Romania,"3,120,681","+4,689","66,195 ",+15,"2,940,577","+4,086","113,909",274,"164,520","3,490","24,235,046","1,277,653","18,968,413 ",Europe
Denmark,"3,070,786","+2,631","6,751 ",+50,"3,048,045","+3,403","15,990",13,"526,268","1,157","128,028,099","21,941,307","5,835,026 ",Europe
Sweden,"2,545,671",,"19,402 ",,"2,505,408",+665,"20,861",16,"248,807","1,896","18,775,827","1,835,102","10,231,492 ",Europe
Iraq,"2,451,178",,"25,326 ",,"2,409,652",,"16,200",21,"58,198",601,"19,110,211","453,730","42,118,049 ",Asia
Serbia,"2,170,933","+6,498","16,370 ",+14,"2,055,733","+4,240","98,830",31,"250,584","1,890","10,352,212","1,194,921","8,663,511 ",Europe
Bangladesh,"2,007,631",+296,"29,307 ",+3,"1,948,665",+638,"29,659","1,228","11,941",174,"14,644,872","87,102","168,134,878 ",Asia
Hungary,"1,987,321",,"46,886 ",,"1,898,374",,"42,061",19,"206,822","4,879","11,394,556","1,185,838","9,608,867 ",Europe
Slovakia,"1,823,364",+105,"20,263 ",+4,"1,791,944",+147,"11,157",39,"333,632","3,708","7,238,756","1,324,520","5,465,193 ",Europe
Singapore,"1,763,116","+3,541","1,541  ",+2,"1,675,833","+6,088","85,742",24,"296,474",259,"24,265,502","4,080,322","5,946,957 ",Asia
Jordan,"1,720,778","+5,482","14,090 ",+7,"1,701,987","+5,313","4,701",56,"165,208","1,353","17,045,258","1,636,475","10,415,838 ",Asia
Georgia,"1,698,020",,"16,869 ",,"1,637,293",,"43,858",,"427,380","4,246","16,920,079","4,258,665","3,973,095 ",Asia
New Zealand,"1,660,402","+4,173","2,393 ",+13,"1,620,301","+5,329","37,708",,"331,941",478,"7,408,803","1,481,139","5,002,100 ",Australia/Oceania
Ireland,"1,647,605",,"7,662 ",,"1,615,096","+3,825","24,847",32,"326,025","1,516","12,567,938","2,486,921","5,053,614 ",Europe
Pakistan,"1,559,929",+628,"30,508 ",+3,"1,519,058",,"10,363",163,"6,785",133,"29,713,419","129,245","229,900,022 ",Asia
Norway,"1,457,187",+227,"3,834 ",+16,"1,450,742",+99,"2,611",20,"264,450",696,"11,002,430","1,996,719","5,510,254 ",Europe
Hong Kong,"1,389,282","+4,040","9,547 ",+7,"1,242,630","+1,824","137,105",7,"182,208","1,252","54,352,132","7,128,429","7,624,700 ",Asia
Kazakhstan,"1,368,205","+1,373","13,669 ",+1,"1,327,724","+2,061","26,812",24,"71,082",710,"11,575,012","601,351","19,248,361 ",Asia
Morocco,"1,262,696",+74,"16,259 ",+2,"1,244,486",+651,"1,951",293,"33,379",430,"12,294,765","325,006","37,829,303 ",Africa
Bulgaria,"1,219,883","+2,318","37,451 ",+16,"1,156,517","+3,538","25,915",50,"178,379","5,476","10,315,063","1,508,337","6,838,698 ",Europe
Finland,"1,218,216",,"5,251 ",,"1,166,300","+2,283","46,665",21,"219,151",945,"11,237,850","2,021,636","5,558,789 ",Europe
Croatia,"1,193,362",+64,"16,420 ",+19,"1,170,820","+1,195","6,122",23,"294,501","4,052","5,069,880","1,251,160","4,052,144 ",Europe
Lebanon,"1,188,468","+1,548","10,550 ",+2,"1,087,587",,"90,331",186,"175,775","1,560","4,795,578","709,269","6,761,301 ",Asia
Tunisia,"1,134,660",,"29,105 ",,N/A,N/A,N/A,29,"93,942","2,410","4,863,059","402,627","12,078,314 ",Africa
Cuba,"1,108,895",+68,"8,529 ",,"1,099,831",+61,535,23,"98,027",754,"13,997,964","1,237,432","11,312,104 ",North America
Slovenia,"1,094,104",+476,"6,726 ",+5,"1,065,762",+551,"21,616",16,"526,128","3,234","2,707,675","1,302,056","2,079,538 ",Europe
Lithuania,"1,091,367",+78,"9,225 ",+5,"1,038,300",,"43,842",9,"412,985","3,491","10,072,850","3,811,679","2,642,628 ",Europe
Bolivia,"1,064,405","+1,633","22,095 ",+4,"973,896","+4,531","68,414",220,"88,646","1,840","2,705,422","225,313","12,007,411 ",South America
Guatemala,"1,057,694",+405,"19,130 ",+6,"1,000,533","+2,205","38,031",5,"56,830","1,028","5,408,874","290,619","18,611,559 ",North America
