"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,225243.0,36.0,5226.0,,219120.0,53.0,897.0,8.0,156.0,4.0,160000000.0,111163.0,1439323776.0,Asia
USA,88031318.0,30747.0,1038354.0,41.0,83869516.0,104394.0,3123448.0,2949.0,262926.0,3101.0,1042579414.0,3113911.0,334813477.0,North America
India,43311049.0,14357.0,524873.0,18.0,42707900.0,8537.0,78276.0,698.0,30790.0,373.0,857841663.0,609850.0,1406643524.0,Asia
Brazil,31704193.0,10691.0,669109.0,47.0,30310772.0,,724312.0,8318.0,147101.0,3105.0,63776166.0,295909.0,215526017.0,South America
France,30169849.0,40125.0,149061.0,3.0,29330399.0,16440.0,690389.0,869.0,460207.0,2274.0,271490188.0,4141281.0,65557061.0,Europe
Germany,27204955.0,477.0,140292.0,,26161300.0,11300.0,903363.0,668.0,322678.0,1664.0,122332384.0,1450985.0,84309892.0,Europe
UK,22496786.0,12142.0,179579.0,21.0,22083337.0,6514.0,233870.0,146.0,328008.0,2618.0,522526476.0,7618543.0,68586143.0,Europe
Russia,18398260.0,3081.0,380463.0,62.0,17822674.0,3279.0,195123.0,2300.0,125966.0,2605.0,273400000.0,1871868.0,146057301.0,Europe
S. Korea,18276552.0,6071.0,24441.0,14.0,18094988.0,15766.0,157123.0,70.0,355881.0,476.0,15804065.0,307737.0,51355801.0,Asia
Italy,17879494.0,30860.0,167721.0,18.0,17118091.0,1904.0,593682.0,199.0,296571.0,2782.0,224257916.0,3719819.0,60287313.0,Europe
Turkey,15085742.0,,98996.0,,14986340.0,,406.0,975.0,175169.0,1149.0,162743369.0,1889707.0,86120944.0,Asia
Spain,12563399.0,,107482.0,,12058724.0,,397193.0,339.0,268504.0,2297.0,471036328.0,10066959.0,46790328.0,Europe
Vietnam,10737640.0,533.0,43083.0,,9601630.0,4255.0,1092927.0,44.0,108397.0,435.0,85824177.0,866402.0,99058169.0,Asia
Argentina,9341492.0,4003.0,129016.0,3.0,9088424.0,8027.0,124052.0,344.0,203032.0,2804.0,35716069.0,776267.0,46010059.0,South America
Japan,9136849.0,13747.0,31023.0,20.0,8964250.0,15708.0,141576.0,41.0,72678.0,247.0,55439571.0,440989.0,125716519.0,Asia
Netherlands,8129562.0,3474.0,22345.0,,8051803.0,1442.0,55414.0,35.0,472393.0,1298.0,21107399.0,1226511.0,17209302.0,Europe
Australia,7803063.0,22123.0,9374.0,42.0,7581353.0,21216.0,212336.0,111.0,299188.0,359.0,73175552.0,2805725.0,26080799.0,Australia/Oceania
Iran,7234757.0,160.0,141363.0,,7060446.0,163.0,32948.0,297.0,84024.0,1642.0,52298398.0,607388.0,86103774.0,Asia
Colombia,6131657.0,,139918.0,,5952212.0,,39527.0,342.0,118035.0,2693.0,35304331.0,679612.0,51947745.0,South America
Indonesia,6068075.0,1167.0,156687.0,3.0,5902794.0,632.0,8594.0,2771.0,21734.0,561.0,100051434.0,358347.0,279202534.0,Asia
Poland,6011239.0,65.0,116393.0,,5335603.0,8.0,559243.0,408.0,159174.0,3082.0,36434629.0,964766.0,37765245.0,Europe
Mexico,5872196.0,9642.0,325398.0,39.0,5110123.0,3699.0,436675.0,4798.0,44624.0,2473.0,16275302.0,123680.0,131592464.0,North America
Portugal,5057116.0,11093.0,23901.0,40.0,4453630.0,29131.0,579585.0,61.0,498810.0,2357.0,42825431.0,4224101.0,10138354.0,Europe
Ukraine,5014929.0,,108605.0,,,,,177.0,116038.0,2513.0,19521252.0,451691.0,43218131.0,Europe
DPRK,4621110.0,19320.0,73.0,,4587250.0,21930.0,33787.0,,177731.0,3.0,,,26000617.0,Asia
Malaysia,4540612.0,1690.0,35732.0,,4478936.0,2108.0,25944.0,23.0,136847.0,1077.0,60604970.0,1826540.0,33180205.0,Asia
Thailand,4499044.0,1892.0,30470.0,22.0,4447266.0,1874.0,21308.0,1496.0,64140.0,434.0,17270775.0,246219.0,70143823.0,Asia
Austria,4329279.0,6406.0,18729.0,1.0,4250857.0,3412.0,59693.0,35.0,475364.0,2056.0,189359230.0,20792048.0,9107291.0,Europe
Israel,4238607.0,10202.0,10908.0,26.0,4168056.0,,59643.0,147.0,454494.0,1170.0,41373364.0,4436346.0,9326000.0,Asia
Belgium,4195015.0,2325.0,31865.0,3.0,4102437.0,2232.0,60713.0,65.0,358896.0,2726.0,34276446.0,2932456.0,11688649.0,Europe
South Africa,3986601.0,995.0,101604.0,6.0,3870895.0,1460.0,14102.0,192.0,65594.0,1672.0,25597242.0,421167.0,60776880.0,Africa
Czechia,3925291.0,122.0,40307.0,,3883246.0,339.0,1738.0,3.0,365212.0,3750.0,55487650.0,5162611.0,10747983.0,Europe
Canada,3910211.0,,41723.0,,3549531.0,,318957.0,230.0,101850.0,1087.0,62248644.0,1621401.0,38391882.0,North America
Chile,3893726.0,11301.0,58251.0,25.0,3572515.0,6820.0,262960.0,168.0,200311.0,2997.0,39875579.0,2051384.0,19438382.0,South America
Philippines,3696264.0,612.0,60467.0,,3631268.0,259.0,4529.0,428.0,32872.0,538.0,30561778.0,271794.0,112444727.0,Asia
Switzerland,3684270.0,,13975.0,,3632142.0,1410.0,38153.0,38.0,419674.0,1592.0,21211193.0,2416159.0,8778889.0,Europe
Peru,3599501.0,1635.0,213389.0,7.0,3372385.0,378.0,13727.0,147.0,106263.0,6300.0,31188185.0,920721.0,33873655.0,South America
Greece,3545112.0,5689.0,30087.0,8.0,3448700.0,5629.0,66325.0,101.0,343414.0,2915.0,84168949.0,8153430.0,10323134.0,Europe
Taiwan,3295063.0,50623.0,5221.0,172.0,1947229.0,59845.0,1342613.0,,137861.0,218.0,20184399.0,844486.0,23901401.0,Asia
Denmark,2996713.0,,6421.0,,2979887.0,,10405.0,8.0,513818.0,1101.0,127563416.0,21872087.0,5832247.0,Europe
Romania,2912878.0,,65714.0,,2844367.0,404.0,2797.0,48.0,153424.0,3461.0,23326374.0,1228619.0,18985849.0,Europe
Sweden,2512853.0,,19042.0,,2487916.0,413.0,5895.0,7.0,245806.0,1863.0,18637355.0,1823098.0,10222904.0,Europe
Iraq,2332177.0,305.0,25228.0,,2304332.0,183.0,2617.0,8.0,55535.0,601.0,18684743.0,444934.0,41994446.0,Asia
Serbia,2022494.0,242.0,16109.0,1.0,2001595.0,247.0,4790.0,10.0,233321.0,1858.0,9829651.0,1133977.0,8668297.0,Europe
Bangladesh,1956327.0,596.0,29131.0,,1905807.0,49.0,21389.0,1328.0,11651.0,173.0,14228001.0,84735.0,167910903.0,Asia
Hungary,1923122.0,,46594.0,,1862334.0,,14194.0,7.0,200071.0,4847.0,11394556.0,1185426.0,9612204.0,Europe
Slovakia,1792317.0,114.0,20133.0,3.0,1770098.0,74.0,2086.0,10.0,327973.0,3684.0,7164712.0,1311058.0,5464833.0,Europe
