"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"225,565",+39,"5,226 ",,"219,791",+77,548,2,157,4,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"88,952,279","+66,202","1,041,086 ",+101,"84,604,106","+89,618","3,307,087","3,171","265,644","3,109","1,049,371,874","3,133,802","334,855,823 ",North America
India,"43,420,608","+13,562","525,047 ",+27,"42,797,092","+9,486","98,469",698,"30,862",373,"861,015,683","611,978","1,406,939,847 ",Asia
Brazil,"32,136,916","+58,278","670,606 ",+147,"30,686,581","+120,493","779,729","8,318","149,086","3,111","63,776,166","295,864","215,558,993 ",South America
France,"30,678,541","+17,601","149,406 ",+48,"29,510,059","+17,770","1,019,076",869,"467,945","2,279","271,490,188","4,141,082","65,560,209 ",Europe
Germany,"27,914,240","+142,329","140,847 ",+113,"26,479,900","+59,100","1,293,493",837,"331,068","1,670","122,332,384","1,450,884","84,315,733 ",Europe
UK,"22,640,130","+15,768","180,011 ",+28,"22,125,910","+11,313","334,209",146,"330,060","2,624","522,526,476","7,617,679","68,593,922 ",Europe
Russia,"18,421,564","+2,683","380,943 ",+51,"17,847,868","+2,355","192,753","2,300","126,124","2,608","273,400,000","1,871,851","146,058,664 ",Europe
S. Korea,"18,329,448","+3,429","24,525 ",+3,"18,175,824","+12,140","129,099",68,"356,904",478,"15,804,065","307,731","51,356,763 ",Asia
Italy,"18,259,867","+25,353","168,165 ",+63,"17,352,245","+19,545","739,457",234,"302,890","2,789","225,913,462","3,747,401","60,285,377 ",Europe
Turkey,"15,096,696",,"99,015 ",,"14,993,993",,"3,688",975,"175,256","1,149","162,743,369","1,889,272","86,140,770 ",Asia
Spain,"12,720,985","+13,055","107,880 ",+27,"12,203,077","+15,279","410,028",339,"271,870","2,306","471,036,328","10,066,875","46,790,722 ",Europe
Vietnam,"10,744,085",+637,"43,084 ",,"9,656,467","+6,653","1,044,534",16,"108,441",435,"85,826,548","866,259","99,077,293 ",Asia
Argentina,"9,367,172",,"129,070 ",,"9,141,032","+6,549","97,070",344,"203,550","2,805","35,716,069","776,114","46,019,115 ",South America
Japan,"9,253,386","+13,771","31,126 ",+10,"9,078,074","+12,217","144,186",45,"73,610",248,"56,177,199","446,886","125,708,093 ",Asia
Netherlands,"8,165,611","+3,504","22,358 ",+2,"8,060,527","+1,792","82,726",45,"474,465","1,299","21,107,399","1,226,452","17,210,128 ",Europe
Australia,"8,026,309","+23,960","9,704 ",+22,"7,787,702","+22,200","228,903",111,"307,672",372,"73,750,585","2,827,072","26,087,264 ",Australia/Oceania
Iran,"7,236,713",+352,"141,386 ",+1,"7,061,961",+234,"33,366",204,"84,023","1,642","52,298,398","607,222","86,127,272 ",Asia
Colombia,"6,151,354",,"139,970 ",,"5,965,083",,"46,301",342,"118,387","2,694","35,422,380","681,729","51,959,592 ",South America
Indonesia,"6,081,896","+1,445","156,726 ",+9,"5,910,855","+1,637","14,315","2,771","21,778",561,"100,572,843","360,133","279,265,716 ",Asia
Poland,"6,013,163",+87,"116,417 ",,"5,335,650",+6,"561,096",408,"159,229","3,083","36,461,102","965,490","37,764,343 ",Europe
Mexico,"5,962,615","+5,883","325,580 ",+4,"5,150,459",,"486,576","4,798","45,301","2,474","16,440,423","124,906","131,622,055 ",North America
Portugal,"5,138,659","+2,971","24,061 ",+18,"4,654,089","+26,002","460,509",61,"506,886","2,373","43,527,258","4,293,600","10,137,707 ",Europe
Ukraine,"5,017,038",+150,"108,638 ",+2,"4,906,144",+209,"2,256",177,"116,102","2,514","19,521,252","451,751","43,212,419 ",Europe
DPRK,"4,722,430","+7,310",73 ,,"4,708,510","+9,100","13,847",,"181,610",3,,,"26,003,081 ",Asia
Malaysia,"4,558,558","+1,894","35,754  ",+8,"4,494,711","+1,944","28,093",34,"137,350","1,077","60,872,217","1,834,093","33,189,269 ",Asia
Thailand,"4,515,890","+1,735","30,610 ",+15,"4,462,388","+2,138","22,892","1,496","64,377",436,"17,270,775","246,206","70,147,640 ",Asia
Austria,"4,393,255","+6,398","18,764 ",+4,"4,286,495","+4,676","87,996",48,"482,329","2,060","190,108,723","20,871,775","9,108,412 ",Europe
Israel,"4,316,214","+14,605","10,942 ",+2,"4,232,890",,"72,382",275,"462,815","1,173","41,373,364","4,436,346","9,326,000 ",Asia
Belgium,"4,225,222","+3,427","31,903 ",+5,"4,116,951","+1,266","76,368",57,"361,447","2,729","34,364,988","2,939,754","11,689,749 ",Europe
South Africa,"3,992,661",+212,"101,740 ",+9,"3,877,949",+549,"12,972",192,"65,676","1,674","25,698,459","422,719","60,793,223 ",Africa
Chile,"3,967,774","+8,449","58,445 ",+29,"3,626,169","+9,469","283,160",172,"204,083","3,006","40,332,272","2,074,496","19,441,964 ",South America
Canada,"3,930,099","+3,486","41,873 ",+8,"3,556,373",+2,"331,853",230,"102,349","1,090","62,248,644","1,621,096","38,399,107 ",North America
Czechia,"3,929,162",+116,"40,313 ",,"3,885,751",+383,"3,098",4,"365,557","3,751","55,516,173","5,165,056","10,748,416 ",Europe
Switzerland,"3,736,479","+2,254","13,984 ",,"3,639,923",+491,"82,572",41,"425,554","1,593","21,277,734","2,423,358","8,780,270 ",Europe
