"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
China,"160,116","+1,323","4,638 ",,"131,355","+1,765","24,123",85,111,3,"160,000,000","111,163","1,439,323,776 ",Asia
USA,"81,999,453","+37,419","1,011,261 ",+499,"66,219,453","+115,233","14,768,739","1,709","245,194","3,024","989,588,272","2,959,056","334,427,063 ",North America
India,"43,033,067","+1,109","521,604 ",+44,"42,500,002","+1,213","11,461","8,944","30,652",372,"792,509,451","564,490","1,403,939,582 ",Asia
Brazil,"30,094,388","+27,139","661,035 ",+253,"28,976,397","+33,510","456,956","8,318","139,827","3,071","63,776,166","296,323","215,225,111 ",South America
France,"26,549,263","+158,792","143,017 ",+105,"23,814,861","+97,451","2,591,385","1,541","405,157","2,183","260,504,402","3,975,447","65,528,336 ",Europe
Germany,"22,364,607","+200,547","131,805 ",+289,"17,930,900","+255,200","4,301,902","2,494","265,434","1,564","104,701,826","1,242,654","84,256,598 ",Europe
UK,"21,524,525","+41,934","169,412 ",+317,"19,470,498","+64,009","1,884,615",361,"314,157","2,473","509,069,181","7,430,022","68,515,161 ",Europe
Russia,"17,955,120","+14,355","370,889 ",+287,"17,105,946","+35,304","478,285","2,300","122,942","2,540","273,400,000","1,872,028","146,044,862 ",Europe
Italy,"15,107,172","+70,702","160,402 ",+150,"13,692,608","+91,204","1,254,162",471,"250,513","2,660","205,167,186","3,402,160","60,304,976 ",Europe
Turkey,"14,939,259","+9,354","98,311 ",+36,"14,623,264","+10,885","217,684",975,"173,834","1,144","155,400,010","1,808,238","85,940,035 ",Asia
S. Korea,"14,778,405","+224,761","18,381 ",+348,N/A,N/A,N/A,"1,116","287,814",358,"15,804,065","307,789","51,347,030 ",Asia
Spain,"11,611,209","+16,278","102,985 ",+119,"11,021,441","+11,880","486,783",420,"248,173","2,201","471,036,328","10,067,734","46,786,728 ",Europe
Vietnam,"10,096,455","+46,003","42,733 ",+21,"8,395,066","+117,503","1,658,656","1,674","102,104",432,"84,845,790","858,036","98,883,664 ",Asia
Argentina,"9,049,250","+1,842","128,158 ",+14,"8,877,337","+3,068","43,755",428,"197,034","2,790","35,561,414","774,296","45,927,421 ",South America
Netherlands,"7,960,952","+12,810","22,066 ",+8,"6,815,816","+66,210","1,123,070",122,"462,799","1,283","21,107,399","1,227,049","17,201,762 ",Europe
Iran,"7,183,808","+3,800","140,492 ",+41,"6,904,733","+4,636","138,583","1,536","83,640","1,636","49,358,909","574,680","85,889,353 ",Asia
Japan,"6,832,377","+54,142","28,456 ",+69,"6,329,017","+42,637","474,904",494,"54,314",226,"44,223,732","351,558","125,793,403 ",Asia
Colombia,"6,087,123",+312,"139,693 ",+6,"5,920,229",+304,"27,201",342,"117,422","2,695","34,074,406","657,304","51,839,636 ",South America
Indonesia,"6,028,413","+2,089","155,509 ",+45,"5,794,602","+5,888","78,302","2,771","21,636",558,"92,817,150","333,125","278,625,997 ",Asia
Poland,"5,975,034","+1,481","115,536 ",+64,"5,333,630",+64,"525,868",268,"158,181","3,059","35,808,565","947,982","37,773,481 ",Europe
Mexico,"5,683,288","+12,144","323,403 ",+85,"4,982,288","+12,040","377,597","4,798","43,277","2,463","15,632,134","119,036","131,322,449 ",North America
Ukraine,"4,980,224","+2,226","108,098 ",+22,N/A,N/A,N/A,177,"115,096","2,498","19,521,252","451,147","43,270,260 ",Europe
Australia,"4,911,725","+64,000","6,495 ",+33,"4,420,823","+60,518","484,407",102,"188,754",250,"67,345,284","2,588,032","26,021,808 ",Australia/Oceania
Malaysia,"4,292,585","+11,994","35,228 ",+36,"4,099,786","+16,603","157,571",197,"129,695","1,064","57,195,409","1,728,089","33,097,496 ",Asia
Israel,"3,982,531","+7,750","10,559 ",+4,"3,894,082",,"77,890",249,"427,035","1,132","41,373,364","4,436,346","9,326,000 ",Asia
Austria,"3,950,161","+16,479","16,141 ",+44,"3,701,204","+27,097","232,816",201,"434,224","1,774","178,486,429","19,620,230","9,097,061 ",Europe
Belgium,"3,915,732","+10,610","30,997 ",+27,"3,567,029","+5,713","317,706",183,"335,291","2,654","33,001,012","2,825,765","11,678,611 ",Europe
Czechia,"3,850,935","+5,287","39,839 ",+26,"3,753,150","+2,884","57,946",96,"358,425","3,708","54,847,071","5,104,887","10,744,033 ",Europe
Thailand,"3,807,908","+26,081","25,791 ",+91,"3,534,063","+26,011","248,054","1,496","54,314",368,"17,270,775","246,342","70,108,987 ",Asia
South Africa,"3,728,689","+1,481","100,075 ",+5,"3,615,531","+1,022","13,083",546,"61,501","1,651","23,996,380","395,799","60,627,747 ",Africa
Philippines,"3,680,512",+276,"59,591 ",+169,"3,589,451","+1,092","31,470",289,"32,817",531,"29,066,768","259,169","112,153,795 ",Asia
Portugal,"3,657,771","+9,192","21,852 ",+21,N/A,N/A,N/A,61,"360,576","2,154","40,239,817","3,966,758","10,144,258 ",Europe
Canada,"3,552,283","+16,891","37,935 ",+85,"3,322,837","+4,743","191,511",386,"92,686",990,"59,788,211","1,559,993","38,325,951 ",North America
Peru,"3,550,240",+729,"212,420 ",+24,N/A,N/A,N/A,408,"105,093","6,288","29,043,592","859,735","33,782,021 ",South America
Switzerland,"3,512,093",,"13,749 ",+4,"2,965,701","+34,936","532,643",113,"400,637","1,568","20,400,357","2,327,139","8,766,283 ",Europe
Chile,"3,500,670","+4,432","56,912 ",+90,"3,157,504","+11,751","286,254",479,"180,394","2,933","35,923,936","1,851,206","19,405,690 ",South America
Greece,"3,137,714","+10,858","27,968 ",+76,"2,889,000","+16,482","220,746",359,"303,653","2,707","75,846,164","7,340,019","10,333,238 ",Europe
Denmark,"2,930,344","+2,598","5,837 ",+24,"2,878,124","+5,091","46,383",18,"502,788","1,002","126,921,704","21,777,211","5,828,189 ",Europe
Romania,"2,868,777","+1,984","65,170 ",+22,"2,606,660",,"196,947",280,"150,898","3,428","22,269,669","1,171,391","19,011,305 ",Europe
Sweden,"2,491,980",,"18,472 ",,"2,444,490","+3,478","29,018",22,"244,064","1,809","18,445,431","1,806,540","10,210,366 ",Europe
